surface_dist,mean_patchiness,mean_phi,num_points
2,0.9,-13.14605,167
3,0.8627524,-19.65726,387
4,0.831942,-23.62806,708
5,0.7625767,-22.07938,1079
6,0.683989,-22.0151,1526
7,0.6227821,-18.24946,2054
8,0.5798874,-13.47738,2663
9,0.5513954,-9.060582,3376
10,0.5108911,-5.46081,4143
11,0.4708796,-3.729021,4992
12,0.4406795,-3.18237,5828
13,0.4326668,-2.968851,6754
14,0.4408713,-2.797506,7781
15,0.4448026,-2.84014,8909
16,0.4374565,-2.738044,10215
17,0.4253086,-2.285486,11676
18,0.4197536,-1.435821,13359
19,0.4189747,-0.615777,15293
20,0.4220629,0.2646545,17513
21,0.4211518,0.9171163,19866
22,0.4178949,1.342139,22257
23,0.4163302,1.586994,24692
24,0.4174268,1.645711,27202
25,0.4137033,1.706685,29733
26,0.4079395,1.807676,32194
27,0.4053278,1.776983,34553
28,0.4029425,1.567166,36844
29,0.3974727,1.694416,39014
30,0.3932899,1.950351,41149
31,0.3896915,2.140006,43353
32,0.3869324,2.230699,45503
33,0.3861771,2.228586,47577
34,0.3859328,2.141541,49736
35,0.3859834,2.056609,51946
36,0.3874543,1.974671,54417
37,0.3889212,1.930622,57099
38,0.3914995,1.883724,59720
39,0.3940334,1.929331,62116
40,0.3956712,1.880365,64221
41,0.3984807,1.848662,66338
42,0.3990728,1.823148,68592
43,0.3969058,1.790971,70821
44,0.3945221,1.791507,72950
45,0.3929923,1.741908,75066
46,0.3937155,1.679023,77298
47,0.3943174,1.665318,79624
48,0.395349,1.709977,81839
49,0.3969259,1.854949,83847
50,0.3982238,1.931654,85854
51,0.3998294,1.928594,87757
52,0.4027093,1.98883,89243
53,0.4066994,2.088166,90342
54,0.4092196,2.195508,91097
55,0.4094847,2.217442,91593
56,0.4091879,2.213649,91696
