radius,mean_patchiness,mean_phi,num_points
2,0.6470993,-7.547647,68
3,0.6446995,-18.85746,421
4,0.5729467,-16.43228,943
5,0.4495589,-10.21466,1528
6,0.3422447,-3.958582,2620
7,0.3126322,-1.716133,3680
8,0.3101548,-1.52064,4607
9,0.3456094,-1.906613,5673
10,0.3935608,-2.232685,6941
11,0.4303857,-2.279299,8378
12,0.4365833,-1.883014,10028
13,0.4312582,-1.666152,11624
14,0.4210317,-1.295685,13229
15,0.414759,-1.095659,15168
16,0.4147827,-0.5825904,17240
17,0.4141043,0.1018927,19580
18,0.4101472,0.5892948,22170
19,0.4087779,0.715871,24679
20,0.4200484,0.6119671,27594
21,0.4240138,0.4042996,31265
22,0.4250916,0.5633336,35092
23,0.4171293,0.8983365,39067
24,0.4131956,1.369793,43141
25,0.4080458,1.618853,47108
26,0.4083377,1.762715,50293
27,0.4111078,2.108152,53289
28,0.4163417,2.236436,56298
29,0.4225118,2.196352,59726
30,0.4236583,2.153714,63339
31,0.4250352,2.085011,66560
32,0.4252125,2.192695,69754
33,0.4277313,2.367897,72792
34,0.4281526,2.455149,75511
35,0.4257472,2.425921,78307
36,0.4217238,2.376034,81150
37,0.4194846,2.435624,83161
38,0.4194573,2.365356,84290
39,0.4203407,2.301403,85035
40,0.4216822,2.210126,85841
41,0.4218828,2.148043,86292
42,0.4213373,2.139114,86486
43,0.4213587,2.130494,86619
44,0.4216083,2.12137,86673
