radius,mean_patchiness,mean_phi,num_points
4,0.6341202,-17.59924,80
5,0.43434,-7.485557,250
6,0.3988946,-4.171027,755
7,0.4131396,-4.211959,1527
8,0.4594589,-4.391443,3063
9,0.463258,-4.404508,5183
10,0.4688942,-3.922683,7072
11,0.4575506,-2.430866,9767
12,0.4552911,-1.578132,12611
13,0.4470892,-1.762393,15692
14,0.4450281,-2.148306,19097
15,0.4503907,-2.026921,22299
16,0.4494126,-1.807099,25610
17,0.4449434,-1.795855,28495
18,0.4515454,-2.359823,32071
19,0.4618187,-2.847761,36465
20,0.468566,-3.1335,40634
21,0.4722676,-3.349363,44949
22,0.4679927,-3.150964,51139
23,0.4684596,-2.978749,58263
24,0.4693086,-2.948293,65405
25,0.4746512,-2.648941,72675
26,0.4781596,-2.359462,81375
27,0.4800042,-2.311955,90567
28,0.4760707,-2.178548,98859
29,0.4716029,-2.128989,105839
30,0.4633906,-2.066585,112351
31,0.458237,-1.984087,117943
32,0.4542761,-1.862015,122586
33,0.4516335,-1.79244,126351
34,0.448498,-1.740659,129923
35,0.4468662,-1.66189,132594
36,0.4464749,-1.600283,134477
37,0.4469186,-1.500344,136193
38,0.4469065,-1.442132,137836
39,0.447073,-1.436189,138981
40,0.4475771,-1.429532,139716
41,0.4488188,-1.42109,140083
42,0.4491761,-1.418403,140182
