radius,mean_patchiness,mean_phi,num_points
2,0.9090249,30.24823,144
3,0.7597342,30.6514,553
4,0.5745321,17.30408,1038
5,0.4819556,11.0292,1607
6,0.4584676,7.895004,2208
7,0.4291516,5.55978,2930
8,0.4033374,5.55293,3730
9,0.3891281,6.448257,4638
10,0.3738568,6.034742,5758
11,0.3705391,4.520063,6990
12,0.390612,2.886096,8376
13,0.4112803,1.85971,9912
14,0.4212264,1.843725,11762
15,0.4302941,1.415737,13699
16,0.4279926,0.9249504,16002
17,0.4243876,1.08378,18376
18,0.4241707,1.271486,20334
19,0.4201971,1.345228,21967
20,0.4180536,1.407033,23726
21,0.4126081,1.658451,25775
22,0.4105407,2.066061,28467
23,0.4106267,2.285527,31317
24,0.4038087,2.321764,34000
25,0.3997653,2.477977,36946
26,0.4007267,2.454083,40593
27,0.3969119,2.437926,44528
28,0.3889694,2.327635,49007
29,0.3800388,2.226313,53685
30,0.368545,2.185532,59020
31,0.3610106,2.284231,66309
32,0.3561699,2.066143,74771
33,0.3527566,1.786011,82677
34,0.3524898,1.589401,89754
35,0.3485746,1.377886,96248
36,0.3455003,1.293361,101748
37,0.3428886,1.296378,106725
38,0.3409493,1.293731,111404
39,0.3408593,1.27663,115423
40,0.3420447,1.349416,117483
41,0.3424484,1.352257,118591
42,0.3425357,1.367592,119256
43,0.3433674,1.377291,119491
44,0.3437117,1.382128,119672
45,0.3437031,1.382504,119702
