radius,mean_patchiness,mean_phi,num_points
2,0.738615,-9.305981,160
3,0.7760678,-13.41381,630
4,0.7404961,-13.63384,1291
5,0.6143798,-9.44352,1929
6,0.5108469,-7.620425,2836
7,0.455266,-5.502793,4062
8,0.4296095,-3.055655,5546
9,0.4167786,-2.456003,7107
10,0.3861924,-2.643608,8961
11,0.3689772,-2.626194,10541
12,0.354756,-2.611756,12102
13,0.3395722,-2.232112,13964
14,0.3315513,-1.750953,16232
15,0.3243755,-1.344959,18855
16,0.3229963,-1.091772,21462
17,0.3226579,-0.5376947,24155
18,0.3228231,0.06210585,27411
19,0.3262033,0.7797575,30734
20,0.3286858,1.372532,34510
21,0.3286465,1.553529,38839
22,0.3285965,1.396282,43724
23,0.3315874,1.047108,48608
24,0.3347706,0.7010924,54524
25,0.3342472,0.4911037,59807
26,0.3341717,0.4900748,64595
27,0.3333022,0.5463879,69321
28,0.3349275,0.647837,73480
29,0.3342978,0.642318,77113
30,0.3348093,0.692467,80963
31,0.3360848,0.6741843,83745
32,0.3375531,0.753641,85849
33,0.338756,0.8630597,87195
34,0.3390945,0.8552213,88215
35,0.3389069,0.8574808,88946
36,0.3373513,0.8452119,89656
37,0.3355852,0.8309073,90304
38,0.3342446,0.8253767,90799
39,0.3332316,0.8235551,91231
40,0.3328568,0.8224726,91344
