patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
20.09464,22763,0.2552,6.64328,7.295916,13.44511,12.452,6.718,13.726,19.06686,28.63356
16.10048,950,0.0107,-5.668118,23.56166,22.8779,-6.091,23.473,22.457,19.06546,25.06173
21.08527,1082,0.0121,-1.925286,25.60645,6.534857,-2.341,26.24,6.472,3.82238,7.136209
24.49708,1050,0.0118,6.391391,19.27415,32.17457,6.4,19.578,32.185,28.28754,31.80907
