radius,mean_patchiness,mean_phi,num_points
2,0.664174,-7.464814,70
3,0.6584991,-10.44682,266
4,0.6132647,-9.905675,700
5,0.6041489,-8.853899,1207
6,0.5983734,-7.018137,1838
7,0.5845073,-6.399486,2697
8,0.5893766,-6.4581,3826
9,0.6080861,-6.027579,5195
10,0.5980992,-5.143426,6714
11,0.5654789,-3.620878,8432
12,0.5292317,-2.171493,10355
13,0.4912417,-1.769452,12368
14,0.4744869,-2.229381,14616
15,0.4626449,-2.262781,18049
16,0.4560716,-2.823689,22739
17,0.4527886,-2.819971,27941
18,0.4501241,-2.385058,33081
19,0.4459409,-2.034971,38255
20,0.4482316,-1.554111,43413
21,0.4521303,-1.377153,47839
22,0.4545781,-1.273792,52726
23,0.4549392,-1.193382,58737
24,0.4601019,-0.9554617,64806
25,0.4617377,-0.540168,70392
26,0.4579728,-0.2179942,75076
27,0.4553812,-0.06468681,79654
28,0.4559175,-0.01736784,83116
29,0.4557244,0.03372218,86144
30,0.4530498,0.02452305,88744
31,0.4496441,0.0695232,91520
32,0.4502243,0.1507581,94439
33,0.4504504,0.2174895,97701
34,0.4494146,0.286714,100970
35,0.4462608,0.3713373,105057
36,0.4416566,0.372659,108301
37,0.4403097,0.4060127,111599
38,0.4375011,0.4449862,115201
39,0.4364248,0.5656828,118760
40,0.4348394,0.6977105,121812
41,0.435696,0.7483714,124069
42,0.4360415,0.8545685,125617
43,0.4348265,0.9020741,126867
44,0.4331412,0.9160747,127755
45,0.4318281,0.9297991,128440
46,0.4312608,0.9176593,128970
47,0.4310464,0.9119169,129207
48,0.4309883,0.90288,129402
49,0.4310091,0.8986528,129443
