radius,mean_patchiness,mean_phi,num_points
3,0.4272124,-6.103498,34
4,0.2743524,-4.602588,134
5,0.2024687,-2.532466,267
6,0.2025922,-1.169525,477
7,0.2242552,-0.6428714,880
8,0.2252668,-0.2379488,1594
9,0.23249,-0.9727373,2835
10,0.2441687,-0.9154575,4276
11,0.2638472,-1.292811,5994
12,0.2712637,-0.9494871,8111
13,0.2708147,-0.6471896,10286
14,0.270801,-0.5148397,12715
15,0.271049,-0.6809446,15415
16,0.2754169,-0.9631532,17748
17,0.2767527,-0.8094557,20042
18,0.2714688,-0.5600964,22157
19,0.264887,-0.6036368,24195
20,0.2537599,-0.6264131,26837
21,0.2420771,-0.542114,30092
22,0.2325904,-0.4533095,33922
23,0.223452,-0.2732261,37783
24,0.2156894,-0.08981136,41324
25,0.2118046,0.02722816,44644
26,0.2109442,0.1093919,47819
27,0.2101999,0.1920301,50147
28,0.2079929,0.2792692,52109
29,0.2067836,0.4286986,54113
30,0.2062602,0.5392198,55904
31,0.2060902,0.5772967,57495
32,0.2066489,0.6496115,59314
33,0.2079033,0.7216319,61138
34,0.2102358,0.7808411,63181
35,0.2126939,0.8687223,65151
36,0.2160182,1.010233,67212
37,0.2208733,1.165251,69661
38,0.224839,1.247399,71989
39,0.2301122,1.341198,74004
40,0.2327834,1.439958,75569
41,0.2337764,1.485436,76904
42,0.2340811,1.520217,78301
43,0.2360138,1.566357,79721
44,0.2386863,1.730972,81104
45,0.2413492,1.871089,82492
46,0.2441888,1.912888,83952
47,0.2477374,1.917181,85408
48,0.249484,1.966645,86895
49,0.2501681,2.001292,88172
50,0.2513978,1.971175,89539
51,0.2533229,1.970215,90847
52,0.2544332,1.998871,91981
53,0.2552571,2.010692,93319
54,0.2576194,1.997603,94867
55,0.2604012,1.936217,96347
56,0.2637491,1.898134,97738
57,0.2668561,1.862539,99293
58,0.2690807,1.805744,100764
59,0.2703198,1.833307,102049
60,0.2716671,1.859132,103395
61,0.2719414,1.863605,104686
62,0.2719564,1.851786,106002
63,0.2723001,1.853594,107420
64,0.2732404,1.870248,108773
65,0.274971,1.853986,110281
66,0.277283,1.859882,111848
67,0.2802019,1.87218,113460
68,0.282123,1.853358,115376
69,0.2837142,1.817459,117337
70,0.2855676,1.79256,118983
71,0.2871414,1.799909,120875
72,0.2887222,1.78743,122542
73,0.2905939,1.752335,123909
74,0.2916162,1.727686,125134
75,0.2927279,1.630172,126871
76,0.293411,1.618181,128571
77,0.2934913,1.602627,129857
78,0.2935544,1.575247,131097
79,0.2936114,1.523517,132389
80,0.2938847,1.487909,133125
81,0.2938882,1.466108,133500
82,0.2941429,1.452209,133601
83,0.2942163,1.447451,133617
