radius,mean_patchiness,mean_phi,num_points
4,0.3216164,-10.66345,132
5,0.2648823,-1.080372,319
6,0.3569289,4.776053,597
7,0.446594,9.664636,1048
8,0.479157,8.107021,2041
9,0.4494261,4.868343,3773
10,0.4214591,4.202047,5941
11,0.4180763,3.958372,8515
12,0.4072101,4.138983,10969
13,0.4034517,3.911052,13774
14,0.4064238,3.192739,17294
15,0.4100061,2.915038,21426
16,0.4243549,2.985081,25575
17,0.4307062,3.375663,30652
18,0.4356692,3.962824,36467
19,0.4374997,3.974684,42674
20,0.4402325,3.946558,48744
21,0.4389932,4.21496,54622
22,0.4424561,4.29407,60519
23,0.4502261,4.477016,66804
24,0.4536785,4.410943,73937
25,0.4547871,4.426424,83354
26,0.4552391,4.432571,92360
27,0.4564122,4.463883,100960
28,0.4563511,4.355381,109698
29,0.4525582,4.27995,117563
30,0.4507202,4.115427,125362
31,0.4512144,3.965616,132109
32,0.4545175,4.042829,136644
33,0.4573251,4.233872,140398
34,0.455429,4.310121,143259
35,0.4545604,4.276763,145045
36,0.4548067,4.242691,146655
37,0.4550261,4.202736,147827
38,0.4556119,4.211711,148426
39,0.4554161,4.21797,148588
