radius,mean_patchiness,mean_phi,num_points
2,0.0733085,-0.4128181,98
3,0.2358905,-1.22664,409
4,0.2943057,-0.5477663,974
5,0.3448332,1.153584,1761
6,0.3942495,2.727938,2887
7,0.4062493,3.093411,4376
8,0.3855478,2.821918,5906
9,0.3497515,3.042484,7838
10,0.3644103,3.119378,9726
11,0.3882738,2.782375,11828
12,0.4091978,2.313159,14395
13,0.4217684,1.764495,16652
14,0.4252716,2.116197,18557
15,0.4270296,2.704051,20605
16,0.429331,3.051477,23032
17,0.4310121,3.308999,26348
18,0.4300656,3.388701,30127
19,0.4284207,3.568703,33637
20,0.432719,3.961167,36763
21,0.4417308,4.293286,39890
22,0.4544499,4.673044,43175
23,0.459565,5.104731,46306
24,0.4617871,5.309658,48712
25,0.4655464,5.361091,50481
26,0.4685377,5.471473,51778
27,0.4689268,5.502075,52875
28,0.4663053,5.489727,53711
29,0.4628878,5.402237,54430
30,0.4611993,5.356136,54761
31,0.4610031,5.353757,54787
