patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
-13.21459,51784,0.36,2.346872,20.0625,-14.54234,2.377,20.213,-14.539,22.157,27.05057
-13.62377,5067,0.04,22.08951,26.91617,-31.92835,23.869,27.016,-31.893,47.21165,57.40094
