radius,mean_patchiness,mean_phi,num_points
4,0.1343467,1.566213,243
5,0.2559708,0.8002848,957
6,0.3786546,1.879637,2221
7,0.3930057,2.1998,3821
8,0.3749941,1.734601,5694
9,0.3793463,1.578755,8266
10,0.3904217,1.792777,10835
11,0.3867692,2.172062,13802
12,0.3868282,2.593046,17786
13,0.3821691,2.194198,22182
14,0.377225,2.28211,26805
15,0.3767931,2.106723,31480
16,0.3814446,2.146947,36260
17,0.3900975,2.159046,41531
18,0.3978486,2.21763,46433
19,0.4015968,2.174326,51143
20,0.4044166,2.422552,55151
21,0.4108116,2.559835,59094
22,0.4174768,2.39693,62356
23,0.4214712,2.09798,65378
24,0.421065,1.902238,68166
25,0.4191737,1.833861,70563
26,0.4206915,1.877766,73015
27,0.4233154,1.978737,76199
28,0.4264142,1.989987,79233
29,0.4279686,2.045336,82358
30,0.4283937,2.079857,85141
31,0.4293003,2.132738,88361
32,0.4300137,2.127826,92219
33,0.4321662,2.092986,96526
34,0.4330118,1.971519,100146
35,0.4328562,1.925981,103540
36,0.4336909,1.907285,107359
37,0.4353873,1.873118,111171
38,0.4356818,1.844781,114544
39,0.4355983,1.884228,118023
40,0.4364344,1.942663,121533
41,0.4370541,1.997748,124320
42,0.4378003,2.062504,126852
43,0.4378998,2.092844,129032
44,0.4383305,2.080455,131426
45,0.4381409,2.020538,134052
46,0.4371386,1.976399,136275
47,0.4354666,1.92846,138666
48,0.434495,1.883758,140282
49,0.4340481,1.865253,141763
50,0.4332649,1.903691,143452
51,0.4318247,1.932588,145234
52,0.4303305,1.957171,146605
53,0.4295765,1.96899,147716
54,0.4298425,1.97959,148658
55,0.4303772,1.968462,149681
56,0.4303004,1.947959,150427
57,0.4300453,1.948045,150687
58,0.429852,1.946173,150881
59,0.4295726,1.958067,151068
60,0.429558,1.957961,151075
