radius,mean_patchiness,mean_phi,num_points
6,0.8360617,7.31987,26
7,0.4683189,13.57147,345
8,0.3699664,9.128101,820
9,0.4050183,3.809457,1512
10,0.4339167,5.262026,3161
11,0.4041704,3.833918,5324
12,0.3682909,3.302655,8271
13,0.3744197,2.724529,11919
14,0.4013928,2.10096,16188
15,0.4287114,2.020794,21313
16,0.4355896,1.792315,26696
17,0.4308686,1.458586,31474
18,0.4405116,0.6365365,36965
19,0.4524786,-0.01289563,43193
20,0.4654655,-0.5488294,50404
21,0.4678201,-0.7737219,58874
22,0.4642722,-0.902371,66957
23,0.4574787,-0.9389848,74055
24,0.4549971,-0.7845673,79914
25,0.4537004,-0.5916577,85448
26,0.4535905,-0.5422627,90300
27,0.4530865,-0.6257589,94736
28,0.4508728,-0.6949041,99776
29,0.446274,-0.6715855,105993
30,0.4406726,-0.5089873,113680
31,0.437985,-0.2996097,121033
32,0.4330818,-0.3029364,128806
33,0.431117,-0.2966848,134687
34,0.429688,-0.2643956,137927
35,0.4301413,-0.2116601,139344
36,0.4303677,-0.1273138,140632
37,0.4308142,-0.1078419,141560
38,0.4301963,-0.1037761,142047
39,0.429658,-0.1118226,142427
40,0.4293914,-0.1274029,142831
41,0.4294477,-0.1494605,143269
42,0.4300935,-0.1709355,143441
43,0.4302889,-0.1802732,143493
