radius,mean_patchiness,mean_phi,num_points
2,0.4974298,4.912107,140
3,0.5592375,3.830235,798
4,0.5281385,1.738883,1232
5,0.512467,2.004766,1609
6,0.5490469,5.768588,2377
7,0.5834987,10.95541,3238
8,0.5890886,12.34356,4119
9,0.557878,11.51952,5208
10,0.5248857,9.816107,6427
11,0.4960646,8.781301,7728
12,0.4720242,8.188293,8965
13,0.4538699,7.075662,10427
14,0.4403793,5.734935,12365
15,0.4352365,5.237694,14248
16,0.4275122,4.754747,15898
17,0.4210427,4.182837,17910
18,0.4227533,3.880324,19852
19,0.4287167,3.779393,21915
20,0.4283781,3.48358,24519
21,0.4256096,3.384773,27226
22,0.4211804,3.830484,30524
23,0.4250625,4.174121,33426
24,0.4275023,4.277219,36009
25,0.4200482,4.234511,38339
26,0.410685,3.971253,41008
27,0.4042076,3.626204,44224
28,0.403811,3.433339,47220
29,0.399368,3.24105,50725
30,0.3957472,3.339378,54954
31,0.3999228,3.736217,59356
32,0.4055935,4.013989,63716
33,0.411644,4.181692,68439
34,0.4123695,4.287354,72224
35,0.4130785,4.201439,75319
36,0.4127637,4.042218,78061
37,0.4123202,3.860412,80931
38,0.4121406,3.704555,83486
39,0.4116216,3.674784,86038
40,0.4128181,3.605152,88294
41,0.41463,3.507569,90718
42,0.4172666,3.389992,93144
43,0.4205178,3.399976,95560
44,0.4233099,3.440835,97897
45,0.4264167,3.435541,100598
46,0.428127,3.37943,103128
47,0.4286228,3.304742,106077
48,0.4297833,3.176787,109122
49,0.4299509,2.99435,112132
50,0.4299103,2.841644,115075
51,0.4292465,2.759607,117760
52,0.4279676,2.633228,120467
53,0.4265579,2.495648,123469
54,0.4238955,2.447463,126303
55,0.4226818,2.434161,128898
56,0.4212103,2.394286,131406
57,0.4202211,2.359036,133954
58,0.4202098,2.301032,135980
59,0.4199371,2.326517,137609
60,0.4188895,2.322323,139020
61,0.4178559,2.323201,139900
62,0.4184457,2.339123,140531
63,0.4191981,2.414121,141135
64,0.4193805,2.477999,141740
65,0.4191511,2.517724,142358
66,0.4187048,2.527669,142886
67,0.4183745,2.544542,143155
68,0.418069,2.543149,143357
69,0.4178183,2.53938,143466
