radius,mean_patchiness,mean_phi,num_points
5,0.1607754,12.13141,6
6,0.4365854,-5.327269,564
7,0.3970172,-0.5090674,1543
8,0.3962034,4.184609,2720
9,0.3499357,5.195777,3873
10,0.3225575,4.005123,5138
11,0.3354801,3.869157,7018
12,0.3512694,3.885853,8985
13,0.3583434,4.535285,11203
14,0.3473628,4.703435,13855
15,0.3560277,5.293984,17669
16,0.3743086,4.99367,22209
17,0.3860651,3.921452,27337
18,0.3917878,2.979625,33348
19,0.3988832,2.49616,39559
20,0.4017028,2.394692,46458
21,0.4016154,2.301836,52783
22,0.3913301,2.310009,59618
23,0.3865993,2.184009,66013
24,0.3865714,2.289131,72563
25,0.3870293,2.273306,78774
26,0.3904793,2.396173,84861
27,0.3956947,2.643146,91489
28,0.3992682,2.716145,98610
29,0.4025664,2.619442,106376
30,0.4042943,2.387927,113574
31,0.4044048,2.194755,119363
32,0.4065897,2.128751,124110
33,0.4084557,2.126873,128538
34,0.4092726,2.135625,131988
35,0.4101727,2.181085,135149
36,0.4099331,2.187747,138354
37,0.4098567,2.208715,141197
38,0.4086925,2.248979,143664
39,0.4072091,2.320406,146414
40,0.4063428,2.335237,149255
41,0.4054656,2.329994,151651
42,0.4040375,2.319027,154059
43,0.4032123,2.328335,156458
44,0.4040647,2.345447,159043
45,0.4043977,2.385859,161876
46,0.4049504,2.445375,164086
47,0.4043513,2.465366,165719
48,0.4044272,2.454837,166767
49,0.4045398,2.435306,167114
50,0.4045078,2.435309,167128
