patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
17.7662,4851,0.0521,12.75054,4.234399,50.0472,13.032,3.279,50.359,15.81174,22.15439
16.8472,10764,0.1156,24.27822,19.99446,24.22635,24.777,24.575,23.095,38.31767,58.6932
23.17225,1875,0.0201,11.9667,7.098217,24.2352,12.047,7.319,24.332,26.0088,33.05986
22.05194,1204,0.0129,21.00913,-3.564112,44.22219,22.224,-3.955,43.769,12.17235,14.65978
11.27034,3336,0.0358,24.8719,1.735246,20.25348,24.229,1.009,19.334,29.81937,36.44548
