surface_dist,mean_patchiness,mean_phi,num_points
2,0.5591322,3.271327,111
3,0.5943365,4.835255,258
4,0.5457429,8.412199,464
5,0.487988,9.644288,725
6,0.4392383,8.760625,1080
7,0.4031429,7.064423,1505
8,0.3766008,4.938009,2015
9,0.3807961,3.17816,2598
10,0.386426,2.730677,3305
11,0.3857161,2.76718,4069
12,0.3961238,3.105887,4884
13,0.4139261,3.056942,5815
14,0.4291173,2.93433,6838
15,0.4405493,2.528624,8048
16,0.4534572,2.516497,9389
17,0.4611226,2.930685,10824
18,0.4594905,3.510761,12304
19,0.4595892,3.747745,13824
20,0.4667807,4.113611,15452
21,0.4730539,4.277092,17177
22,0.4770123,4.107121,19059
23,0.4789601,3.762787,21048
24,0.4770935,3.229927,23071
25,0.4749608,2.901013,25134
26,0.4727115,2.657605,27313
27,0.471779,2.585049,29699
28,0.4730757,2.545665,32296
29,0.475596,2.596893,35032
30,0.4759118,2.695853,37730
31,0.4752062,2.80577,40463
32,0.4735098,2.885845,43191
33,0.472779,2.995772,45799
34,0.4692256,3.063038,48472
35,0.4648429,3.020223,51281
36,0.4613192,3.068698,54274
37,0.4592212,3.141699,57410
38,0.457646,3.155586,60491
39,0.457263,3.351821,63641
40,0.4596218,3.48863,67000
41,0.4634013,3.469381,70457
42,0.4652731,3.441836,73711
43,0.4648668,3.473773,76548
44,0.4643754,3.523251,79041
45,0.4643173,3.570028,81380
46,0.4645596,3.569489,83688
47,0.4644848,3.525061,85984
48,0.4632537,3.524346,88397
49,0.4617616,3.561729,90959
50,0.4608849,3.538428,93630
51,0.4595761,3.4824,96244
52,0.4585228,3.470835,98816
53,0.4582933,3.447933,101513
54,0.4593941,3.458324,104070
55,0.4598927,3.47602,106574
56,0.4599979,3.506818,108855
57,0.4601318,3.498843,111070
58,0.4609238,3.509253,113300
59,0.4619929,3.557941,115588
60,0.4622821,3.581196,117852
61,0.4622017,3.588749,120184
62,0.4615559,3.578454,122648
63,0.4601731,3.546338,125155
64,0.4595073,3.523823,127838
65,0.4596193,3.51492,130562
66,0.4592294,3.504033,133179
67,0.4590352,3.502267,135767
68,0.4594767,3.502809,138510
69,0.4607496,3.486706,141302
70,0.462028,3.454932,144208
71,0.462332,3.406924,146970
72,0.4616594,3.405396,149580
73,0.4609325,3.449088,152080
74,0.4606212,3.494657,154409
75,0.4608878,3.521097,156586
76,0.4611803,3.517165,158702
77,0.4617154,3.528359,160775
78,0.4621093,3.534863,162678
79,0.462475,3.56202,164331
80,0.4626481,3.58851,165785
81,0.4620064,3.590873,166941
82,0.4613043,3.57629,167709
83,0.4610651,3.564932,167989
84,0.4610421,3.565586,168053
85,0.461042,3.565685,168055
