radius,mean_patchiness,mean_phi,num_points
2,0.9997376,-11.48295,42
3,0.9877746,-17.25144,277
4,0.9590492,-17.88007,674
5,0.9211264,-15.59414,1137
6,0.8146994,-12.87218,1941
7,0.7098519,-10.08197,3139
8,0.6363037,-7.782764,4723
9,0.5788676,-5.600922,6295
10,0.5229805,-3.722301,8179
11,0.498367,-2.728701,10608
12,0.4813829,-2.700534,13173
13,0.4583081,-2.078416,15868
14,0.4588879,-1.021605,18948
15,0.4600654,-0.2307689,22522
16,0.4613032,-0.3413703,26407
17,0.466715,-0.6218881,30953
18,0.4754415,-1.022017,36154
19,0.4790125,-0.9478818,41084
20,0.479365,-0.7063775,46880
21,0.4839737,-0.4612362,53467
22,0.4884122,-0.3128659,60895
23,0.4824899,-0.2375877,68183
24,0.4749576,-0.1201908,74254
25,0.4697661,-0.1140697,80098
26,0.463975,-0.09129585,84632
27,0.4587932,0.03380101,88130
28,0.4577491,0.09394328,90431
29,0.4578247,0.1494974,91846
30,0.4570609,0.1892305,93054
31,0.4566012,0.2708707,93880
32,0.4576587,0.3223245,94375
33,0.4593084,0.3175415,94702
34,0.460666,0.354377,94953
35,0.4611498,0.3969646,95049
