surface_dist,mean_patchiness,mean_phi,num_points
2,0.5986696,-24.78238,192
3,0.6189626,-20.91628,434
4,0.6403289,-18.50556,752
5,0.6681877,-19.20231,1204
6,0.6832749,-16.05083,1762
7,0.6715437,-12.90678,2376
8,0.6367564,-10.38291,3038
9,0.5972996,-9.108216,3796
10,0.5765142,-8.373545,4633
11,0.5526829,-7.538737,5550
12,0.536586,-6.299205,6596
13,0.5312095,-5.253541,7763
14,0.5228466,-4.436333,9043
15,0.5150313,-3.917686,10423
16,0.5110634,-3.582317,12084
17,0.5195907,-3.354803,13928
18,0.5347587,-3.431396,15738
19,0.5371271,-3.443794,17377
20,0.523829,-3.191579,19083
21,0.508446,-2.62707,20979
22,0.4986309,-2.051579,23098
23,0.492046,-1.769752,25288
24,0.487662,-1.54801,27558
25,0.4810963,-1.17003,29793
26,0.4719273,-0.6283263,32212
27,0.4628197,-0.1354593,34827
28,0.4530718,0.1217627,37774
29,0.440805,0.2270046,40948
30,0.4290363,0.2014781,44273
31,0.4202757,0.2511113,47685
32,0.4134694,0.4333936,51270
33,0.4093095,0.6394494,55090
34,0.4073002,0.659119,58926
35,0.4065456,0.6054143,62664
36,0.4070125,0.6263022,66319
37,0.4103248,0.6294889,70012
38,0.4135254,0.6584805,73663
39,0.4157692,0.8486639,77441
40,0.4180994,0.9280446,81351
41,0.4195996,1.026442,85283
42,0.4192959,1.175331,89392
43,0.4194603,1.338839,93610
44,0.4185871,1.509585,97930
45,0.416701,1.571311,102169
46,0.4165886,1.649458,106253
47,0.4174044,1.754287,110161
48,0.4170596,1.7688,113979
49,0.4158276,1.753285,117542
50,0.4143308,1.806352,121143
51,0.4125429,1.933717,124777
52,0.4109568,1.943239,128508
53,0.4096232,1.893688,132259
54,0.4088125,1.880154,135824
55,0.4077599,1.880994,139268
56,0.4064877,1.89283,142432
57,0.4061141,1.908057,145152
58,0.404953,1.898042,147658
59,0.4035289,1.86125,149939
60,0.4023829,1.821868,151940
61,0.4017771,1.773314,153869
62,0.4021402,1.734905,155420
63,0.4025134,1.713434,156448
64,0.4024107,1.718509,157068
65,0.4020664,1.72468,157344
66,0.4020185,1.715835,157474
67,0.4020685,1.711755,157503
