surface_dist,mean_patchiness,mean_phi,num_points
2,0.1596635,-1.923714,147
3,0.2980285,-4.458397,337
4,0.3627608,-1.249258,626
5,0.3516556,0.9560123,973
6,0.3457265,0.5766476,1425
7,0.364573,0.2444813,1985
8,0.3742014,-0.1864131,2602
9,0.3842478,-0.08226909,3310
10,0.3847983,-0.8475156,4069
11,0.3806549,-1.424251,4897
12,0.3797376,-1.081761,5791
13,0.3795531,-0.7285484,6819
14,0.3710876,-0.4653624,7927
15,0.3536828,0.1742924,9006
16,0.3391274,0.4404802,10105
17,0.3342147,0.3947747,11144
18,0.3292392,0.3082162,12218
19,0.3242892,0.3174497,13294
20,0.3221539,0.2964965,14477
21,0.3228317,0.1157942,15817
22,0.3255385,0.1753379,17306
23,0.3317337,0.2498928,18951
24,0.334355,0.3249435,20590
25,0.3384197,0.2937186,22339
26,0.3477263,0.231111,24186
27,0.3564255,0.2791502,26149
28,0.3608079,0.3472616,28136
29,0.3620547,0.567821,30235
30,0.3633634,0.6248321,32405
31,0.3666715,0.3564251,34752
32,0.3744232,0.07528406,37331
33,0.3800744,-0.1166175,40116
34,0.3828968,-0.2478428,43022
35,0.3833805,-0.1822882,45874
36,0.3813881,-0.1526461,48614
37,0.3784494,-0.1236141,51352
38,0.3743864,-0.115065,54120
39,0.3683678,-0.09846773,56927
40,0.3629615,-0.08741883,59740
41,0.3589296,-0.1297274,62600
42,0.355808,-0.2283062,65548
43,0.354536,-0.3584314,68812
44,0.3558661,-0.4581721,72215
45,0.3575616,-0.4355821,75442
46,0.3570578,-0.3579011,78753
47,0.3550797,-0.3009645,82255
48,0.3526286,-0.2237276,85972
49,0.3508136,-0.1653368,89946
50,0.3497937,-0.1415462,94003
51,0.3486344,-0.1103168,97964
52,0.3477122,-0.1024616,101819
53,0.3474309,-0.1276838,105733
54,0.347293,-0.1330732,109742
55,0.3476077,-0.1526193,113964
56,0.3471917,-0.1015764,118158
57,0.3465336,-0.02789556,121999
58,0.3462772,-0.008190249,125556
59,0.3466823,0.008393523,128836
60,0.3473382,0.1148523,132281
61,0.3470493,0.2130151,135921
62,0.3450719,0.2388414,139509
63,0.3444527,0.3444974,142999
64,0.3451615,0.4457267,146306
65,0.3450027,0.5345377,149403
66,0.3443238,0.585886,152184
67,0.3449184,0.5924507,154602
68,0.3469287,0.5450917,156745
69,0.3492253,0.5179078,158807
70,0.3506843,0.527353,160868
71,0.351377,0.5232378,162808
72,0.3517871,0.5325628,164625
73,0.3508206,0.5388735,166288
74,0.3497614,0.5720869,167659
75,0.3493482,0.5571041,168690
76,0.3494818,0.5364806,169584
77,0.3494397,0.5156038,170523
78,0.3493441,0.5032951,171498
79,0.3493156,0.500325,172487
80,0.3493238,0.509211,173396
81,0.3493719,0.5116737,174270
82,0.3495695,0.4969642,175008
83,0.349979,0.4905532,175643
84,0.3504223,0.4803459,176237
85,0.3508872,0.4633529,176792
86,0.3512486,0.4574939,177186
87,0.351151,0.4570042,177326
88,0.351147,0.4569786,177328
