radius,mean_patchiness,mean_phi,num_points
2,0.02415019,-1.34959,65
3,0.08049458,-1.040346,260
4,0.1852023,-1.811746,559
5,0.273335,-1.888134,943
6,0.2987849,-1.854656,1426
7,0.3184652,-2.068489,2167
8,0.346865,-2.135088,3272
9,0.3754151,-3.242592,4257
10,0.3876035,-3.65288,5390
11,0.3714208,-3.330165,6975
12,0.3503924,-2.657576,9126
13,0.3308061,-1.981592,12296
14,0.3286503,-1.693472,16625
15,0.3367145,-1.303314,21641
16,0.3443846,-1.397192,27079
17,0.3523647,-1.597978,32688
18,0.3597221,-1.116709,38331
19,0.3692543,-0.5096388,43613
20,0.3765162,0.08292637,49173
21,0.3792376,0.3380177,54457
22,0.3777158,0.6455249,59522
23,0.3744319,0.832563,64204
24,0.377456,1.060562,68371
25,0.3829834,1.283429,72107
26,0.3866034,1.396186,75874
27,0.3901467,1.49176,80166
28,0.394297,1.59798,84120
29,0.3963101,1.681763,87887
30,0.3974877,1.810644,91041
31,0.4000112,1.836289,94553
32,0.4025761,1.895488,98167
33,0.4034542,2.01122,101836
34,0.4027296,2.022103,106031
35,0.400992,2.026713,110793
36,0.3982279,1.972046,116366
37,0.3959167,1.970438,121894
38,0.3971374,1.918726,126560
39,0.4003781,1.885978,130786
40,0.4030958,1.780813,134744
41,0.4064583,1.659114,138010
42,0.4095003,1.553464,141063
43,0.4119086,1.434575,143752
44,0.4154035,1.347885,146370
45,0.4185978,1.212309,149125
46,0.4197695,1.1159,151099
47,0.4189622,1.087428,153084
48,0.4177224,1.099574,154713
49,0.4175721,1.150346,155613
50,0.4173133,1.18307,156395
51,0.4171121,1.214548,156898
52,0.4169092,1.231627,157030
