radius,mean_patchiness,mean_phi,num_points
6,0.7236764,-9.322827,266
7,0.5500375,-5.474629,807
8,0.4734527,-2.138186,1449
9,0.4298585,-2.426607,2202
10,0.4082285,-1.339421,4055
11,0.3787065,-0.4884361,6447
12,0.3549464,-0.2061545,9634
13,0.3512893,0.3541119,12547
14,0.3630545,1.115902,15452
15,0.3708634,1.950367,19480
16,0.3662279,2.483181,23334
17,0.3601844,2.608338,26883
18,0.3571983,2.673386,31267
19,0.3531001,2.825665,36971
20,0.353716,3.32663,42934
21,0.3558064,3.557569,49931
22,0.3564205,3.397811,57913
23,0.3607215,3.298298,65023
24,0.3685211,3.371003,70932
25,0.3773657,3.365983,76662
26,0.3795006,3.086786,80709
27,0.3799076,2.840275,84089
28,0.3816653,2.756104,87459
29,0.3846549,2.714844,90007
30,0.3865775,2.62371,92012
31,0.3875744,2.527771,93604
32,0.3880862,2.447065,94649
33,0.389837,2.346933,95464
34,0.391514,2.290489,95953
35,0.3927421,2.262914,96145
36,0.3938724,2.231699,96322
37,0.3946485,2.196978,96449
38,0.394736,2.19125,96465
