surface_dist,mean_patchiness,mean_phi,num_points
2,0.7996479,-12.07689,185
3,0.7518406,-14.80939,426
4,0.7013313,-17.99828,764
5,0.6453264,-18.38982,1172
6,0.5852234,-14.30663,1640
7,0.5447831,-11.04401,2226
8,0.4959298,-9.503378,2895
9,0.4419149,-8.098883,3714
10,0.4036169,-6.235632,4645
11,0.3780892,-4.535169,5741
12,0.3576461,-2.31796,6814
13,0.3487525,-1.210665,7965
14,0.3429445,-0.5219597,9224
15,0.3402356,-0.1663453,10561
16,0.3447135,0.326125,11936
17,0.3525359,0.7233491,13303
18,0.3620599,1.011174,14765
19,0.3694772,1.115257,16420
20,0.3715844,1.369256,18086
21,0.3701803,1.697831,19821
22,0.3698561,1.88768,21680
23,0.3717475,1.888604,23631
24,0.3731492,1.635544,25775
25,0.3745468,1.44355,28017
26,0.37655,1.584336,30313
27,0.379208,2.125573,32724
28,0.3815582,2.783681,35231
29,0.3863965,2.996674,37697
30,0.3932891,3.032888,40149
31,0.3981075,3.172448,42751
32,0.4003945,3.277195,45351
33,0.3992375,3.172399,47673
34,0.3976629,3.022578,49713
35,0.3965616,2.800171,51729
36,0.3979136,2.667176,53745
37,0.4003677,2.501487,55731
38,0.4022035,2.320032,57659
39,0.4039636,2.110831,59539
40,0.4062627,1.841733,61472
41,0.4075788,1.60846,63401
42,0.4057322,1.486004,65349
43,0.4045838,1.488979,67192
44,0.4059209,1.554939,69037
45,0.4071023,1.645151,71073
46,0.4089235,1.805505,73167
47,0.4103092,1.994509,75117
48,0.4108606,2.082191,76974
49,0.4114544,2.115479,78584
50,0.4122612,2.113081,79928
51,0.412467,2.106536,81072
52,0.4131614,2.159484,81985
53,0.4138322,2.257783,82780
54,0.4143463,2.25882,83266
55,0.4151083,2.273576,83651
56,0.4160149,2.292732,83919
57,0.416507,2.301959,84077
58,0.4165486,2.302646,84111
