patch_mean_q,patch_size,patch_size_percentage,patch_centroid_x,patch_centroid_y,patch_centroid_z,patch_centroid_nearest_surface_coord_x,patch_centroid_nearest_surface_coord_y,patch_centroid_nearest_surface_coord_z,patch_centroid_idr_euclid_dist,patch_centroid_idr_surf_dist
18.37129,47907,0.2271,49.11911,13.65749,7.948918,49.764,13.144,7.93,5.980406,24.84643
16.4664,3082,0.0146,55.98492,-8.603409,18.11392,55.729,-8.62,18.159,28.39553,50.89736
20.34849,5080,0.0241,62.07057,1.361868,35.46578,61.963,0.11,36.444,38.11636,64.669
15.61845,3503,0.0166,65.32781,17.64323,-9.461753,65.209,17.628,-10.097,24.07582,51.51928
