2000	28740000	265	86	211	0	0	0	0	0	0	0	0	0	
4000	57220000	554	189	395	0	0	0	0	0	0	0	0	0	
6000	85060000	860	290	596	0	0	0	0	0	0	0	0	0	
8000	113040000	1160	382	805	0	0	0	0	0	0	0	0	0	
10000	141240000	1465	487	985	0	0	0	0	0	0	0	0	0	
12000	169120000	1755	590	1198	0	0	0	0	0	0	0	0	0	
14000	197240000	2039	698	1400	0	0	0	0	0	0	0	0	0	
16000	224740000	2368	791	1603	0	0	0	0	0	0	0	0	0	
18000	253240000	2647	900	1790	0	0	0	0	0	0	0	0	0	
20000	281760000	2953	986	1972	0	0	0	0	0	0	0	0	0	
