1	2.0496
2	3.9602
3	5.9595
4	8.1434
5	10.3227
6	12.9166
7	15.4974
8	17.9430
9	20.3461
10	22.5733
11	24.9025
12	27.3448
13	29.6471
14	32.3986
15	34.8610
16	37.5516
17	40.4039
18	43.5825
19	47.5195
20	51.4025
21	55.1688
22	59.0246
23	62.7347
24	66.3461
25	70.0354
26	73.3967
27	77.4645
28	81.1438
29	84.4502
30	88.3971
31	91.9076
32	96.6816
33	100.6786
34	103.6702
35	105.8100
36	106.6629
37	108.0371
38	108.5906
39	109.2640
40	110.4130
41	111.1479
42	108.7148
43	106.2668
44	102.6333
45	104.9990
46	104.4526
47	102.0228
48	94.8326
