S12_2_Ka
1.3615050654969047e-05
1.2101353306169773e-05
1.0307162085438031e-05
1.001432164830559e-05
9.898264190701189e-06
1.0950258501846443e-05
1.1068367485053672e-05
1.061935458936184e-05
1.0435074323065163e-05
1.1198780877906118e-05
1.097682040572056e-05
1.104097266885542e-05
1.0927886548942205e-05
1.1823225288837575e-05
1.188631073515188e-05
