S2_2_Ka
1.1243836966769646e-05
9.387747684760075e-06
7.427368146479777e-06
7.862983792760035e-06
7.676482942363347e-06
8.917571227864253e-06
9.055118098958127e-06
9.225124553419784e-06
8.796186696155363e-06
8.919021018883967e-06
9.42738073694605e-06
1.133141761549735e-05
1.1118642139574654e-05
1.080847792579178e-05
1.099667788588132e-05
