S15_2_Ka
1.6712971542784135e-05
1.920114297632955e-05
2.1301186880214626e-05
1.9249252357263428e-05
1.842168616569032e-05
1.7929337886058245e-05
1.9136658274640646e-05
2.232882739936344e-05
2.156817898397915e-05
2.12268137336417e-05
2.2294636333436414e-05
2.1654241877547088e-05
2.072724453260229e-05
2.3323399060544484e-05
2.301917729708647e-05
