S9_2_Ka
7.7150569218062e-06
1.7292467843843625e-05
1.5823424979863045e-05
1.6452200409837682e-05
1.6414058771046185e-05
1.534406453074171e-05
1.4842755419392046e-05
1.43940473583737e-05
1.3558226925556565e-05
1.3242404181655495e-05
1.4074147076786657e-05
1.4122690748390594e-05
1.4182143133699833e-05
1.4398423096101645e-05
1.4286561959519466e-05
