organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000018294	0.04927	0.0413	Bacteria
UP000018296	0.07451	0.04066	Bacteria
UP000018300	0.05052	0.03608	Bacteria
UP000018302	0.07291	0.05055	Bacteria
UP000018308	0.03599	0.02438	Bacteria
UP000018309	0.09316	0.06807	Bacteria
UP000018312	0.07099	0.05093	Bacteria
UP000018313	0.06743	0.04932	Bacteria
UP000018314	0.10412	0.05162	Bacteria
UP000018315	0.05801	0.04121	Bacteria
UP000018318	0.0638	0.04637	Bacteria
UP000018328	0.06848	0.04822	Bacteria
UP000018329	0.07074	0.05295	Bacteria
UP000018332	0.03779	0.02829	Bacteria
UP000018336	0.06764	0.04663	Bacteria
UP000018343	0.09984	0.05237	Bacteria
UP000018346	0.09379	0.05794	Bacteria
UP000018353	0.09762	0.05755	Bacteria
UP000018355	0.06038	0.04586	Bacteria
UP000018357	0.09812	0.05535	Bacteria
UP000018359	0.08131	0.05206	Bacteria
UP000018362	0.06051	0.03873	Bacteria
UP000018364	0.06445	0.04224	Bacteria
UP000018365	0.06486	0.04319	Bacteria
UP000018369	0.08763	0.07256	Bacteria
UP000018372	0.06513	0.04351	Bacteria
UP000018373	0.04679	0.03038	Bacteria
UP000018375	0.07584	0.04399	Bacteria
UP000018377	0.08394	0.06492	Bacteria
UP000018378	0.04861	0.03692	Bacteria
UP000018382	0.06085	0.04439	Bacteria
UP000018383	0.05472	0.03467	Bacteria
UP000018384	0.05891	0.04735	Bacteria
UP000018385	0.08272	0.05532	Bacteria
UP000018386	0.05748	0.04365	Bacteria
UP000018387	0.08043	0.06146	Bacteria
UP000018392	0.06702	0.04141	Bacteria
UP000018398	0.06146	0.04712	Bacteria
UP000018402	0.05445	0.03492	Bacteria
UP000018403	0.0503	0.03299	Bacteria
UP000018404	0.05279	0.04291	Bacteria
UP000018405	0.07737	0.05226	Bacteria
UP000018406	0.07543	0.04279	Bacteria
UP000018408	0.05921	0.03978	Bacteria
UP000018410	0.06092	0.04323	Bacteria
UP000018411	0.05444	0.0382	Bacteria
UP000018414	0.05844	0.04199	Bacteria
UP000018415	0.07301	0.05055	Bacteria
UP000018418	0.07033	0.04439	Bacteria
UP000018435	0.17405	0.10381	Bacteria
UP000018436	0.05798	0.04162	Bacteria
UP000018439	0.05754	0.03839	Bacteria
UP000018451	0.04885	0.03856	Bacteria
UP000018454	0.10809	0.08286	Bacteria
UP000018458	0.09427	0.04501	Bacteria
UP000018461	0.06085	0.05652	Bacteria
UP000018466	0.06229	0.05008	Bacteria
UP000018503	0.08253	0.05403	Bacteria
UP000018523	0.10241	0.06554	Bacteria
UP000018524	0.12657	0.06812	Bacteria
UP000018542	0.14344	0.09736	Bacteria
UP000018547	0.08442	0.06259	Bacteria
UP000018550	0.06047	0.05612	Bacteria
UP000018554	0.0771	0.05646	Bacteria
UP000018559	0.05693	0.04872	Bacteria
UP000018680	0.13777	0.07766	Bacteria
UP000018688	0.08442	0.0678	Bacteria
UP000018690	0.04858	0.03524	Bacteria
UP000018700	0.04833	0.02783	Bacteria
UP000018727	0.1126	0.05902	Bacteria
UP000018731	0.12539	0.11007	Bacteria
UP000018763	0.09989	0.07008	Bacteria
UP000018766	0.08364	0.05313	Bacteria
UP000018769	0.10827	0.07677	Bacteria
UP000018838	0.08734	0.05158	Bacteria
UP000018839	0.06995	0.04996	Bacteria
UP000018843	0.12375	0.09618	Bacteria
UP000018850	0.07874	0.04415	Bacteria
UP000018851	0.11144	0.0697	Bacteria
UP000018867	0.10757	0.06483	Bacteria
UP000018868	0.06828	0.04406	Bacteria
UP000018869	0.11613	0.0834	Bacteria
UP000018877	0.06333	0.03834	Bacteria
UP000018890	0.07471	0.04278	Bacteria
UP000018895	0.05945	0.03886	Bacteria
UP000018896	0.05844	0.03769	Bacteria
UP000018922	0.09863	0.06319	Bacteria
UP000018949	0.08501	0.05121	Bacteria
UP000018951	0.1538	0.09104	Bacteria
UP000018975	0.11427	0.07168	Bacteria
UP000019025	0.06838	0.05018	Bacteria
UP000019028	0.06729	0.05414	Bacteria
UP000019030	0.05221	0.04061	Bacteria
UP000019050	0.08596	0.06883	Bacteria
UP000019062	0.05042	0.03534	Bacteria
UP000019063	0.09564	0.0725	Bacteria
UP000019095	0.05885	0.05006	Bacteria
UP000019102	0.07598	0.04919	Bacteria
UP000019109	0.06717	0.04348	Bacteria
UP000019112	0.1641	0.08228	Bacteria
UP000019113	0.09266	0.06404	Bacteria
UP000019131	0.07501	0.04687	Bacteria
UP000019140	0.08641	0.04935	Bacteria
UP000019141	0.08092	0.04707	Bacteria
UP000019148	0.16577	0.09377	Bacteria
UP000019150	0.11436	0.09133	Bacteria
UP000019151	0.1172	0.08432	Bacteria
UP000019184	0.14335	0.07114	Bacteria
UP000019202	0.12655	0.05915	Bacteria
UP000019205	0.09329	0.06613	Bacteria
UP000019222	0.08647	0.0681	Bacteria
UP000019225	0.09646	0.06647	Bacteria
UP000019229	0.07802	0.06939	Bacteria
UP000019243	0.07275	0.04409	Bacteria
UP000019250	0.07646	0.05533	Bacteria
UP000019260	0.12259	0.06964	Bacteria
UP000019265	0.05993	0.05516	Bacteria
UP000019267	0.05606	0.04721	Bacteria
UP000019276	0.06073	0.04441	Bacteria
UP000019277	0.15269	0.11093	Bacteria
UP000019279	0.12371	0.07296	Bacteria
UP000019364	0.06494	0.04852	Bacteria
UP000019365	0.08246	0.06583	Bacteria
UP000019401	0.1267	0.09676	Bacteria
UP000019402	0.06221	0.04158	Bacteria
UP000019423	0.13707	0.07633	Bacteria
UP000019426	0.05109	0.03523	Bacteria
UP000019450	0.0689	0.07181	Bacteria
UP000019460	0.13106	0.06916	Bacteria
UP000019474	0.08309	0.04884	Bacteria
UP000019475	0.10919	0.07218	Bacteria
UP000019482	0.06069	0.03485	Bacteria
UP000019486	0.11012	0.06628	Bacteria
UP000019489	0.10828	0.08383	Bacteria
UP000019494	0.10391	0.07939	Bacteria
UP000019522	0.06975	0.04658	Bacteria
UP000019591	0.05854	0.03418	Bacteria
UP000019593	0.11864	0.06669	Bacteria
UP000019666	0.14191	0.09379	Bacteria
UP000019681	0.04877	0.0243	Bacteria
UP000019753	0.12962	0.09886	Bacteria
UP000019754	0.13223	0.11036	Bacteria
UP000019760	0.11166	0.0742	Bacteria
UP000019805	0.1105	0.06919	Bacteria
UP000019918	0.07931	0.05478	Bacteria
UP000020164	0.09236	0.04996	Bacteria
UP000020202	0.06763	0.04478	Bacteria
UP000020218	0.12884	0.0836	Bacteria
UP000020226	0.27742	0.15724	Bacteria
UP000020766	0.09652	0.06257	Bacteria
UP000020825	0.17475	0.10265	Bacteria
UP000020878	0.15798	0.10091	Bacteria
UP000021053	0.10329	0.0797	Bacteria
UP000021315	0.10757	0.06555	Bacteria
UP000021369	0.06247	0.05382	Bacteria
UP000022141	0.09957	0.06735	Bacteria
UP000022447	0.10439	0.06305	Bacteria
UP000022611	0.08623	0.04934	Bacteria
UP000022668	0.07737	0.058	Bacteria
UP000023044	0.04521	0.03371	Bacteria
UP000023067	0.1119	0.09617	Bacteria
UP000023196	0.06632	0.04655	Bacteria
UP000023430	0.08553	0.05661	Bacteria
UP000023482	0.08513	0.05176	Bacteria
UP000023541	0.06131	0.04762	Bacteria
UP000023561	0.06073	0.03226	Bacteria
UP000023703	0.12427	0.09713	Bacteria
UP000023755	0.14513	0.08114	Bacteria
UP000023785	0.07369	0.05228	Bacteria
UP000023788	0.08092	0.05117	Bacteria
UP000023795	0.08899	0.0656	Bacteria
UP000024001	0.09167	0.06674	Bacteria
UP000024284	0.1054	0.06783	Bacteria
UP000024460	0.09246	0.06161	Bacteria
UP000024482	0.08361	0.05514	Bacteria
UP000024836	0.07002	0.04991	Bacteria
UP000024938	0.10196	0.0682	Bacteria
UP000025047	0.10822	0.07021	Bacteria
UP000025229	0.1155	0.08551	Bacteria
UP000025241	0.07631	0.05335	Bacteria
UP000026249	0.05694	0.04245	Bacteria
UP000026917	0.10334	0.08364	Bacteria
UP000026922	0.17897	0.10475	Bacteria
UP000027014	0.0723	0.04859	Bacteria
UP000027020	0.10052	0.07059	Bacteria
UP000027059	0.13195	0.07915	Bacteria
UP000027084	0.04991	0.0287	Bacteria
UP000027088	0.06499	0.06077	Bacteria
UP000027096	0.10513	0.078	Bacteria
UP000027142	0.0672	0.04505	Bacteria
UP000027148	0.04935	0.02128	Bacteria
UP000027177	0.08455	0.05292	Bacteria
UP000027178	0.22384	0.15163	Bacteria
UP000027190	0.09161	0.06098	Bacteria
UP000027284	0.05974	0.04251	Bacteria
UP000027318	0.05821	0.03643	Bacteria
UP000027337	0.06848	0.0505	Bacteria
UP000027341	0.06619	0.05185	Bacteria
UP000027360	0.09713	0.06636	Bacteria
UP000027395	0.08337	0.06352	Bacteria
UP000027432	0.08329	0.06505	Bacteria
UP000027466	0.10292	0.06872	Bacteria
UP000027471	0.09362	0.05688	Bacteria
UP000027601	0.06471	0.03937	Bacteria
UP000027602	0.0811	0.04275	Bacteria
UP000027604	0.14526	0.0696	Bacteria
UP000027616	0.10357	0.04362	Bacteria
UP000027647	0.10011	0.08027	Bacteria
UP000027665	0.05461	0.03976	Bacteria
UP000027725	0.07649	0.0577	Bacteria
UP000027726	0.06689	0.04363	Bacteria
UP000027734	0.08942	0.05619	Bacteria
UP000027746	0.06325	0.04722	Bacteria
UP000027821	0.06019	0.0391	Bacteria
UP000027822	0.04766	0.0313	Bacteria
UP000027866	0.10633	0.07178	Bacteria
UP000027898	0.08545	0.06279	Bacteria
UP000027931	0.06446	0.04796	Bacteria
UP000027946	0.04873	0.03222	Bacteria
UP000027980	0.05042	0.04315	Bacteria
UP000027982	0.11704	0.0645	Bacteria
UP000027983	0.05606	0.03116	Bacteria
UP000027985	0.0881	0.05009	Bacteria
UP000027986	0.12312	0.09299	Bacteria
UP000027997	0.08834	0.08231	Bacteria
UP000028006	0.09364	0.07407	Bacteria
UP000028007	0.06029	0.04271	Bacteria
UP000028058	0.16926	0.14118	Bacteria
UP000028073	0.09721	0.08011	Bacteria
UP000028123	0.05135	0.04013	Bacteria
UP000028135	0.09123	0.06119	Bacteria
UP000028160	0.06551	0.04537	Bacteria
UP000028181	0.08455	0.05905	Bacteria
UP000028183	0.08121	0.06327	Bacteria
UP000028237	0.12546	0.08544	Bacteria
UP000028252	0.07112	0.0414	Bacteria
UP000028302	0.08348	0.06257	Bacteria
UP000028341	0.13693	0.10777	Bacteria
UP000028481	0.03086	0.01868	Bacteria
UP000028500	0.1181	0.05262	Bacteria
UP000028521	0.05165	0.04058	Bacteria
UP000028523	0.08586	0.08458	Bacteria
UP000028527	0.06722	0.0444	Bacteria
UP000028537	0.10211	0.08938	Bacteria
UP000028542	0.0371	0.02506	Bacteria
UP000028549	0.05897	0.03744	Bacteria
UP000028569	0.12955	0.10807	Bacteria
UP000028590	0.12045	0.07521	Bacteria
UP000028591	0.17398	0.09797	Bacteria
UP000028602	0.0992	0.0553	Bacteria
UP000028622	0.09428	0.06431	Bacteria
UP000028634	0.20431	0.13808	Bacteria
UP000028638	0.07815	0.05419	Bacteria
UP000028640	0.06658	0.04751	Bacteria
UP000028641	0.06692	0.04625	Bacteria
UP000028653	0.06475	0.04076	Bacteria
UP000028702	0.09026	0.06456	Bacteria
UP000028709	0.06117	0.04429	Bacteria
UP000028723	0.08025	0.05131	Bacteria
UP000028725	0.16046	0.10738	Bacteria
UP000028730	0.17671	0.12874	Bacteria
UP000028780	0.09862	0.08007	Bacteria
UP000028824	0.06485	0.04589	Bacteria
UP000028825	0.09331	0.06132	Bacteria
UP000028826	0.07782	0.05381	Bacteria
UP000028843	0.08611	0.06022	Bacteria
UP000028863	0.07419	0.04903	Bacteria
UP000028868	0.0842	0.04977	Bacteria
UP000028870	0.09804	0.06909	Bacteria
UP000028875	0.07092	0.04384	Bacteria
UP000028883	0.12644	0.08291	Bacteria
UP000028926	0.11177	0.08634	Bacteria
UP000028936	0.08065	0.05968	Bacteria
UP000028939	0.09078	0.06677	Bacteria
UP000028945	0.04456	0.03592	Bacteria
UP000028984	0.11663	0.09534	Bacteria
UP000028992	0.05552	0.04163	Bacteria
UP000029004	0.1238	0.10303	Bacteria
UP000029014	0.16557	0.12362	Bacteria
UP000029015	0.14816	0.12139	Bacteria
UP000029033	0.11106	0.08897	Bacteria
UP000029046	0.08741	0.07739	Bacteria
UP000029050	0.12657	0.09866	Bacteria
UP000029052	0.10371	0.08065	Bacteria
UP000029055	0.13846	0.11527	Bacteria
UP000029060	0.09681	0.08308	Bacteria
UP000029067	0.11966	0.08833	Bacteria
UP000029079	0.06718	0.05518	Bacteria
UP000029080	0.10472	0.08776	Bacteria
UP000029082	0.1429	0.11057	Bacteria
UP000029085	0.08753	0.06011	Bacteria
UP000029093	0.13934	0.10846	Bacteria
UP000029096	0.17333	0.12517	Bacteria
UP000029097	0.03688	0.02664	Bacteria
UP000029108	0.11414	0.09735	Bacteria
UP000029221	0.09046	0.0516	Bacteria
UP000029224	0.10009	0.05768	Bacteria
UP000029247	0.12385	0.09828	Bacteria
UP000029254	0.05103	0.02668	Bacteria
UP000029264	0.05545	0.04076	Bacteria
UP000029273	0.09043	0.05315	Bacteria
UP000029278	0.08064	0.05291	Bacteria
UP000029283	0.05742	0.03105	Bacteria
UP000029313	0.04218	0.03057	Bacteria
UP000029381	0.08982	0.06273	Bacteria
UP000029385	0.08269	0.05821	Bacteria
UP000029391	0.0934	0.06391	Bacteria
UP000029393	0.08465	0.05521	Bacteria
UP000029408	0.03195	0.02209	Bacteria
UP000029409	0.05736	0.04364	Bacteria
UP000029431	0.09453	0.05552	Bacteria
UP000029453	0.10903	0.06196	Bacteria
UP000029462	0.0715	0.04399	Bacteria
UP000029481	0.05993	0.04401	Bacteria
UP000029482	0.14731	0.11643	Bacteria
UP000029487	0.05203	0.03959	Bacteria
UP000029493	0.06503	0.04928	Bacteria
UP000029499	0.06254	0.04493	Bacteria
UP000029500	0.06404	0.04548	Bacteria
UP000029507	0.06396	0.04669	Bacteria
UP000029508	0.05045	0.03976	Bacteria
UP000029512	0.05286	0.04007	Bacteria
UP000029519	0.04635	0.03622	Bacteria
UP000029548	0.11301	0.09113	Bacteria
UP000029554	0.06006	0.04483	Bacteria
UP000029577	0.05983	0.04218	Bacteria
UP000029585	0.07097	0.05123	Bacteria
UP000029597	0.09966	0.05731	Bacteria
UP000029601	0.04344	0.03784	Bacteria
UP000029602	0.06646	0.04645	Bacteria
UP000029604	0.08439	0.07451	Bacteria
UP000029628	0.03772	0.03068	Bacteria
UP000029629	0.06445	0.0499	Bacteria
UP000029640	0.08603	0.04895	Bacteria
UP000029644	0.08587	0.04497	Bacteria
UP000029692	0.07317	0.06226	Bacteria
UP000029708	0.07812	0.05767	Bacteria
UP000029713	0.11404	0.08205	Bacteria
UP000029714	0.10888	0.11224	Bacteria
UP000029732	0.0566	0.04073	Bacteria
UP000029734	0.05488	0.03996	Bacteria
UP000029736	0.07226	0.04663	Bacteria
UP000029738	0.09585	0.06431	Bacteria
UP000029829	0.07063	0.05108	Bacteria
UP000029833	0.13922	0.10396	Bacteria
UP000029839	0.12488	0.09797	Bacteria
UP000029844	0.03907	0.03407	Bacteria
UP000029846	0.07729	0.05259	Bacteria
UP000029848	0.07516	0.05004	Bacteria
UP000029858	0.08057	0.05676	Bacteria
UP000029864	0.08271	0.06067	Bacteria
UP000029914	0.10513	0.08	Bacteria
UP000029916	0.05134	0.03285	Bacteria
UP000029917	0.08585	0.0568	Bacteria
UP000029920	0.06223	0.0397	Bacteria
UP000029921	0.08162	0.06254	Bacteria
UP000029924	0.0668	0.04461	Bacteria
UP000029986	0.05861	0.04292	Bacteria
UP000029989	0.09894	0.06722	Bacteria
UP000029993	0.08412	0.06481	Bacteria
UP000029994	0.05003	0.03673	Bacteria
UP000029998	0.08289	0.05643	Bacteria
UP000030003	0.09691	0.06656	Bacteria
UP000030004	0.06322	0.04765	Bacteria
UP000030009	0.03406	0.02405	Bacteria
UP000030011	0.1152	0.08543	Bacteria
UP000030013	0.11948	0.08406	Bacteria
UP000030017	0.083	0.06081	Bacteria
UP000030063	0.05975	0.04315	Bacteria
UP000030066	0.06609	0.03672	Bacteria
UP000030103	0.06051	0.04144	Bacteria
UP000030107	0.05762	0.03606	Bacteria
UP000030111	0.05589	0.04148	Bacteria
UP000030116	0.05586	0.0405	Bacteria
UP000030125	0.05664	0.04006	Bacteria
UP000030126	0.08209	0.05096	Bacteria
UP000030129	0.05586	0.04219	Bacteria
UP000030134	0.06868	0.04594	Bacteria
UP000030140	0.05591	0.04558	Bacteria
UP000030147	0.07838	0.05385	Bacteria
UP000030148	0.07017	0.04217	Bacteria
UP000030149	0.06125	0.04449	Bacteria
UP000030150	0.05667	0.03833	Bacteria
UP000030152	0.05375	0.04087	Bacteria
UP000030153	0.07715	0.05028	Bacteria
UP000030170	0.09722	0.06368	Bacteria
UP000030185	0.08484	0.04642	Bacteria
UP000030300	0.10471	0.07792	Bacteria
UP000030301	0.15454	0.08898	Bacteria
UP000030341	0.0548	0.04344	Bacteria
UP000030361	0.05876	0.05223	Bacteria
UP000030380	0.04326	0.0308	Bacteria
UP000030401	0.07778	0.0458	Bacteria
UP000030403	0.09185	0.05334	Bacteria
UP000030408	0.04946	0.034	Bacteria
UP000030416	0.05047	0.0343	Bacteria
UP000030428	0.0781	0.04559	Bacteria
UP000030437	0.04117	0.0283	Bacteria
UP000030439	0.04863	0.02954	Bacteria
UP000030512	0.07392	0.05235	Bacteria
UP000030518	0.11428	0.06762	Bacteria
UP000030528	0.08368	0.05292	Bacteria
UP000030588	0.05305	0.03137	Bacteria
UP000030595	0.04522	0.03119	Bacteria
UP000030634	0.07777	0.05915	Bacteria
UP000030635	0.0509	0.03271	Bacteria
UP000030636	0.09355	0.07484	Bacteria
UP000030643	0.08368	0.06454	Bacteria
UP000030646	0.08729	0.06016	Bacteria
UP000030658	0.09862	0.08049	Bacteria
UP000030661	0.07533	0.04107	Bacteria
UP000030700	0.07091	0.04215	Bacteria
UP000030789	0.08816	0.05925	Bacteria
UP000030826	0.07515	0.05245	Bacteria
UP000030832	0.05843	0.03687	Bacteria
UP000030856	0.0921	0.05647	Bacteria
UP000030879	0.06799	0.04509	Bacteria
UP000030901	0.04751	0.03623	Bacteria
UP000030902	0.08575	0.06873	Bacteria
UP000030905	0.05782	0.03505	Bacteria
UP000030960	0.08481	0.05688	Bacteria
UP000030972	0.07561	0.05005	Bacteria
UP000030980	0.0609	0.04302	Bacteria
UP000030982	0.10407	0.07429	Bacteria
UP000030988	0.09103	0.0605	Bacteria
UP000030993	0.0535	0.03527	Bacteria
UP000031014	0.10476	0.04816	Bacteria
UP000031030	0.06635	0.05934	Bacteria
UP000031057	0.08074	0.05713	Bacteria
UP000031121	0.05929	0.05151	Bacteria
UP000031129	0.06787	0.06876	Bacteria
UP000031171	0.0614	0.04598	Bacteria
UP000031189	0.04223	0.02975	Bacteria
UP000031318	0.06672	0.05178	Bacteria
UP000031326	0.06161	0.04303	Bacteria
UP000031366	0.05425	0.03399	Bacteria
UP000031368	0.12034	0.06551	Bacteria
UP000031386	0.03543	0.0321	Bacteria
UP000031390	0.24309	0.09214	Bacteria
UP000031392	0.07846	0.05638	Bacteria
UP000031397	0.07947	0.06472	Bacteria
UP000031400	0.05477	0.03921	Bacteria
UP000031408	0.05512	0.03906	Bacteria
UP000031419	0.10731	0.07719	Bacteria
UP000031466	0.05674	0.04216	Bacteria
UP000031488	0.11333	0.1011	Bacteria
UP000031496	0.06079	0.03712	Bacteria
UP000031501	0.13879	0.10613	Bacteria
UP000031518	0.08685	0.05828	Bacteria
UP000031521	0.07686	0.05506	Bacteria
UP000031523	0.22364	0.14296	Bacteria
UP000031526	0.12179	0.09369	Bacteria
UP000031546	0.05573	0.04086	Bacteria
UP000031552	0.07655	0.06475	Bacteria
UP000031563	0.11083	0.04988	Bacteria
UP000031572	0.08926	0.05619	Bacteria
UP000031584	0.12254	0.09123	Bacteria
UP000031623	0.07369	0.05366	Bacteria
UP000031631	0.07201	0.0556	Bacteria
UP000031636	0.07567	0.04524	Bacteria
UP000031637	0.07538	0.0516	Bacteria
UP000031641	0.06272	0.06795	Bacteria
UP000031649	0.10693	0.0806	Bacteria
UP000031651	0.06858	0.04001	Bacteria
UP000031652	0.07456	0.05105	Bacteria
UP000031671	0.10459	0.05532	Bacteria
UP000031672	0.05138	0.04164	Bacteria
UP000031675	0.13312	0.09936	Bacteria
UP000031774	0.11556	0.09137	Bacteria
UP000031802	0.08636	0.0468	Bacteria
UP000031838	0.10375	0.08919	Bacteria
UP000031843	0.1389	0.07592	Bacteria
UP000031928	0.10412	0.07313	Bacteria
UP000031938	0.1071	0.04591	Bacteria
UP000031950	0.08052	0.04626	Bacteria
UP000031972	0.10178	0.052	Bacteria
UP000031980	0.04823	0.03185	Bacteria
UP000032066	0.1113	0.0819	Bacteria
UP000032077	0.12459	0.07701	Bacteria
UP000032079	0.04879	0.03339	Bacteria
UP000032120	0.08385	0.06122	Bacteria
UP000032214	0.10219	0.07644	Bacteria
UP000032221	0.09168	0.06646	Bacteria
UP000032229	0.05685	0.04152	Bacteria
UP000032232	0.09616	0.06426	Bacteria
UP000032233	0.14214	0.05847	Bacteria
UP000032234	0.12908	0.10071	Bacteria
UP000032239	0.06879	0.05335	Bacteria
UP000032254	0.11302	0.0895	Bacteria
UP000032266	0.15214	0.06236	Bacteria
UP000032279	0.07015	0.04404	Bacteria
UP000032287	0.0699	0.05616	Bacteria
UP000032300	0.08218	0.05698	Bacteria
UP000032303	0.0617	0.04449	Bacteria
UP000032305	0.11051	0.0693	Bacteria
UP000032309	0.09437	0.0496	Bacteria
UP000032320	0.05183	0.03704	Bacteria
UP000032323	0.09665	0.06517	Bacteria
UP000032336	0.12892	0.07432	Bacteria
UP000032343	0.08834	0.06023	Bacteria
UP000032356	0.0682	0.05716	Bacteria
UP000032360	0.14035	0.07746	Bacteria
UP000032361	0.04713	0.03781	Bacteria
UP000032409	0.03632	0.02659	Bacteria
UP000032414	0.0896	0.05294	Bacteria
UP000032417	0.06479	0.04387	Bacteria
UP000032430	0.10022	0.06314	Bacteria
UP000032431	0.05434	0.03444	Bacteria
UP000032434	0.02971	0.01875	Bacteria
UP000032452	0.07493	0.05514	Bacteria
UP000032483	0.06853	0.04502	Bacteria
UP000032512	0.0554	0.03252	Bacteria
UP000032531	0.0943	0.05235	Bacteria
UP000032544	0.05259	0.03652	Bacteria
UP000032566	0.08641	0.0626	Bacteria
UP000032611	0.05835	0.04029	Bacteria
UP000032633	0.0596	0.04317	Bacteria
UP000032668	0.08714	0.05125	Bacteria
UP000032670	0.12307	0.08604	Bacteria
UP000032679	0.11244	0.07244	Bacteria
UP000032680	0.09451	0.05877	Bacteria
UP000032726	0.05759	0.04378	Bacteria
UP000032733	0.10028	0.07708	Bacteria
UP000032737	0.02877	0.01948	Bacteria
UP000032740	0.02587	0.02025	Bacteria
UP000032743	0.07237	0.04866	Bacteria
UP000032747	0.05653	0.04216	Bacteria
UP000032749	0.07061	0.05508	Bacteria
UP000032809	0.03249	0.02124	Bacteria
UP000032871	0.08094	0.04562	Bacteria
UP000032900	0.06236	0.03897	Bacteria
UP000033035	0.06722	0.04214	Bacteria
UP000033046	0.07592	0.06538	Bacteria
UP000033054	0.07515	0.06006	Bacteria
UP000033067	0.08944	0.06684	Bacteria
UP000033070	0.0881	0.05292	Bacteria
UP000033103	0.02794	0.02585	Bacteria
UP000033121	0.05696	0.04814	Bacteria
UP000033187	0.16435	0.10024	Bacteria
UP000033200	0.09147	0.05959	Bacteria
UP000033201	0.13279	0.07914	Bacteria
UP000033202	0.10443	0.06402	Bacteria
UP000033203	0.10153	0.06737	Bacteria
UP000033220	0.14952	0.11326	Bacteria
UP000033358	0.10762	0.07917	Bacteria
UP000033393	0.0822	0.06331	Bacteria
UP000033409	0.14387	0.09598	Bacteria
UP000033411	0.06427	0.04566	Bacteria
UP000033425	0.08835	0.06488	Bacteria
UP000033428	0.14837	0.05571	Bacteria
UP000033442	0.10021	0.04371	Bacteria
UP000033448	0.09265	0.07153	Bacteria
UP000033449	0.05743	0.04046	Bacteria
UP000033451	0.09619	0.07206	Bacteria
UP000033452	0.06416	0.0437	Bacteria
UP000033457	0.0913	0.07311	Bacteria
UP000033514	0.06803	0.04501	Bacteria
UP000033558	0.05441	0.04968	Bacteria
UP000033562	0.12629	0.08594	Bacteria
UP000033566	0.10409	0.08179	Bacteria
UP000033569	0.13258	0.10078	Bacteria
UP000033572	0.0968	0.07493	Bacteria
UP000033604	0.05554	0.04422	Bacteria
UP000033607	0.09505	0.06705	Bacteria
UP000033608	0.06978	0.0464	Bacteria
UP000033616	0.12329	0.07053	Bacteria
UP000033618	0.11385	0.07776	Bacteria
UP000033632	0.06034	0.04283	Bacteria
UP000033633	0.05832	0.04231	Bacteria
UP000033641	0.11563	0.08806	Bacteria
UP000033649	0.07167	0.04829	Bacteria
UP000033664	0.0613	0.04337	Bacteria
UP000033673	0.05379	0.03787	Bacteria
UP000033680	0.09519	0.06213	Bacteria
UP000033682	0.05727	0.05619	Bacteria
UP000033684	0.08045	0.05363	Bacteria
UP000033695	0.04509	0.03796	Bacteria
UP000033699	0.1152	0.08551	Bacteria
UP000033718	0.11816	0.05335	Bacteria
UP000033741	0.05836	0.03881	Bacteria
UP000033747	0.0538	0.04007	Bacteria
UP000033750	0.06451	0.063	Bacteria
UP000033772	0.07472	0.06197	Bacteria
UP000033774	0.08095	0.0535	Bacteria
UP000033836	0.09644	0.07208	Bacteria
UP000033900	0.0828	0.06789	Bacteria
UP000033924	0.11555	0.07103	Bacteria
UP000033956	0.08378	0.06669	Bacteria
