1.600000000000000000e+01, 2.053683347614824584e+01
1.700000000000000000e+01, 2.095046578579498942e+01
1.800000000000000000e+01, 2.129980730835453429e+01
1.900000000000000000e+01, 2.160556531781925216e+01
2.000000000000000000e+01, 2.197209809524672508e+01
2.100000000000000000e+01, 2.235173961695758393e+01
2.200000000000000000e+01, 2.271987487409403883e+01
2.300000000000000000e+01, 2.310896375041036777e+01
2.400000000000000000e+01, 2.354843017852065046e+01
2.500000000000000000e+01, 2.401576184771882083e+01
2.600000000000000000e+01, 2.452870206091839478e+01
2.700000000000000000e+01, 2.508181820159041564e+01
2.800000000000000000e+01, 2.564282078947634957e+01
2.900000000000000000e+01, 2.623087388706232659e+01
3.000000000000000000e+01, 2.686013077060173160e+01
3.100000000000000000e+01, 2.743030883317005220e+01
3.200000000000000000e+01, 2.791844240324693160e+01
3.400000000000000000e+01, 2.906066755808042146e+01
3.500000000000000000e+01, 2.979999602250941493e+01
3.600000000000000000e+01, 3.048111300762648668e+01
3.700000000000000000e+01, 3.114426698034798946e+01
3.800000000000000000e+01, 3.194033220938307949e+01
4.000000000000000000e+01, 3.367100093713282405e+01
4.100000000000000000e+01, 3.443727138039906777e+01
4.300000000000000000e+01, 3.604980341713055481e+01
