0.00908668 64.5045 1.07317
0.00989823 67.2647 0.954108
0.0107098 64.9747 0.6253
0.0115213 64.6923 0.697437
0.0123329 63.6571 0.556819
0.0131445 62.5482 0.470233
0.013956 61.5759 0.517617
0.0147676 60.2242 0.413895
0.0155791 59.5075 0.492365
0.0163907 58.5695 0.479688
0.0172022 56.502 0.396517
0.0180138 56.3731 0.371188
0.0188254 53.9998 0.318968
0.0196369 53.3769 0.399873
0.0204485 51.4236 0.390012
0.02126 50.7597 0.303043
0.0220716 49.5491 0.224293
0.0228831 48.1281 0.36072
0.0236947 47.4126 0.309392
0.0245063 45.9202 0.311415
0.0253178 44.9421 0.248627
0.0261294 43.4663 0.277714
0.0269409 42.2814 0.222833
0.0277525 41.8394 0.248489
0.028564 40.2934 0.232278
0.0293756 39.5856 0.248386
0.0301872 38.2372 0.211199
0.0309987 38.0157 0.218997
0.0318103 36.5364 0.206249
0.0326218 35.5543 0.20582
0.0334334 34.4947 0.199507
0.0342449 34.0179 0.188904
0.0350565 32.8282 0.174415
0.0358681 31.6533 0.174209
0.0366796 31.0141 0.19145
0.0374912 30.7259 0.15209
0.0383027 29.9933 0.162295
0.0391143 28.9017 0.174443
0.0399258 27.6693 0.171427
0.0407374 27.2372 0.15412
0.041549 26.4302 0.164551
0.0423605 25.9894 0.1624
0.0431721 25.5852 0.175861
0.0439836 24.5674 0.150472
0.0447952 24.065 0.155056
0.0456067 23.4383 0.145885
0.0464183 23.1249 0.132629
0.0472299 22.1773 0.145779
0.0480414 21.6564 0.12627
0.048853 21.0891 0.141812
0.0496645 20.674 0.129574
0.0504761 19.8667 0.120418
0.0512876 20.0174 0.117166
0.0520992 18.9601 0.116638
0.0529108 18.8714 0.118359
0.0537223 18.3255 0.114099
0.0545339 17.9368 0.117854
0.0553454 17.5294 0.118083
0.056157 17.0295 0.111446
0.0569685 16.7037 0.11207
0.0577801 16.1709 0.10759
0.0585917 15.7707 0.107972
0.0594032 15.5578 0.101152
0.0602148 15.1515 0.105415
0.0610263 14.769 0.0946231
0.0618379 14.4529 0.100731
0.0626494 14.2337 0.0953622
0.063461 13.9192 0.0898321
0.0642725 13.6411 0.0869393
0.0650841 13.4417 0.0954661
0.0658957 13.0805 0.0973328
0.0667072 12.86 0.0894173
0.0675188 12.5012 0.0882847
