2000	27780000	320	92	198	0	0	0	0	0	0	0	0	0	
4000	56380000	623	174	383	0	0	0	0	0	0	0	0	0	
6000	84900000	906	278	570	0	0	0	0	0	0	0	0	0	
8000	113520000	1196	360	767	0	0	0	0	0	0	0	0	0	
10000	141260000	1492	467	977	0	0	0	0	0	0	0	0	0	
12000	169120000	1783	569	1191	0	0	0	0	0	0	0	0	0	
14000	196720000	2083	678	1402	0	0	0	0	0	0	0	0	0	
16000	224900000	2381	777	1596	0	0	0	0	0	0	0	0	0	
18000	252000000	2693	903	1803	0	0	0	0	0	0	0	0	0	
20000	279640000	3001	1006	2010	0	0	0	0	0	0	0	0	0	
22000	307080000	3316	1118	2211	0	0	0	0	0	0	0	0	0	
24000	334780000	3614	1239	2407	0	0	0	0	0	0	0	0	0	
26000	362540000	3921	1331	2620	0	0	0	0	0	0	0	0	0	
28000	390840000	4203	1433	2821	0	0	0	0	0	0	0	0	0	
30000	419200000	4487	1538	3014	0	0	0	0	0	0	0	0	0	
32000	446720000	4815	1635	3213	0	0	0	0	0	0	0	0	0	
34000	475040000	5128	1740	3379	0	0	0	0	0	0	0	0	0	
36000	503620000	5401	1850	3567	0	0	0	0	0	0	0	0	0	
38000	531540000	5693	1957	3772	0	0	0	0	0	0	0	0	0	
40000	559340000	6007	2050	3975	0	0	0	0	0	0	0	0	0	
42000	586680000	6317	2158	4190	0	0	0	0	0	0	0	0	0	
44000	615120000	6615	2243	4385	0	0	0	0	0	0	0	0	0	
46000	643400000	6917	2325	4587	0	0	0	0	0	0	0	0	0	
48000	671800000	7205	2422	4782	0	0	0	0	0	0	0	0	0	
50000	699640000	7506	2533	4978	0	0	0	0	0	0	0	0	0	
52000	727220000	7822	2647	5169	0	0	0	0	0	0	0	0	0	
54000	755400000	8130	2753	5346	0	0	0	0	0	0	0	0	0	
56000	783380000	8429	2859	5542	0	0	0	0	0	0	0	0	0	
58000	811120000	8754	2967	5722	0	0	0	0	0	0	0	0	0	
60000	839060000	9058	3063	5925	0	0	0	0	0	0	0	0	0	
62000	866420000	9368	3182	6128	0	0	0	0	0	0	0	0	0	
64000	893840000	9701	3283	6323	0	0	0	0	0	0	0	0	0	
66000	921820000	10006	3373	6529	0	0	0	0	0	0	0	0	0	
68000	949680000	10321	3465	6729	0	0	0	0	0	0	0	0	0	
70000	978380000	10616	3567	6897	0	0	0	0	0	0	0	0	0	
72000	1006460000	10925	3664	7087	0	0	0	0	0	0	0	0	0	
