all,non_tail,N,C,N_w_pdb,C_w_pdb
0.0,0.0,-0.05,0.025,-0.05625,0.058823529411764705
-0.0069605568445475635,-0.0069605568445475635,0.0,0.14666666666666667,-0.19230769230769232,-0.012232415902140673
0.025,0.045454545454545456,-0.1,0.058823529411764705,0.030837004405286344,0.03529411764705882
0.045454545454545456,0.009523809523809525,-0.32,-0.04,0.0,-0.018867924528301886
0.009523809523809525,0.125,0.05,-0.16129032258064516,0.08333333333333333,-0.16666666666666666
0.125,0.047619047619047616,-0.17391304347826086,-0.2857142857142857,-0.09090909090909091,-0.2676056338028169
0.047619047619047616,0.025974025974025976,-0.35135135135135137,0.16666666666666666,0.0009541984732824427,-0.011049723756906077
0.14666666666666667,0.043478260869565216,0.01179245283018868,0.1,0.0,-0.06349206349206349
-0.05,0.2413793103448276,-0.025974025974025976,-0.16326530612244897,-0.17391304347826086,-0.06666666666666667
0.025974025974025976,0.045454545454545456,-0.038461538461538464,0.08333333333333333,0.06666666666666667,-0.041666666666666664
0.043478260869565216,-0.025,-0.17289719626168223,-0.1,-0.12745098039215685,0.18181818181818182
0.2413793103448276,-0.03355704697986577,-0.20454545454545456,-0.0967741935483871,0.027777777777777776,-0.36363636363636365
0.0,-0.23076923076923078,-0.05625,-0.058333333333333334,-0.19444444444444445,0.07692307692307693
0.058823529411764705,0.0,0.040160642570281124,-0.007246376811594203,-0.23809523809523808,0.030612244897959183
0.045454545454545456,-0.041666666666666664,0.0,-0.1917808219178082,-0.06693711967545639,0.08
-0.04,-0.18181818181818182,-0.02702702702702703,-0.009836065573770493,-0.08536585365853659,-0.09210526315789473
-0.025,-0.03225806451612903,0.18421052631578946,0.09090909090909091,-0.1111111111111111,0.04081632653061224
-0.03355704697986577,0.0,0.08163265306122448,-0.15384615384615385,-0.1,0.04299065420560748
-0.16129032258064516,0.05084745762711865,0.07142857142857142,0.023255813953488372,0.06060606060606061,-0.17142857142857143
-0.23076923076923078,-0.00641025641025641,0.1111111111111111,0.04477611940298507,0.017543859649122806,-0.06451612903225806
0.0,-0.016129032258064516,0.09375,0.07100591715976332,0.046153846153846156,0.04
-0.041666666666666664,-0.06896551724137931,0.023809523809523808,0.0,0.08783783783783784,0.07792207792207792
-0.18181818181818182,-0.044444444444444446,0.017857142857142856,0.012345679012345678,0.07692307692307693,0.008695652173913044
-0.2857142857142857,-0.06593406593406594,-0.047619047619047616,0.047619047619047616,-0.10740740740740741,-0.039603960396039604
-0.03225806451612903,0.0,0.05405405405405406,0.14285714285714285,0.0,-0.15
-0.1,-0.047619047619047616,0.0,-0.27419354838709675,-0.027777777777777776,-0.05
