all,non_tail,N,C,N_w_pdb,C_w_pdb
0.12857142857142856,0.12857142857142856,0.2,0.175,0.2,0.058823529411764705
0.16473317865429235,0.16473317865429235,0.26666666666666666,0.12,0.23076923076923078,0.07033639143730887
0.175,0.18181818181818182,0.13333333333333333,0.058823529411764705,0.1299559471365639,0.16470588235294117
0.18181818181818182,0.13333333333333333,0.36,0.2,0.08333333333333333,0.09433962264150944
0.13333333333333333,0.16666666666666666,0.125,0.22580645161290322,0.0,0.25
0.16666666666666666,0.2857142857142857,0.2318840579710145,0.2857142857142857,0.2727272727272727,0.39436619718309857
0.2857142857142857,0.1038961038961039,0.3783783783783784,0.125,0.039122137404580155,0.1712707182320442
0.12,0.043478260869565216,0.08726415094339622,0.1,0.09090909090909091,0.1492063492063492
0.2,0.0,0.12987012987012986,0.24489795918367346,0.17391304347826086,0.15
0.1038961038961039,0.18181818181818182,0.16153846153846155,0.19444444444444445,0.16666666666666666,0.16666666666666666
0.043478260869565216,0.075,0.20093457943925233,0.25,0.25,0.0
0.0,0.11073825503355705,0.29545454545454547,0.14516129032258066,0.125,0.4090909090909091
0.26666666666666666,0.2692307692307692,0.2,0.26666666666666666,0.19444444444444445,0.07692307692307693
0.058823529411764705,0.3023255813953488,0.07630522088353414,0.11231884057971014,0.2857142857142857,0.05102040816326531
0.18181818181818182,0.16666666666666666,0.0,0.2876712328767123,0.17647058823529413,0.08
0.2,0.2727272727272727,0.05405405405405406,0.12459016393442623,0.15853658536585366,0.15789473684210525
0.075,0.16129032258064516,0.02631578947368421,0.01818181818181818,0.16666666666666666,0.04081632653061224
0.11073825503355705,0.11764705882352941,0.061224489795918366,0.19230769230769232,0.1,0.10841121495327102
0.22580645161290322,0.06779661016949153,0.10714285714285714,0.16279069767441862,0.09090909090909091,0.2857142857142857
0.2692307692307692,0.1346153846153846,0.1111111111111111,0.19402985074626866,0.15789473684210525,0.16129032258064516
0.3023255813953488,0.12903225806451613,0.07291666666666667,0.11834319526627218,0.15384615384615385,0.12
0.16666666666666666,0.20689655172413793,0.03968253968253968,0.09523809523809523,0.08108108108108109,0.09090909090909091
0.2727272727272727,0.17777777777777778,0.14285714285714285,0.08641975308641975,0.02564102564102564,0.1565217391304348
0.2857142857142857,0.15384615384615385,0.14285714285714285,0.19047619047619047,0.23703703703703705,0.0594059405940594
0.16129032258064516,0.22727272727272727,0.0945945945945946,0.07142857142857142,0.13043478260869565,0.3
0.13333333333333333,0.23809523809523808,0.22580645161290322,0.3225806451612903,0.08333333333333333,0.2
0.11764705882352941,0.1346153846153846,0.20689655172413793,0.23,0.1111111111111111,0.16216216216216217
0.06779661016949153,0.12,0.039486673247778874,0.22270742358078602,0.12195121951219512,0.23880597014925373
0.1346153846153846,0.08695652173913043,0.23076923076923078,0.06451612903225806,0.05714285714285714,0.047619047619047616
0.125,0.14285714285714285,0.2222222222222222,0.09375,0.13157894736842105,0.16129032258064516
0.12903225806451613,0.09259259259259259,0.22073578595317725,0.45098039215686275,0.058823529411764705,0.11666666666666667
0.20689655172413793,0.08695652173913043,0.020833333333333332,0.07692307692307693,0.24107142857142858,0.0967741935483871
