all,non_tail,N,C,N_w_pdb,C_w_pdb
0.2666932707355242,0.2666932707355242,0.22243834608371268,0.28548397258903185,0.227032906788738,0.3125738233476416
0.2504361405163187,0.2504361405163187,0.21825476036100483,0.13288073976833029,0.27045977288655726,0.15057370492060723
0.28548397258903185,0.1411606960944494,0.34969506987772675,0.3125738233476416,0.16933541696023402,0.16725598291190105
0.1411606960944494,0.19972632129997786,0.34432757205849457,0.11527260576409902,0.2622775415891228,0.13329623502791643
0.19972632129997786,0.18082698857214716,0.13188370759086226,0.11683845493785275,0.4210976653220877,0.31340056524223553
0.18082698857214716,0.07947165352568597,0.21839673602847343,0.6238572658121845,0.7440821844077984,0.33039902816843175
0.07947165352568597,0.1935269304232077,0.34271735278718674,0.1061386007388947,0.1818136666301923,0.14904422658040511
0.13288073976833029,0.24375529297479376,0.10585472403710265,0.3846590909090907,0.38961158452000116,0.21315861048567783
0.22243834608371268,0.4276591197739362,0.15692448044908547,0.21900422142812523,0.2638590039582157,0.1685798728408491
0.1935269304232077,0.058320330190049986,0.1844547061325724,0.12258331689905497,0.44870672573595083,0.20146713911598613
0.24375529297479376,0.28918191261580206,0.18083336391189875,0.10557132345211816,0.1497922850440931,0.319258241666416
0.4276591197739362,0.20514288811800518,0.1549078220995609,0.2558289977499443,0.24122254588229103,0.28134192512102785
0.21825476036100483,0.17157464238383063,0.227032906788738,0.1197175195235298,0.21974185246736477,0.276245805073149
0.3125738233476416,0.1558548884004131,0.2933470948602759,0.11209871895690252,0.05659711057564853,0.3876333246034
0.058320330190049986,0.39536228146342306,-1.0,0.16005707140222505,0.3154591289339322,0.13865464807133654
0.11527260576409902,0.22371930170093499,0.44033511655004864,0.09759515551554475,0.2251227728841325,0.1435462895345727
0.28918191261580206,0.055459767717784554,0.23422542219535622,0.189664332699595,0.23369247133940285,0.2160577418330643
0.20514288811800518,0.32151175749470634,0.32268237120260684,0.23398927702023595,0.6462585034013606,0.18468611495092602
0.11683845493785275,0.13499649672381336,0.061619942194004906,0.09497299556211783,0.2031136092234806,0.11477470612519661
0.17157464238383063,0.13123905224243346,0.30282593223136267,0.14581445355675174,0.2639400718224062,0.3573019836834078
0.1558548884004131,0.3900690476819833,0.2523567791833629,0.1616556440127693,0.19797088424859827,0.15302819085498065
0.39536228146342306,0.20635694649552536,0.13798006654807554,0.4930520336748149,0.2422832873339105,0.4436221880143198
0.22371930170093499,0.32154622903741775,0.08091267622856721,0.19749316548853532,0.4093738905988103,0.30810745613537477
0.6238572658121845,0.2971570010489253,0.2883971430593673,0.2263657081666193,0.3322787580763859,0.30128301077238123
0.055459767717784554,0.04043172331544425,0.15635593258898453,0.2772109624677069,0.3954366031898437,0.3481657956757864
0.34969506987772675,0.08957221660690418,0.26862084186027846,0.17970389334494286,0.2814963230871474,0.30199955196664585
0.32151175749470634,0.2292301188624106,0.18415556587259302,0.26858182950647924,0.21723765770875594,0.36212050763388925
0.13499649672381336,0.22448644746341148,0.16487331525696555,0.23059292427080638,0.1847715749348518,0.23530058387771274
0.13123905224243346,0.5691750375803067,0.27045977288655726,0.2837086783292516,0.042874933979792154,0.2354504984425789
0.1061386007388947,0.11877113882213397,0.36230400476194424,0.12299586667984523,0.37790768992955054,0.3653055097367068
0.3900690476819833,0.2715758621183773,0.3348274594737686,0.45181330672481823,0.7647908874532473,0.10516705210003514
0.20635694649552536,0.12393167705988307,0.25010335701542663,0.20944060252225066,0.40024898119944363,0.602847822303861
0.32154622903741775,0.06792064494519338,0.15537469619836072,0.2503759492904688,0.30890778468491703,0.19019453611487133
0.2971570010489253,0.12329094082861315,0.46550447273299794,0.22503078448896827,0.25180677335272617,0.2772528323838616
0.04043172331544425,0.10187815815285449,0.13190695016778597,0.12651181568522835,0.18402515448168047,0.38376457268851655
0.34432757205849457,0.14175307958141717,0.32484677697072745,0.1114526130762737,0.13255513856487589,0.3096526609429439
0.08957221660690418,0.19648694353711463,0.15635573789896254,0.4225638726013118,0.390546101507938,0.3021868601196501
0.2292301188624106,0.19732679560594604,0.36806184096730155,0.20579523181993997,0.37726093436620234,0.2651149418796223
0.22448644746341148,0.3633920078275253,0.09371627221343429,0.23741480909549736,0.35451819512687366,0.18869195561479823
0.5691750375803067,0.2841381487919598,0.9847255369928397,0.23480760649856386,0.17770328421266376,0.7309873809406753
0.11877113882213397,0.3606323545257738,0.9999999999999993,0.20081610810087633,0.1996770960643682,0.1716397650378366
0.2715758621183773,0.19082447474859207,0.238356500074878,0.33178616843057956,0.3147626908051143,0.39793702218170646
0.12393167705988307,0.19868274335546787,0.23556729122685954,0.15418240755696683,0.12818729197888143,0.2883234326809569
0.3846590909090907,0.22038040739103792,0.16933541696023402,0.20996974801575805,0.23115748421710378,0.31122044196268883
0.13188370759086226,0.25615162690781634,0.15868039336577114,0.172701044540291,0.31361240565060566,0.13168690507039565
0.06792064494519338,0.13826534166417254,0.21021601851262023,0.18330451399630143,0.16764666451831464,0.18802183212863255
0.12329094082861315,0.11214175404763549,0.2292175670521533,0.15071595995192497,0.22483547780724392,0.41544206910743703
0.10187815815285449,0.1873463601945058,0.1277817449775657,0.2913861212576798,0.37932118597420783,0.33942431972884546
0.21900422142812523,0.12172800190224578,0.14142427135970884,0.1412241994366859,0.3128585990889049,0.298375745722021
0.21839673602847343,0.14027524349999787,0.1254380294238365,0.14930466792780822,0.1493237599337339,0.1651362829746939
0.14175307958141717,0.266873012597468,0.14756276653725292,0.1938699981597727,0.22764379566035695,0.17064397217627925
0.12258331689905497,0.3574743799396023,0.21482505958652454,0.15057370492060723,0.1807458031913027,0.26814091026792775
0.34271735278718674,0.5430950711993822,0.05055100495585055,0.10137995535295077,0.18524694531970765,0.21809981814796903
0.10557132345211816,0.8176136363636362,0.18433210387049354,0.45986336464560196,0.3288240985628539,0.3113344700916349
0.19648694353711463,0.31505783417378674,0.25614504388227727,0.2565911593940467,0.31787568191408777,0.29730876326303096
0.10585472403710265,0.3108785740681237,0.27991913185066875,0.1685335005539251,0.20264854588746326,0.1722910448263688
0.19732679560594604,0.08782190952928542,0.03544338218831285,0.17145957677699405,0.32609582487456334,0.25835794636456044
0.2558289977499443,0.19670385475833402,0.46413023380814766,0.19469102660430654,0.8459625093938206,0.11036011502193768
0.3633920078275253,0.20719434244526047,0.1724627429893029,0.11985259627078254,0.44806171525071575,0.03487242309413316
0.15692448044908547,0.13169255288611587,0.26783107466590705,0.3601871781493236,0.20503678285289934,0.5588558855885589
0.2841381487919598,0.2851603500127802,0.3018195139821712,0.07871997122945984,0.38533425058211174,0.22029060867037115
0.3606323545257738,0.3046447779027146,0.07849870144269756,0.18776361990618567,0.08864266842867237,0.3194394789252188
0.19082447474859207,0.212834011522639,0.26385430498718776,0.1643852611900487,0.21746726614640968,0.24235196450346672
0.19868274335546787,0.1683677876915339,0.21935743580383701,0.2104166873215177,0.18590421480404684,0.2503014798540848
0.22038040739103792,0.47830102318196555,0.39149493772148597,0.16725598291190105,0.3838254761476875,0.27820560446321513
0.25615162690781634,0.301911802428898,0.20517329935886822,0.13149822214113557,0.10731731506150227,0.2695860374050169
0.1844547061325724,0.46111111111111114,0.7902415419976608,0.3538312043325703,0.5153465963445879,0.2749999100627524
0.13826534166417254,0.18388856366202425,0.2586897005555885,0.13556675409735128,0.17406666046412064,0.11615547167603059
0.11214175404763549,0.15815777917415874,0.2369378507657678,0.2410718391354186,0.3297679868781098,0.21280863093108135
0.1197175195235298,0.17485612942774736,0.5438669049836593,0.2340469014668976,0.2498433252046201,0.23438425312314945
0.1873463601945058,0.2567323524725128,0.09065202927478379,0.19130407161726476,0.4595599218320784,0.4480412361448461
0.11209871895690252,0.45829520323343237,0.15670767494383406,0.272844392971112,0.2272606060397592,0.18470282710230507
0.16005707140222505,0.12649089853250314,0.2622775415891228,0.2896771067453137,0.3101929825583971,0.2027427942881802
0.09759515551554475,0.7177240447150843,0.24973475196774728,0.17069912497046072,0.21823554778143722,0.2111555237295533
0.18083336391189875,0.2248371673683766,0.33665008356087156,0.10359437116043207,0.4083184717667087,0.20835756765360958
0.12172800190224578,0.4406977408254592,0.12243660016078349,0.1413145117140922,0.31258322720603543,0.20409298517930338
0.1549078220995609,0.28823218818662016,0.12977701405846473,0.22678935184101034,0.353501104997897,0.14110777766543015
0.227032906788738,0.1008792598839228,0.2054235661147108,0.13329623502791643,0.8459625093938206,0.15892717869744907
0.14027524349999787,0.4134143834658292,0.2178739451744032,0.31340056524223553,0.3329822591545584,0.15216887241013
0.266873012597468,0.07718321652201462,0.5000000000000002,0.1942113720180862,0.1420010422094842,0.1348699402609644
0.3574743799396023,0.34480780263912797,0.16467331457029574,0.22311824129508168,0.8693165969316597,0.12178358039382335
0.189664332699595,0.04990175094562224,0.4655045830085835,0.3084558572328756,0.450659642810859,0.37715116042815877
0.2933470948602759,0.15358990731768765,1.0,0.10642032702789357,0.4294770990267772,0.15092734779343575
0.5430950711993822,0.12290733315508601,0.4454277286135694,0.15684863925954884,0.17037728492037071,0.23203944926289308
0.8176136363636362,0.4841554596550067,0.17163604171810898,0.07915427743013952,0.19658852099585603,0.2530660261474454
0.31505783417378674,0.1890636379040123,0.49135094638762045,0.24664488089697964,0.4143685482928865,0.2238994530622434
-1.0,0.24943590624243478,0.2083615503004859,0.16535514084864902,0.3720276696930393,0.1848840381563261
0.3108785740681237,0.17736057684766232,0.20090572478248617,0.2529878167209079,0.38684263435082195,0.35620661897601796
0.44033511655004864,0.20839936433286116,0.3067382576201357,0.11755491750691503,0.17847013658060062,0.22257252091530588
0.08782190952928542,0.5056787609690914,0.12737580173351337,0.34674774370328054,0.40559467307112024,0.15445783788478543
0.23398927702023595,0.2215536040915936,0.3569743149242921,0.6523867809057529,0.07184056420535055,0.15171717455457404
0.19670385475833402,0.20854913224546034,0.1148590794385435,0.33039902816843175,0.41156339279167076,0.08072463089779881
0.23422542219535622,0.20412029395172665,0.19612092299024259,0.3908387171875909,0.5288393669259766,0.15826085573517518
0.20719434244526047,0.41859666169033255,0.30091336204631763,0.22389473370816437,0.6638004036490961,0.21265959422055372
0.32268237120260684,0.6800848581278175,0.15843464101284382,0.3897491082529235,0.12061782424499551,0.16306003153473805
0.09497299556211783,0.23075926567520083,0.16732647794463104,0.11616946503358992,0.20758066026829583,0.21727662380481377
0.061619942194004906,0.2332342328874934,0.32282980382389975,0.4266523538948357,1.0,0.3029326230620372
0.13169255288611587,0.20864062101245656,0.6035805626598466,0.3092599380407277,0.4939768566617291,0.2687984921590389
0.14581445355675174,0.13435515423411043,0.4210976653220877,0.24556629126219245,0.4097644399523943,0.28181966699794436
0.2851603500127802,0.24112377215118877,0.42320486783295125,0.09750044855661757,0.18822803414540676,0.1415870067648714
0.3046447779027146,0.16992476738298531,0.40358951817024785,0.43251777526541985,0.18909799901132682,0.16918384578587398
0.212834011522639,0.26754716466012873,0.28053648132811027,0.2047155387242229,0.5137254901960785,0.20875563006134745
0.1683677876915339,0.2102224273146986,0.2223755073924568,0.432727343122968,0.5468182758839336,0.4767456992086736
0.1616556440127693,0.2797136038186156,0.6986042692939245,0.07923627684964203,0.1875468861553029,0.39555957318188506
0.47830102318196555,0.28304087635662856,0.2839502971110629,0.34777593207825774,0.09794419342735232,0.22770182522795807
0.301911802428898,0.15939706758683433,0.24791937393514096,0.14904422658040511,0.21847212137252114,0.16207073510434256
0.46111111111111114,0.2734174247777365,0.11632495435141413,0.21072488966068004,0.2245128959202717,0.15355265107905772
0.18388856366202425,0.1781276699314513,0.21546729395246178,0.2640306530376275,0.23224545814045444,0.36449857859009743
0.15815777917415874,0.34172031159491606,0.08471676345789093,0.19823605965998398,0.05933880449333568,0.3388974406723754
0.17485612942774736,0.21925764384696642,0.7440821844077984,0.43395880721145236,1.0,0.24018675292619485
