Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
 2.684476e-001  2.676340e-004  6.819419e-005
 2.689027e-001  3.257007e-004  6.832697e-005
 2.693578e-001  4.109528e-004  6.773882e-005
 2.698129e-001  2.430080e-004  6.813281e-005
 2.702680e-001  4.045537e-004  6.814367e-005
 2.707231e-001  2.391403e-004  6.758814e-005
 2.711782e-001  2.721927e-004  6.807787e-005
 2.716333e-001  2.837809e-004  6.774126e-005
 2.720884e-001  3.692549e-004  6.767206e-005
 2.725434e-001  2.805146e-004  6.809841e-005
 2.729985e-001  2.492152e-004  6.725172e-005
 2.734536e-001  4.494014e-004  6.796005e-005
 2.739086e-001  2.150998e-004  6.740791e-005
 2.743637e-001  3.134698e-004  6.785973e-005
 2.748187e-001  3.117626e-004  6.695039e-005
 2.752738e-001  3.480961e-004  6.716712e-005
 2.757288e-001  2.770481e-004  6.780257e-005
 2.761839e-001  3.310383e-004  6.715147e-005
 2.766389e-001  3.749818e-004  6.764812e-005
 2.770940e-001  3.337427e-004  6.715990e-005
 2.775490e-001  3.701079e-004  6.731496e-005
 2.780040e-001  2.663676e-004  6.742704e-005
 2.784591e-001  1.865721e-004  6.670693e-005
 2.789141e-001  4.076480e-004  6.733082e-005
 2.793691e-001  2.809699e-004  6.672365e-005
 2.798241e-001  3.668448e-004  6.727645e-005
 2.802792e-001  3.306606e-004  6.689705e-005
 2.807342e-001  2.827591e-004  6.639470e-005
 2.811892e-001  2.325672e-004  6.738775e-005
 2.816442e-001  2.664404e-004  6.635467e-005
 2.820992e-001  4.041819e-004  6.731986e-005
 2.825542e-001  2.705829e-004  6.660763e-005
 2.830092e-001  4.121145e-004  6.640872e-005
 2.834642e-001  2.211587e-004  6.699135e-005
 2.839191e-001  2.706441e-004  6.625652e-005
 2.843741e-001  2.925890e-004  6.678537e-005
 2.848291e-001  4.223502e-004  6.627748e-005
 2.852841e-001  2.922596e-004  6.650860e-005
 2.857390e-001  2.639027e-004  6.657693e-005
 2.861940e-001  3.622318e-004  6.593033e-005
 2.866490e-001  3.583749e-004  6.645227e-005
 2.871039e-001  4.004744e-004  6.632857e-005
 2.875589e-001  2.987453e-004  6.617153e-005
 2.880139e-001  2.486415e-004  6.641709e-005
 2.884688e-001  2.740774e-004  6.590055e-005
 2.889237e-001  3.601897e-004  6.626884e-005
 2.893787e-001  2.935989e-004  6.578366e-005
 2.898336e-001  3.600281e-004  6.611913e-005
 2.902886e-001  4.511083e-004  6.594610e-005
 2.907435e-001  3.568530e-004  6.609342e-005
 2.911984e-001  3.015806e-004  6.616254e-005
 2.916533e-001  3.060832e-004  6.546956e-005
 2.921083e-001  2.669624e-004  6.579492e-005
 2.925632e-001  3.086506e-004  6.567211e-005
 2.930181e-001  3.768310e-004  6.567870e-005
 2.934730e-001  3.359672e-004  6.552723e-005
 2.939279e-001  3.062730e-004  6.555507e-005
 2.943828e-001  2.801189e-004  6.574247e-005
 2.948377e-001  2.710734e-004  6.531775e-005
 2.952926e-001  2.523044e-004  6.566442e-005
 2.957475e-001  3.276265e-004  6.539245e-005
 2.962024e-001  3.350763e-004  6.558362e-005
 2.966573e-001  3.487153e-004  6.572732e-005
 2.971122e-001  3.226796e-004  6.481690e-005
 2.975670e-001  2.450464e-004  6.549418e-005
 2.980219e-001  3.296393e-004  6.473923e-005
 2.984768e-001  3.732181e-004  6.542848e-005
 2.989316e-001  1.545656e-004  6.511015e-005
 2.993865e-001  2.337864e-004  6.509433e-005
 2.998414e-001  2.861165e-004  6.513597e-005
 3.002962e-001  2.947874e-004  6.475757e-005
 3.007511e-001  2.298460e-004  6.491624e-005
 3.012059e-001  1.967446e-004  6.477445e-005
 3.016607e-001  1.930455e-004  6.506816e-005
 3.021156e-001  3.264535e-004  6.512308e-005
 3.025704e-001  2.726941e-004  6.456811e-005
 3.030252e-001  2.277008e-004  6.465648e-005
 3.034801e-001  3.120629e-004  6.463765e-005
 3.039349e-001  2.914749e-004  6.488465e-005
 3.043897e-001  2.344544e-004  6.465353e-005
 3.048445e-001  2.492547e-004  6.439227e-005
 3.052993e-001  2.810825e-004  6.470166e-005
 3.057542e-001  3.226025e-004  6.434801e-005
 3.062090e-001  2.287770e-004  6.466007e-005
 3.066638e-001  3.072609e-004  6.438415e-005
 3.071186e-001  3.192719e-004  6.456512e-005
 3.075733e-001  3.565982e-004  6.427077e-005
 3.080281e-001  2.247161e-004  6.417481e-005
 3.084829e-001  3.713514e-004  6.413856e-005
 3.089377e-001  2.772135e-004  6.424644e-005
 3.093925e-001  2.608646e-004  6.418826e-005
 3.098472e-001  3.522565e-004  6.452712e-005
 3.103020e-001  2.528602e-004  6.411343e-005
 3.107568e-001  3.231747e-004  6.405467e-005
 3.112115e-001  3.438949e-004  6.389647e-005
 3.116663e-001  2.986883e-004  6.398123e-005
 3.121211e-001  2.810488e-004  6.416506e-005
 3.125758e-001  3.266520e-004  6.366814e-005
 3.130306e-001  3.069503e-004  6.420579e-005
 3.134853e-001  2.964843e-004  6.391399e-005
 3.139400e-001  3.473328e-004  6.377916e-005
 3.143948e-001  2.831302e-004  6.361324e-005
 3.148495e-001  2.213454e-004  6.381291e-005
 3.153042e-001  1.729990e-004  6.366194e-005
 3.157589e-001  3.444856e-004  6.366655e-005
 3.162137e-001  2.915323e-004  6.371162e-005
 3.166684e-001  2.228816e-004  6.343965e-005
 3.171231e-001  2.927717e-004  6.359407e-005
 3.175778e-001  2.996380e-004  6.345576e-005
 3.180325e-001  1.425809e-004  6.333598e-005
 3.184872e-001  3.544100e-004  6.366155e-005
 3.189419e-001  2.580428e-004  6.331590e-005
 3.193966e-001  2.246553e-004  6.324730e-005
 3.198513e-001  3.090823e-004  6.335511e-005
 3.203059e-001  2.376571e-004  6.313735e-005
 3.207606e-001  3.100078e-004  6.340354e-005
 3.212153e-001  3.243983e-004  6.310555e-005
 3.216700e-001  2.540173e-004  6.333685e-005
 3.221246e-001  4.038523e-004  6.298192e-005
 3.225793e-001  1.851932e-004  6.304091e-005
 3.230339e-001  2.519799e-004  6.320785e-005
 3.234886e-001  2.781383e-004  6.284122e-005
 3.239432e-001  2.017154e-004  6.315438e-005
 3.243979e-001  3.043183e-004  6.273531e-005
 3.248525e-001  2.986026e-004  6.302758e-005
 3.253072e-001  1.987302e-004  6.275854e-005
 3.257618e-001  3.261754e-004  6.267571e-005
 3.262164e-001  1.977513e-004  6.302146e-005
 3.266711e-001  3.252441e-004  6.232786e-005
 3.271257e-001  2.275365e-004  6.301626e-005
 3.275803e-001  3.041662e-004  6.279014e-005
 3.280349e-001  3.000527e-004  6.225766e-005
 3.284895e-001  2.301842e-004  6.303575e-005
 3.289441e-001  2.525068e-004  6.223129e-005
 3.293987e-001  2.914764e-004  6.294524e-005
 3.298533e-001  2.291313e-004  6.226635e-005
 3.303079e-001  2.250742e-004  6.253135e-005
 3.307625e-001  2.857608e-004  6.223385e-005
 3.312171e-001  2.535317e-004  6.246224e-005
 3.316717e-001  2.235370e-004  6.255151e-005
 3.321262e-001  2.975953e-004  6.220030e-005
 3.325808e-001  2.867359e-004  6.230949e-005
 3.330354e-001  1.827921e-004  6.241370e-005
 3.334899e-001  3.381497e-004  6.230499e-005
 3.339445e-001  3.121647e-004  6.225293e-005
 3.343990e-001  2.833474e-004  6.188467e-005
 3.348536e-001  3.484013e-004  6.222423e-005
 3.353081e-001  1.808466e-004  6.208422e-005
 3.357627e-001  3.495005e-004  6.209048e-005
 3.362172e-001  1.164087e-004  6.213939e-005
 3.366717e-001  1.136584e-004  6.159012e-005
 3.371263e-001  2.777473e-004  6.218793e-005
 3.375808e-001  3.011865e-004  6.169714e-005
 3.380353e-001  2.158872e-004  6.204356e-005
 3.384898e-001  1.302787e-004  6.168583e-005
 3.389443e-001  2.453903e-004  6.196468e-005
 3.393989e-001  1.902331e-004  6.171158e-005
 3.398534e-001  1.778057e-004  6.144642e-005
 3.403079e-001  3.003033e-004  6.181844e-005
 3.407624e-001  2.549775e-004  6.185933e-005
 3.412168e-001  2.152994e-004  6.314619e-005
 3.416713e-001  2.429843e-004  6.396622e-005
 3.421258e-001  1.483974e-004  6.364508e-005
 3.425803e-001  2.414796e-004  6.524138e-005
 3.430348e-001  3.202353e-004  6.538929e-005
 3.434892e-001  2.054465e-004  6.574219e-005
 3.439437e-001  1.735924e-004  6.741082e-005
 3.443982e-001  2.404584e-004  6.931868e-005
 3.448526e-001  2.329815e-004  7.008699e-005
 3.453071e-001  1.823995e-004  7.009142e-005
 3.457615e-001  2.635981e-004  7.175119e-005
 3.462160e-001  2.328126e-004  7.201360e-005
 3.466704e-001  2.923382e-004  7.291602e-005
 3.471248e-001  1.350593e-004  7.386364e-005
 3.475793e-001  3.114194e-004  7.338525e-005
 3.480337e-001  2.697713e-004  7.411808e-005
 3.484881e-001  2.052007e-004  7.474648e-005
 3.489425e-001  2.395803e-004  7.571600e-005
 3.493969e-001  2.385653e-004  7.653729e-005
 3.498513e-001  2.613573e-004  7.377042e-005
 3.503057e-001  2.189095e-004  7.376255e-005
 3.507601e-001  2.081833e-004  7.257013e-005
 3.512145e-001  3.157872e-004  7.286272e-005
 3.516689e-001  3.142735e-004  7.241069e-005
 3.521233e-001  8.204550e-005  7.235255e-005
 3.525777e-001  2.196061e-004  7.257854e-005
 3.530321e-001  3.067294e-004  7.151024e-005
 3.534864e-001  3.764348e-004  7.210715e-005
 3.539408e-001  2.208531e-004  7.122146e-005
 3.543952e-001  2.539550e-004  7.182813e-005
 3.548495e-001  2.831183e-004  7.173442e-005
 3.553039e-001  3.205249e-004  7.141074e-005
 3.557582e-001  3.188955e-004  7.139083e-005
 3.562126e-001  1.610594e-004  7.066265e-005
 3.566669e-001  2.773233e-004  7.110755e-005
 3.571213e-001  2.094697e-004  7.097232e-005
 3.575756e-001  1.944814e-004  7.037351e-005
 3.580299e-001  3.270043e-004  7.125626e-005
 3.584842e-001  2.763931e-004  6.986414e-005
 3.589386e-001  2.092634e-004  7.043255e-005
 3.593929e-001  2.481987e-004  7.053311e-005
 3.598472e-001  1.359046e-004  7.038562e-005
 3.603015e-001  1.307560e-004  7.100735e-005
 3.607558e-001  2.457296e-004  6.998844e-005
 3.612101e-001  2.089982e-004  7.098374e-005
 3.616644e-001  1.920288e-004  7.013556e-005
 3.621187e-001  2.241171e-004  7.061203e-005
 3.625729e-001  3.089723e-004  7.064985e-005
 3.630272e-001  1.693623e-004  7.030716e-005
 3.634815e-001  1.892456e-004  7.053385e-005
 3.639358e-001  1.077209e-004  7.045616e-005
 3.643900e-001  1.244080e-004  7.034992e-005
 3.648443e-001  1.355436e-004  7.033208e-005
 3.652985e-001  1.899252e-004  6.997507e-005
 3.657528e-001  2.348004e-004  7.076146e-005
 3.662070e-001  2.992580e-004  7.012454e-005
 3.666613e-001  2.257405e-004  7.019065e-005
 3.671155e-001  2.369204e-004  6.985695e-005
 3.675697e-001  2.204112e-004  6.992032e-005
 3.680240e-001  2.134029e-004  7.050215e-005
 3.684782e-001  2.109995e-004  6.936731e-005
 3.689324e-001  2.122428e-004  7.015579e-005
 3.693866e-001  1.783245e-004  6.916581e-005
 3.698408e-001  2.850425e-004  6.992028e-005
 3.702950e-001  2.677066e-004  6.959410e-005
 3.707492e-001  1.647138e-004  6.946784e-005
 3.712034e-001  2.080215e-004  6.926763e-005
 3.716576e-001  2.432613e-004  6.928793e-005
 3.721118e-001  2.787004e-004  6.964395e-005
 3.725660e-001  1.479065e-004  6.919292e-005
 3.730202e-001  1.247862e-004  6.918983e-005
 3.734743e-001  2.402934e-004  6.980070e-005
 3.739285e-001  2.031629e-004  6.921039e-005
 3.743827e-001  3.099132e-004  6.964427e-005
 3.748368e-001  3.083563e-004  6.941997e-005
 3.752910e-001  1.907149e-004  6.954812e-005
 3.757451e-001  2.773210e-004  6.938071e-005
 3.761993e-001  2.405473e-004  6.932855e-005
 3.766534e-001  1.688557e-004  7.004041e-005
 3.771075e-001  1.533111e-004  6.937441e-005
 3.775617e-001  1.722831e-004  6.995022e-005
 3.780158e-001  1.626860e-004  6.955045e-005
 3.784699e-001  1.555292e-004  6.953001e-005
 3.789240e-001  2.201952e-004  6.991062e-005
 3.793781e-001  1.661457e-004  6.983610e-005
 3.798322e-001  1.603540e-004  6.969499e-005
 3.802863e-001  1.866027e-004  6.948350e-005
 3.807404e-001  1.908431e-004  7.011863e-005
 3.811945e-001  1.895483e-004  6.977885e-005
 3.816486e-001  3.287866e-004  6.963869e-005
 3.821027e-001  9.419667e-005  6.973696e-005
 3.825568e-001  1.666350e-004  6.967343e-005
 3.830108e-001  2.759422e-004  7.031345e-005
 3.834649e-001  3.264367e-004  6.975110e-005
 3.839190e-001  1.383250e-004  6.989468e-005
 3.843730e-001  7.427521e-005  7.025807e-005
 3.848271e-001  1.187397e-004  6.963787e-005
 3.852811e-001  1.519482e-004  7.042566e-005
 3.857352e-001  2.454213e-004  6.970118e-005
 3.861892e-001  1.845491e-004  7.021821e-005
 3.866432e-001  2.775866e-004  7.026176e-005
 3.870973e-001  1.203273e-004  6.960996e-005
 3.875513e-001  2.728393e-004  7.065539e-005
 3.880053e-001  2.477269e-004  6.998414e-005
 3.884593e-001  2.368110e-004  7.033785e-005
 3.889133e-001  1.640483e-004  7.025573e-005
 3.893673e-001  1.317773e-004  6.961360e-005
 3.898213e-001  2.091338e-004  7.045499e-005
 3.902753e-001  2.093544e-004  6.993328e-005
 3.907293e-001  2.407894e-004  7.037306e-005
 3.911833e-001  3.061914e-004  7.046275e-005
 3.916373e-001  1.251817e-004  7.032181e-005
 3.920913e-001  1.502513e-004  7.057424e-005
 3.925452e-001  1.659473e-004  6.977422e-005
 3.929992e-001  1.751042e-004  7.064906e-005
 3.934531e-001  1.182347e-004  7.025052e-005
 3.939071e-001  2.978370e-004  7.052045e-005
 3.943611e-001  2.603358e-004  7.046461e-005
 3.948150e-001  7.035278e-006  6.991997e-005
 3.952689e-001  1.949000e-004  7.082918e-005
 3.957229e-001  1.724400e-004  7.040808e-005
 3.961768e-001  8.364993e-005  7.053120e-005
 3.966307e-001  2.825726e-004  7.042084e-005
 3.970846e-001  1.712710e-004  7.057185e-005
 3.975386e-001  1.195637e-004  7.112551e-005
 3.979925e-001  1.777860e-004  6.982603e-005
 3.984464e-001  1.464242e-004  7.083792e-005
 3.989003e-001  1.564015e-004  7.046567e-005
 3.993542e-001  5.909593e-005  7.087594e-005
 3.998081e-001  2.648853e-004  7.109426e-005
 4.002619e-001  3.036803e-004  6.986185e-005
 4.007158e-001  1.177546e-004  7.098549e-005
 4.011697e-001  8.372072e-005  7.058147e-005
 4.016236e-001  2.471850e-004  7.093332e-005
 4.020774e-001  2.140539e-004  7.075560e-005
 4.025313e-001  2.931769e-004  7.066325e-005
 4.029851e-001  2.606694e-004  7.141674e-005
 4.034390e-001  1.911476e-004  7.029459e-005
 4.038928e-001  1.885202e-004  7.055131e-005
 4.043467e-001  2.683048e-004  7.095888e-005
 4.048005e-001  1.565684e-004  7.085911e-005
 4.052543e-001  1.683563e-004  7.152268e-005
 4.057082e-001  1.383134e-004  7.047188e-005
 4.061620e-001  1.191816e-004  7.097782e-005
 4.066158e-001  4.171801e-005  7.065716e-005
 4.070696e-001  1.682389e-004  7.099551e-005
 4.075234e-001  2.511356e-004  7.073827e-005
 4.079772e-001  9.238570e-005  7.030198e-005
 4.084310e-001  1.681801e-004  7.078142e-005
 4.088848e-001  1.462654e-004  7.042955e-005
 4.093386e-001  1.493127e-004  7.051255e-005
 4.097924e-001  2.338219e-004  7.022116e-005
 4.102461e-001  1.320339e-004  7.035862e-005
 4.106999e-001  1.402617e-004  7.092756e-005
 4.111537e-001  2.447473e-004  7.035653e-005
 4.116074e-001  1.793929e-004  7.042598e-005
 4.120612e-001  2.270593e-004  7.030382e-005
 4.125149e-001  7.766077e-005  7.029667e-005
 4.129687e-001  3.041444e-004  7.086013e-005
 4.134224e-001  1.703317e-004  6.993188e-005
 4.138761e-001  2.256406e-004  7.088546e-005
 4.143298e-001  1.050253e-004  7.027169e-005
 4.147836e-001  2.001787e-004  7.076333e-005
 4.152373e-001  9.985077e-005  7.025162e-005
 4.156910e-001  1.369934e-004  7.032179e-005
 4.161447e-001  1.586083e-004  7.108038e-005
 4.165984e-001  1.774624e-004  7.021005e-005
 4.170521e-001  2.994264e-004  7.104638e-005
 4.175058e-001  1.543068e-004  7.011117e-005
 4.179595e-001  1.806395e-004  7.085367e-005
 4.184131e-001  1.030023e-004  7.095243e-005
 4.188668e-001  2.649827e-004  7.025637e-005
 4.193205e-001  1.069597e-004  7.073151e-005
 4.197742e-001  8.124211e-005  7.044634e-005
 4.202278e-001  1.117693e-004  7.087506e-005
 4.206815e-001  2.306874e-004  7.091727e-005
 4.211351e-001  1.569201e-004  7.031869e-005
 4.215888e-001  1.800718e-004  7.124442e-005
 4.220424e-001  1.763434e-004  7.053783e-005
 4.224960e-001  2.301462e-004  7.102231e-005
 4.229497e-001  2.062513e-004  7.049501e-005
 4.234033e-001  8.813450e-005  7.064198e-005
 4.238569e-001  1.338094e-004  7.154050e-005
 4.243105e-001  2.436831e-004  7.029045e-005
 4.247641e-001  1.426012e-004  7.126577e-005
 4.252177e-001  1.920606e-004  7.057208e-005
 4.256713e-001  1.705712e-004  7.105319e-005
 4.261249e-001  8.608113e-005  7.089477e-005
 4.265785e-001  2.429035e-004  7.071051e-005
 4.270321e-001  1.456379e-004  7.124211e-005
 4.274856e-001  7.580920e-005  7.055335e-005
 4.279392e-001  1.230953e-004  7.117979e-005
 4.283928e-001  2.486929e-004  7.123524e-005
 4.288463e-001  1.180228e-004  7.078583e-005
 4.292999e-001  1.059888e-004  7.127759e-005
 4.297534e-001  2.056491e-004  7.059940e-005
 4.302069e-001  7.443745e-005  7.128202e-005
 4.306605e-001  2.534919e-004  7.077377e-005
 4.311140e-001  6.032729e-005  7.071463e-005
 4.315675e-001  1.234908e-004  7.153584e-005
 4.320211e-001  1.530040e-004  7.084225e-005
 4.324746e-001  1.655343e-004  7.138240e-005
 4.329281e-001  1.310228e-004  7.100411e-005
 4.333816e-001  1.974085e-004  7.128749e-005
 4.338351e-001  6.073118e-005  7.129784e-005
 4.342886e-001  1.497878e-004  7.093149e-005
 4.347421e-001  2.588058e-004  7.144253e-005
 4.351955e-001  1.097188e-004  7.091437e-005
 4.356490e-001  1.553434e-004  7.141097e-005
 4.361025e-001  2.101719e-004  7.116031e-005
 4.365560e-001  2.830333e-004  7.118660e-005
 4.370094e-001  3.124816e-004  7.158631e-005
 4.374629e-001  9.181409e-005  7.091977e-005
 4.379163e-001  1.087347e-004  7.166431e-005
 4.383698e-001  2.610009e-004  7.090016e-005
 4.388232e-001  1.815942e-004  7.160548e-005
 4.392766e-001  1.960205e-004  7.155264e-005
 4.397301e-001  2.550905e-004  7.109657e-005
 4.401835e-001  1.996004e-004  7.153288e-005
 4.406369e-001  6.232301e-005  7.086279e-005
 4.410903e-001  8.660824e-005  7.164056e-005
 4.415437e-001  1.513284e-004  7.140988e-005
 4.419971e-001  2.362802e-004  7.151345e-005
 4.424505e-001  1.192973e-005  7.137602e-005
 4.429039e-001  1.372117e-004  7.121821e-005
 4.433573e-001  1.276816e-004  7.193625e-005
 4.438106e-001  2.032382e-004  7.138734e-005
 4.442640e-001  1.502864e-004  7.146283e-005
 4.447174e-001  1.703903e-004  7.182712e-005
 4.451707e-001  2.221513e-004  7.092764e-005
 4.456241e-001  1.375705e-005  7.175787e-005
 4.460774e-001  7.295684e-005  7.082025e-005
 4.465308e-001  8.856111e-005  7.181471e-005
 4.469841e-001  1.530105e-004  7.156859e-005
 4.474375e-001  2.342573e-004  7.155210e-005
 4.478908e-001  2.007006e-004  7.203591e-005
 4.483441e-001  2.335133e-004  7.094491e-005
 4.487974e-001  7.963170e-005  7.185741e-005
 4.492507e-001  3.521504e-004  7.169663e-005
 4.497040e-001  9.892899e-005  7.166049e-005
 4.501573e-001  1.719158e-004  7.220549e-005
 4.506106e-001  1.651847e-004  7.124005e-005
 4.510639e-001  8.250540e-005  7.204658e-005
 4.515172e-001  2.858347e-004  7.163956e-005
 4.519705e-001  2.043162e-004  7.128034e-005
 4.524237e-001  8.799374e-005  7.185152e-005
 4.528770e-001  1.073098e-004  7.166720e-005
 4.533303e-001  1.690890e-004  7.217921e-005
 4.537835e-001  1.167717e-004  7.111253e-005
 4.542368e-001  4.448399e-005  7.178755e-005
 4.546900e-001  1.530385e-004  7.204134e-005
 4.551432e-001  2.698174e-004  7.192879e-005
 4.555965e-001  3.453589e-005  7.187872e-005
 4.560497e-001  1.853734e-004  7.143094e-005
 4.565029e-001  2.563829e-004  7.199924e-005
 4.569561e-001  1.603688e-004  7.183545e-005
 4.574093e-001  1.798539e-004  7.218139e-005
 4.578625e-001  1.864251e-004  7.193243e-005
 4.583157e-001  1.300832e-004  7.166749e-005
 4.587689e-001  2.167642e-004  7.227284e-005
 4.592221e-001  1.314313e-004  7.184528e-005
 4.596753e-001  1.505369e-004  7.188218e-005
 4.601284e-001  1.241988e-004  7.187598e-005
 4.605816e-001  9.395209e-005  7.219191e-005
 4.610348e-001  2.135335e-004  7.256655e-005
 4.614879e-001  2.197721e-004  7.146499e-005
 4.619411e-001  4.058749e-006  7.226795e-005
 4.623942e-001  1.269700e-004  7.177067e-005
 4.628474e-001  9.892163e-005  7.245443e-005
 4.633005e-001  9.772606e-005  7.210879e-005
 4.637536e-001  1.712246e-004  7.144141e-005
 4.642067e-001  8.474016e-005  7.273475e-005
 4.646599e-001  1.784668e-004  7.175336e-005
 4.651130e-001  8.601991e-005  7.233926e-005
 4.655661e-001  2.545562e-004  7.254497e-005
 4.660192e-001  2.019304e-004  7.189088e-005
 4.664723e-001  3.061205e-004  7.541643e-005
 4.669253e-001  1.727744e-004  7.563881e-005
 4.673784e-001  1.990691e-004  7.782315e-005
 4.678315e-001  1.547999e-004  7.823544e-005
 4.682846e-001  4.131787e-005  7.964725e-005
 4.687376e-001  8.466018e-005  8.174047e-005
 4.691907e-001  2.407949e-004  8.030487e-005
 4.696437e-001 -5.021890e-005  8.292946e-005
 4.700968e-001  1.548855e-004  8.320927e-005
 4.705498e-001  3.739045e-005  8.364809e-005
 4.710029e-001  1.036588e-004  8.510927e-005
 4.714559e-001  1.257585e-004  8.444772e-005
 4.719089e-001  1.964567e-004  8.736091e-005
 4.723619e-001  2.230104e-004  8.623120e-005
 4.728149e-001  9.655757e-005  8.803793e-005
 4.732679e-001  9.132911e-005  8.826697e-005
 4.737209e-001  1.322811e-004  8.895932e-005
 4.741739e-001  1.757446e-004  9.065068e-005
 4.746269e-001  2.213169e-004  8.997829e-005
 4.750799e-001  3.451391e-005  9.134169e-005
 4.755329e-001  1.353717e-004  9.202010e-005
 4.759858e-001  8.890792e-005  9.319650e-005
 4.764388e-001  2.446712e-004  9.441521e-005
 4.768917e-001  2.055426e-004  9.294305e-005
 4.773447e-001  1.978861e-004  9.566289e-005
 4.777976e-001  1.305608e-004  9.521387e-005
 4.782506e-001  9.424577e-005  9.683540e-005
 4.787035e-001  1.508975e-004  9.586664e-005
 4.791564e-001  6.849294e-005  9.774784e-005
 4.796094e-001  1.157829e-004  9.877568e-005
 4.800623e-001  3.347164e-004  9.936804e-005
 4.805152e-001  1.478936e-004  9.998033e-005
 4.809681e-001  1.956350e-004  9.965067e-005
 4.814210e-001  2.303979e-004  1.021833e-004
 4.818739e-001  6.806796e-005  1.022759e-004
 4.823267e-001  1.269600e-004  1.031384e-004
 4.827796e-001  1.089387e-004  1.022119e-004
 4.832325e-001  8.969555e-005  1.050189e-004
 4.836854e-001  1.869661e-004  1.054372e-004
 4.841382e-001  1.634511e-004  1.058701e-004
 4.845911e-001  1.830901e-004  1.043352e-004
 4.850439e-001  2.720995e-004  1.050158e-004
 4.854968e-001  2.849355e-004  1.065589e-004
 4.859496e-001  1.165143e-004  1.058159e-004
 4.864024e-001 -1.297970e-005  1.065410e-004
 4.868552e-001  9.091593e-005  1.063400e-004
 4.873081e-001  2.102045e-004  1.058604e-004
 4.877609e-001  3.771906e-004  1.074340e-004
 4.882137e-001  8.904488e-005  1.063948e-004
 4.886665e-001  1.497914e-004  1.066858e-004
 4.891193e-001  1.328407e-004  1.079601e-004
 4.895721e-001  1.784544e-004  1.083926e-004
 4.900248e-001  1.348331e-004  1.070229e-004
 4.904776e-001  2.162951e-004  1.081896e-004
 4.909304e-001  1.519968e-004  1.075417e-004
 4.913831e-001  2.921446e-004  1.104120e-004
 4.918359e-001  1.171951e-004  1.100686e-004
 4.922886e-001  3.104247e-004  1.093600e-004
 4.927414e-001  2.714255e-004  1.103101e-004
 4.931941e-001  1.798699e-005  1.101180e-004
 4.936469e-001  1.806384e-004  1.112599e-004
 4.940996e-001  5.409744e-005  1.113310e-004
 4.945523e-001 -2.834689e-005  1.111601e-004
 4.950050e-001  2.049573e-005  1.126551e-004
 4.954577e-001  1.747741e-004  1.128302e-004
 4.959104e-001  3.127192e-004  1.128875e-004
 4.963631e-001  1.083337e-004  1.133024e-004
 4.968158e-001  1.514385e-004  1.134130e-004
 4.972685e-001  4.736489e-005  1.146550e-004
 4.977212e-001  2.034879e-004  1.150019e-004
 4.981738e-001  2.801434e-004  1.147260e-004
 4.986265e-001  1.904812e-004  1.162977e-004
 4.990792e-001  1.205712e-004  1.165046e-004
 4.995318e-001  3.849896e-004  1.171562e-004
 4.999844e-001  1.073797e-004  1.155792e-004
 5.004371e-001  2.219090e-004  1.176081e-004
 5.008897e-001  2.363613e-004  1.184781e-004
 5.013423e-001  2.681966e-004  1.185795e-004
 5.017950e-001  3.311409e-005  1.179792e-004
 5.022476e-001  3.058559e-004  1.189172e-004
 5.027002e-001  1.071787e-004  1.199694e-004
 5.031528e-001  2.017588e-005  1.213476e-004
 5.036054e-001  2.737652e-004  1.194150e-004
 5.040580e-001  5.752033e-005  1.210258e-004
 5.045105e-001  9.975656e-005  1.215947e-004
 5.049631e-001  6.239944e-005  1.229904e-004
 5.054157e-001  1.312196e-004  1.221617e-004
 5.058683e-001  7.883113e-005  1.224451e-004
 5.063208e-001  4.733949e-005  1.231872e-004
 5.067734e-001  1.233324e-004  1.244861e-004
 5.072259e-001  7.479438e-005  1.239403e-004
 5.076784e-001  2.504031e-004  1.251520e-004
 5.081310e-001  1.503075e-004  1.255198e-004
 5.085835e-001  1.069610e-004  1.260906e-004
 5.090360e-001  1.935463e-004  1.269444e-004
 5.094885e-001  5.200317e-005  1.248296e-004
 5.099410e-001  1.507906e-004  1.275848e-004
 5.103935e-001  2.929801e-004  1.289795e-004
 5.108460e-001  1.786049e-004  1.288432e-004
 5.112985e-001 -2.021685e-004  1.285618e-004
 5.117510e-001  3.458027e-004  1.281885e-004
 5.122035e-001  2.885998e-004  1.308450e-004
 5.126559e-001  1.488799e-004  1.312943e-004
 5.131084e-001  1.361461e-004  1.301643e-004
 5.135608e-001  3.646343e-004  1.323180e-004
 5.140133e-001  7.847472e-005  1.319208e-004
 5.144657e-001  3.092428e-004  1.334881e-004
 5.149182e-001  6.735967e-005  1.328538e-004
 5.153706e-001  1.101528e-004  1.324315e-004
 5.158230e-001  2.625836e-004  1.351522e-004
 5.162754e-001  3.125335e-004  1.368065e-004
 5.167278e-001  3.402542e-004  1.369644e-004
 5.171802e-001  1.978927e-004  1.331888e-004
 5.176326e-001  1.472354e-004  1.372408e-004
 5.180850e-001 -2.121405e-005  1.391372e-004
 5.185374e-001 -1.900090e-005  1.379001e-004
 5.189898e-001  4.075215e-005  1.378827e-004
 5.194422e-001  2.825713e-004  1.388203e-004
 5.198945e-001  1.101558e-004  1.398684e-004
 5.203469e-001  2.215851e-005  1.417631e-004
 5.207992e-001  2.474741e-004  1.398766e-004
 5.212516e-001  1.968143e-004  1.417087e-004
