Entry	Mapped PubMed ID
P10275	10234512; 10235266; 10364196; 10380986; 10542397; 10654935; 10708486; 10817350; 10987273; 11079451; 11103816; 11121205; 11140838; 11156376; 11172827; 11221880; 11293168; 11368874; 11389183; 11397855; 11404460; 11409695; 11437399; 11456479; 11474658; 11543741; 11545293; 11547131; 11550169; 11564035; 11571725; 11571732; 11591412; 11591424; 11595700; 11600555; 11701709; 11720249; 11751688; 11751884; 11774215; 11779876; 11788641; 11792931; 11803263; 11818501; 11818512; 11845321; 11847524; 11856748; 11861380; 11865025; 11875111; 11889162; 11894977; 11894978; 11896058; 11903314; 11923466; 11927493; 11931767; 11935317; 11956643; 11967956; 11971763; 11971970; 11981028; 12006704; 12011088; 12015328; 12031042; 12036913; 12042281; 12050225; 12061774; 12077349; 12083956; 12085360; 12089361; 12101115; 12111704; 12115497; 12119296; 12124798; 12146732; 12161010; 12161011; 12163482; 12177000; 12189490; 12202660; 12213902; 12218053; 12220434; 12226080; 12230620; 12370109; 12372281; 12376473; 12376504; 12385020; 12390340; 12394768; 12399527; 12404104; 12465595; 12481545; 12482965; 12499384; 12514133; 12532157; 12532336; 12534937; 12542725; 12559985; 12568409; 12569365; 12573820; 12582022; 12586762; 12588987; 12591938; 12593895; 12602902; 12602915; 12606125; 12629350; 12632109; 12634316; 12637980; 12648179; 12649062; 12668243; 12682292; 12712467; 12714604; 12727953; 12755998; 12767946; 12771131; 12775722; 12779088; 12788064; 12799378; 12802043; 12804609; 12810069; 12824190; 12843171; 12843184; 12860943; 12864730; 12877254; 12879219; 12890669; 12895004; 12908100; 12923188; 12925954; 12949936; 12970746; 14504193; 14511213; 14511217; 14511406; 14517289; 14517714; 14519624; 14555644; 14573323; 14585317; 14612401; 14627807; 14641003; 14645241; 14652007; 14662770; 14663470; 14664704; 14667136; 14667996; 14668339; 14691592; 14698481; 14713779; 14726805; 14734264; 14742287; 14743468; 14744796; 14755454; 14769635; 14963700; 14966121; 14966297; 14968432; 14973115; 14974091; 14974917; 14981536; 14985354; 14999487; 15013685; 15023052; 15042597; 15044606; 15046097; 15053245; 15061984; 15091318; 15107424; 15109605; 15117901; 15118070; 15120698; 15123687; 15131260; 15136785; 15156193; 15171708; 15175151; 15178691; 15199155; 15201804; 15205473; 15215582; 15229204; 15239671; 15256534; 15264247; 15266301; 15302512; 15310009; 15328534; 15337466; 15341991; 15350307; 15358199; 15361837; 15368471; 15376484; 15377647; 15378650; 15389799; 15472213; 15472231; 15479493; 15514032; 15519887; 15522925; 15533905; 15534116; 15536156; 15536520; 15539430; 15541640; 15545219; 15557561; 15558026; 15570555; 15572661; 15579779; 15583694; 15585562; 15591061; 15598662; 15598771; 15599941; 15609040; 15609126; 15617028; 15630701; 15640154; 15654614; 15665279; 15695110; 15704521; 15711606; 15721279; 15731171; 15754350; 15757859; 15772083; 15774258; 15790678; 15809670; 15810021; 15817010; 15827323; 15827868; 15833816; 15835798; 15876692; 15887248; 15888966; 15890890; 15894683; 15896744; 15900601; 15919721; 15934454; 15948728; 15950642; 15952987; 15954500; 15956082; 15963062; 15988382; 15994977; 16039774; 16046054; 16079795; 16098017; 16112495; 16117826; 16120611; 16123086; 16161040; 16161052; 16166078; 16166332; 16172040; 16172197; 16187285; 16195823; 16210317; 16210365; 16244490; 16254899; 16273319; 16278385; 16282370; 16299230; 16317584; 16352666; 16358333; 16365013; 16365023; 16365032; 16365681; 16368182; 16373395; 16377095; 16382684; 16384856; 16400085; 16425097; 16425262; 16433248; 16437189; 16446741; 16449235; 16449965; 16450583; 16461912; 16467955; 16470553; 16474850; 16479009; 16494870; 16515589; 16569551; 16583221; 16601069; 16603238; 16627595; 16644868; 16645039; 16647340; 16690616; 16705072; 16720717; 16724108; 16725394; 16751179; 16759824; 16759930; 16774685; 16791593; 16793958; 16809273; 16813680; 16835890; 16847812; 16859836; 16860317; 16865224; 16865726; 16868150; 16914734; 16918952; 16921507; 16923962; 16950754; 16957138; 16969502; 16969583; 16980632; 16987421; 17003774; 17010601; 17011549; 17015840; 17034507; 17043241; 17054461; 17055455; 17065579; 17073749; 17073759; 17074594; 17075604; 17077481; 17082327; 17108148; 17160687; 17170703; 17178871; 17178887; 17183365; 17187234; 17202144; 17217995; 17230529; 17241382; 17242169; 17244640; 17256155; 17257635; 17259306; 17262801; 17321486; 17322500; 17334586; 17334587; 17334597; 17336451; 17353003; 17356171; 17363459; 17365134; 17372242; 17376218; 17413000; 17416965; 17426252; 17431729; 17452459; 17453687; 17465263; 17470458; 17476687; 17477366; 17487836; 17496156; 17503469; 17507624; 17510388; 17522055; 17522416; 17538927; 17540719; 17541959; 17553795; 17563746; 17568191; 17569297; 17570496; 17579205; 17585029; 17601350; 17601880; 17611654; 17613104; 17627815; 17634427; 17635910; 17651405; 17653089; 17656415; 17659846; 17671686; 17684052; 17696745; 17698582; 17704139; 17706202; 17712477; 17714709; 17721441; 17727679; 17728127; 17728259; 17728669; 17785571; 17803691; 17855696; 17873892; 17885209; 17889867; 17904846; 17906287; 17909037; 17914092; 17916185; 17919607; 17922225; 17926464; 17932034; 17932503; 17936280; 17937062; 17940184; 17968460; 17972531; 17974989; 17975004; 17979523; 17984247; 17991730; 17997416; 18022799; 18037956; 18066052; 18070607; 18084330; 18084622; 18097504; 18174258; 18178153; 18181049; 18187183; 18191848; 18192296; 18196538; 18202763; 18212046; 18212060; 18217192; 18252782; 18266956; 18270197; 18270433; 18273818; 18281036; 18281521; 18284208; 18284209; 18302198; 18303071; 18319300; 18321498; 18323476; 18324648; 18332867; 18342859; 18349820; 18358509; 18365230; 18372911; 18374401; 18385763; 18390176; 18402773; 18413735; 18415690; 18420738; 18451148; 18462702; 18469090; 18471792; 18477206; 18479901; 18481277; 18483761; 18483883; 18484228; 18491956; 18495332; 18501301; 18503826; 18511414; 18511503; 18516299; 18521741; 18535113; 18535544; 18555222; 18559568; 18560135; 18562955; 18565325; 18566991; 18577874; 18586675; 18593950; 18599551; 18601603; 18602367; 18617186; 18624843; 18628304; 18636124; 18637017; 18640093; 18645675; 18645714; 18651839; 18656523; 18673534; 18676362; 18687691; 18692840; 18694745; 18694860; 18697861; 18703514; 18708348; 18717241; 18723670; 18726991; 18762554; 18767927; 18776922; 18780293; 18787043; 18794357; 18799683; 18801408; 18805694; 18805913; 18829485; 18840639; 18849991; 18852122; 18952763; 18958349; 18962445; 18977241; 18977589; 18992263; 19011039; 19013180; 19017913; 19052375; 19058140; 19058789; 19059367; 19060910; 19061288; 19062009; 19062046; 19064572; 19075001; 19087565; 19094228; 19095061; 19107370; 19116244; 19118031; 19126541; 19137002; 19147544; 19159685; 19167832; 19168451; 19172534; 19178528; 19189305; 19190146; 19201267; 19201527; 19207614; 19218788; 19223455; 19231085; 19237573; 19257827; 19261388; 19274665; 19277043; 19279159; 19282387; 19301304; 19339269; 19340294; 19347812; 19361789; 19366804; 19372057; 19373488; 19383805; 19389811; 19391487; 19429451; 19443608; 19448851; 19453261; 19458022; 19458261; 19460858; 19463689; 19463997; 19481544; 19491261; 19493626; 19497852; 19514049; 19533338; 19538365; 19555469; 19584056; 19598235; 19604497; 19617210; 19620824; 19622840; 19627379; 19628766; 19632176; 19656574; 19668381; 19672785; 19683543; 19684044; 19692168; 19703457; 19739075; 19753540; 19758318; 19762545; 19767773; 19786297; 19787772; 19790238; 19794963; 19797017; 19802001; 19802006; 19804943; 19815066; 19815331; 19816598; 19818997; 19828458; 19830810; 19833203; 19851057; 19852793; 19884136; 19884383; 19884906; 19885808; 19901962; 19913121; 19921427; 19937586; 19938016; 19938041; 19946123; 19946220; 19947564; 19951614; 19953479; 19954068; 19956877; 19962986; 19995608; 19996220; 20006655; 20007693; 20035825; 20038533; 20043082; 20048054; 20048160; 20048343; 20053928; 20056211; 20063560; 20065623; 20071336; 20083725; 20086010; 20087306; 20126983; 20127024; 20127405; 20127713; 20133446; 20140226; 20147518; 20150575; 20159969; 20160483; 20173016; 20173765; 20181722; 20184516; 20186458; 20190557; 20198568; 20199557; 20200439; 20203370; 20204290; 20215828; 20231367; 20233785; 20299092; 20305676; 20308360; 20333878; 20338164; 20351714; 20353269; 20369693; 20374306; 20378615; 20378930; 20381444; 20383201; 20388792; 20410235; 20417685; 20420697; 20431938; 20432460; 20439495; 20448036; 20450840; 20458976; 20478527; 20479013; 20491624; 20493947; 20507730; 20519371; 20534771; 20541699; 20551262; 20579136; 20588308; 20610535; 20615892; 20628086; 20628607; 20628746; 20632874; 20634197; 20634949; 20672904; 20680031; 20691435; 20711217; 20713353; 20716560; 20734064; 20808127; 20823083; 20826791; 20831839; 20843821; 20846920; 20865044; 20869592; 20877012; 20880698; 20888558; 20922474; 20952028; 20967566; 21047772; 21070797; 21073542; 21089003; 21099110; 21107681; 21117024; 21134350; 21154321; 21157430; 21159020; 21166701; 21171262; 21172304; 21172305; 21193722; 21211271; 21212260; 21215164; 21218636; 21242980; 21248069; 21264529; 21270324; 21273441; 21310761; 21311178; 21327417; 21343391; 21352305; 21359179; 21368712; 21393548; 21400613; 21410621; 21410629; 21423805; 21444647; 21445561; 21454491; 21470285; 21486420; 21489984; 21505847; 21506119; 21506597; 21519872; 21521258; 21525791; 21528410; 21532617; 21552212; 21552559; 21572438; 21575859; 21597087; 21602788; 21606347; 21609552; 21613411; 21617230; 21642359; 21652770; 21667251; 21677876; 21680704; 21681193; 21701558; 21712734; 21714804; 21722642; 21730049; 21730289; 21741601; 21748469; 21773856; 21781227; 21781458; 21782001; 21784131; 21795710; 21799006; 21820033; 21828246; 21837479; 21844951; 21846139; 21868758; 21871886; 21878636; 21885566; 21909421; 21912077; 21924870; 21935435; 21937623; 21940984; 21950206; 21950564; 21956655; 21958043; 21962961; 21965718; 21966451; 21977989; 22007000; 22020793; 22021428; 22027692; 22039288; 22047606; 22064655; 22068615; 22074952; 22081303; 22083957; 22086872; 22089459; 22095517; 22102282; 22107839; 22116683; 22128178; 22154085; 22155408; 22174412; 22179855; 22188741; 22212979; 22233359; 22245379; 22245783; 22264502; 22266320; 22266865; 22272301; 22275373; 22281759; 22282656; 22286197; 22309306; 22315407; 22318716; 22321971; 22327304; 22328501; 22334658; 22344533; 22360658; 22385118; 22386953; 22391641; 22392544; 22403609; 22403669; 22426480; 22433123; 22456196; 22456197; 22471922; 22487869; 22493003; 22494987; 22495974; 22508765; 22508987; 22531679; 22531786; 22532567; 22562653; 22568330; 22578234; 22579704; 22584579; 22590818; 22608749; 22608750; 22653589; 22653923; 22654108; 22665497; 22695532; 22719059; 22724574; 22731640; 22733359; 22734680; 22736030; 22745190; 22745193; 22765868; 22771493; 22799610; 22819717; 22819977; 22821817; 22829593; 22846800; 22851332; 22877366; 22882535; 22885105; 22890844; 22894932; 22897611; 22899854; 22982153; 22986532; 23001776; 23010705; 23012352; 23013557; 23023312; 23023562; 23030067; 23041672; 23044881; 23069658; 23088973; 23093490; 23095762; 23106833; 23117885; 23132707; 23132866; 23145034; 23146908; 23159636; 23160479; 23167717; 23171135; 23172223; 23182796; 23184046; 23193666; 23199240; 23201383; 23212659; 23227263; 23246967; 23260764; 23272232; 23301637; 23320115; 23321516; 23326489; 23334200; 23349811; 23363843; 23364790; 23369005; 23377847; 23386417; 23386643; 23388696; 23392859; 23393169; 23410127; 23410945; 23414681; 23417242; 23418075; 23426182; 23426362; 23430227; 23433069; 23435425; 23437213; 23443946; 23449888; 23476140; 23479164; 23493387; 23503510; 23510718; 23518348; 23523566; 23536722; 23539448; 23549873; 23554889; 23565754; 23571770; 23573315; 23580588; 23589523; 23589550; 23597562; 23599814; 23600948; 23602133; 23609189; 23620780; 23628801; 23631840; 23658830; 23661607; 23674566; 23704919; 23715826; 23719921; 23724116; 23727571; 23729601; 23729616; 23734213; 23755100; 23766127; 23775364; 23775437; 23775496; 23786676; 23786771; 23790802; 23801747; 23811403; 23814488; 23817021; 23842682; 23844628; 23851510; 23877345; 23884765; 23893242; 23906537; 23929266; 23933691; 23941877; 23945560; 23954086; 23959643; 23961993; 23962788; 23970793; 23982944; 23993415; 23996526; 24012099; 24023855; 24027196; 24037531; 24046116; 24053684; 24054868; 24056413; 24098470; 24099702; 24100013; 24101480; 24103312; 24116069; 24123015; 24124902; 24130878; 24165020; 24167630; 24172884; 24173286; 24177177; 24193094; 24201121; 24243687; 24244276; 24258347; 24271034; 24292680; 24297183; 24321103; 24324816; 24329492; 24336349; 24336678; 24356815; 24379448; 24391916; 24403250; 24422631; 24424504; 24440747; 24441043; 24465978; 24480624; 24484909; 24505496; 24507681; 24512546; 24522616; 24523409; 24552459; 24553861; 24561445; 24570075; 24574517; 24583551; 24589466; 24593124; 24596370; 24607544; 24615402; 24626777; 24634055; 24634161; 24647988; 24648349; 24662746; 24665929; 24680642; 24691874; 24703723; 24715382; 24728074; 24737579; 24737870; 24742458; 24777847; 24779793; 24786235; 24793306; 24824408; 24845031; 24845419; 24874833; 24875621; 24877132; 24884994; 24897063; 24913494; 24913829; 24925673; 24928520; 24930483; 24937452; 24942741; 24951107; 24956378; 24972028; 24986529; 25003216; 25008967; 25011927; 25012998; 25027083; 25031696; 25032861; 25034089; 25040852; 25043157; 25043756; 25078541; 25087467; 25088980; 25095606; 25103771; 25108912; 25109335; 25121964; 25124466; 25131556; 25132193; 25132238; 25132524; 25135278; 25138562; 25145503; 25148265; 25175748; 25178514; 25178713; 25180665; 25182772; 25184630; 25187224; 25200184; 25215939; 25216524; 25228652; 25229569; 25241761; 25274033; 25277659; 25301365; 25301736; 25307492; 25315188; 25327559; 25347744; 25351819; 25376484; 25409505; 25432062; 25433476; 25449081; 25460502; 25461807; 25471060; 25476896; 25482560; 25500540; 25500996; 25537508; 25563353; 25605250; 25691442; 25695063; 25712683; 25716092; 25724186; 25730905; 25744782; 25759396; 25781993; 25796113; 25796442; 25799006; 25808853; 25822367; 25825716; 25846647; 25851605; 25860954; 25867301; 25883222; 25884570; 25897673; 25899828; 25904752; 25925349; 25943311; 25950519; 25953903; 25977336; 25979597; 26039245; 26040853; 26044568; 26050226; 26052614; 26060018; 26062412; 26063731; 26076967; 26083457; 26097556; 26160177; 26160840; 26162521; 26175158; 26178169; 26181238; 26186973; 26216079; 26219822; 26231735; 26247526; 26249023; 26257066; 26260807; 26267320; 26286643; 26291982; 26297988; 26299772; 26304264; 26304926; 26305549; 26305679; 26306851; 26310125; 26314494; 26318424; 26327810; 26336104; 26336819; 26339363; 26342051; 26342197; 26345963; 26364608; 26372468; 26378018; 26378044; 26393301; 26397136; 26404510; 26404660; 26406407; 26410037; 26411689; 26431497; 26448047; 26453288; 26457646; 26459575; 26467701; 26491675; 26506516; 26506594; 26510590; 26511871; 26537258; 26537882; 26541420; 26552477; 26554309; 26556855; 26560244; 26634957; 26636645; 26647441; 26648519; 26649804; 26667715; 26683992; 26688387; 26709083; 26751641; 26751772; 26808578; 26813233; 26829214; 26829394; 26848581; 26848868; 26862755; 26872377; 26876202; 26885616; 26885620; 26888452; 26890396; 26895311; 26902145; 26910733; 26928323; 26928463; 26945682; 26962150; 26962784; 26973243; 26986969; 26993046; 26993766; 27026268; 27028864; 27049719; 27051040; 27060448; 27067807; 27068475; 27072221; 27085459; 27109471; 27110943; 27120785; 27132804; 27133133; 27157932; 27163385; 27179779; 27183006; 27183270; 27184484; 27185910; 27191887; 27193223; 27196756; 27197266; 27226492; 27233475; 27249694; 27255895; 27264242; 27267997; 27276681; 27278879; 27305909; 27322140; 27340775; 27341831; 27350136; 27357524; 27363033; 27365400; 27384477; 27390010; 27399919; 27403927; 27409172; 27417274; 27440270; 27462022; 27466486; 27471164; 27486973; 27492635; 27498682; 27499349; 27509970; 27514395; 27522732; 27534968; 27565181; 27576691; 27583472; 27594448; 27602760; 27609317; 27611945; 27623747; 27634452; 27634944; 27641228; 27664517; 27671337; 27683042; 27683182; 27690341; 27693493; 27702564; 27702818; 27718274; 27725309; 27725361; 27743893; 27760327; 27760825; 27784708; 27793987; 27794482; 27815387; 27819678; 27835608; 27848972; 27873769; 27897170; 27902483; 27903893; 27909718; 27959398; 27976415; 27977328; 27979426; 27993966; 27994190; 28003546; 28011482; 28011491; 28025139; 28036278; 28038451; 28040353; 28042025; 28050800; 28052297; 28055971; 28060723; 28087734; 28089832; 28091563; 28104311; 28108234; 28115200; 28151718; 28152506; 28165461; 28169398; 28176139; 28178391; 28181296; 28186600; 28219737; 28220803; 28228262; 28235766; 28250337; 28252832; 28262798; 28264911; 28272969; 28279145; 28295444; 28299491; 28324702; 28363748; 28366633; 28373004; 28396297; 28415597; 28432720; 28444169; 28454849; 28457967; 28468774; 28470764; 28472366; 28473535; 28475016; 28483704; 28498452; 28507054; 28512248; 28528814; 28536143; 28539237; 28551687; 28591577; 28598253; 28611373; 28633425; 28640128; 28668854; 28696695; 28707146; 28743543; 28745319; 28754634; 28775145; 28782227; 28811363; 28818355; 28819028; 28826481; 28826504; 28851578; 28851861; 28886115; 28915409; 28928128; 28935391; 28945566; 28947209; 28957377; 28972672; 28978635; 28991234; 29030639; 29044734; 29051026; 29083935; 29089489; 29130706; 29157894; 29187427; 29187464; 29198908; 29202793; 29206494; 29225078; 29249800; 29254307; 29257308; 29267169; 29309643; 29332354; 29386247; 29396419; 29421333; 29427323; 29453314; 29478604; 29491078; 29508425; 29572225; 29666302; 29670000; 29686105; 29693241; 29716628; 29720561; 29747687; 29749458; 29777728; 29784665; 29808028; 29844167; 29844570; 29850791; 29859188; 29859233; 29862474; 29880907; 29883487; 29886316; 29914823; 29917167; 29955787; 29981500; 29988112; 30019487; 30043577; 30058677; 30072740; 30099587; 30108134; 30109519; 30124873; 30134822; 30135575; 30139231; 30141201; 30142696; 30150059; 30156032; 30156935; 30190514; 30200999; 30217568; 30228349; 30230528; 30250632; 30261555; 30267260; 30284554; 30297360; 30300610; 30301150; 30301829; 30314815; 30334814; 30351863; 30378192; 30395538; 30415810; 30445651; 30488195; 30509050; 30513371; 30518641; 30557851; 30578319; 30606742; 30626627; 30644358; 30649323; 30664187; 30667363; 30695589; 30706181; 30706868; 30737779; 30761532; 30773341; 30776192; 30792308; 30807779; 30820039; 30821186; 30833300; 30846226; 30894518; 30900623; 30912411; 30930119; 30958616; 30961575; 30963631; 30992362; 31036442; 31040043; 31043708; 31046065; 31048691; 31051242; 31059067; 31136301; 31180485; 31215730; 31219235; 31221168; 31256208; 31266892; 31286815; 31297844; 31308078; 31310591; 31366519; 31370197; 31373714; 31395886; 31431456; 31444154; 31446215; 31448633; 31462713; 31477836; 31501416; 31501863; 31503366; 31515456; 31520575; 31542641; 31551480; 31566139; 31599460; 31603099; 31604846; 31614206; 31653572; 31685543; 31727962; 31728025; 31729338; 31759122; 31761786; 31769890; 31772120; 31796514; 31809622; 31819114; 31833612; 31843555; 31852972; 31855178; 31894360; 31900915; 31901908; 31931431; 31932493; 31933152; 31940495; 31947623; 32014455; 32044888; 32086588; 32088212; 32109207; 32124842; 32166698; 32198489; 32278794; 32282098; 32297439; 32319606; 32330514; 32344660; 32358577; 32366278; 32374753; 32392092; 32401357; 32412125; 32424106; 32435981; 32436149; 32449811; 32487321; 32488141; 32504365; 32512878; 32534106; 32555329; 32565323; 32579541; 32593802; 32602289; 32620366; 32622720; 32645702; 32692888; 32694250; 32694570; 32697770; 32718331; 32745318; 32770457; 32781788; 32787509; 32814769; 32820253; 32823970; 32847068; 32858191; 32881870; 32902124; 32908142; 32943729; 32946061; 32948192; 32957106; 32977355; 33011098; 33038264; 33106406; 33108824; 33112375; 33185682; 33213491; 33271252; 33277366; 33294922; 33300995; 33323969; 33323970; 33328560; 33359129; 33384381; 33420371; 33428943; 33446905; 33461196; 33462444; 33477033; 33484844; 33503448; 33510354; 33513133; 33548461; 33750429; 33751115; 33788729; 33822745; 33862456; 33976187; 34045511; 34099734; 34230128; 34318896; 9360540; 9417052; 9653119; 9720578; 9842998
O60765	10330177; 14519192; 16606702; 20628624; 8183939; 8769649
Q9Y2D1	12743605; 12812986; 15890932; 16164412; 16170340; 16300731; 17346882; 18055463; 18195013; 18832568; 19251251; 19285020; 19531563; 20102225; 20379614; 20423929; 21521685; 21972289; 21988832; 23275563; 23876217; 24302293; 25294425; 25517360; 25682872; 26365117; 26679606; 27125458; 27426517; 28861715; 29326161; 31033440; 31676720; 32342199; 32603335; 33640883
O43298	16189514; 19847924; 25416956
P51843	10235266; 10542397; 11738790; 11865025; 11875111; 12034880; 12083815; 12213901; 12519885; 12636049; 12727988; 12771131; 12843196; 15044589; 15084237; 15175151; 15379426; 15841486; 15879363; 15896744; 15988384; 16206264; 16232195; 16275267; 16355812; 16645015; 16713569; 16751179; 16834661; 17114343; 17308433; 17573657; 18038713; 18202527; 18381063; 18417736; 18591936; 18819054; 18824868; 18827407; 18941128; 18984668; 19015525; 19129717; 19188450; 19199243; 19237537; 19384854; 19508677; 19644015; 19651776; 19672728; 19726747; 19920188; 20080977; 20573681; 21029627; 21164257; 21227944; 21270512; 21378322; 21632081; 21672607; 21739173; 21775412; 21856289; 22456342; 22749036; 22761912; 22768659; 22843091; 22896671; 23018754; 23378245; 23512386; 23585174; 23824603; 24104199; 24531914; 24668626; 24751136; 25003377; 25079468; 25171651; 25416956; 25968435; 25985323; 26168243; 26207377; 27035099; 27281610; 28075027; 28284037; 29497051; 30537713; 30840280; 31030432; 31219797; 32028936; 32166680; 9653119
P59817	23455924; 33414445
O60315	11430829; 11592033; 11595972; 12149685; 12161443; 12175509; 12743038; 12743039; 12746390; 15006694; 15026811; 15231748; 15742334; 16053902; 16169070; 16273209; 16532472; 16568083; 17060462; 17203459; 17585049; 17855508; 17958891; 18182442; 18259761; 18376396; 18411277; 18829540; 19006215; 19183406; 19215041; 19336370; 19486012; 19651985; 19706487; 19806322; 19830559; 19842203; 19931509; 20074535; 20145308; 20195357; 20219685; 20375168; 20379614; 20424117; 20515682; 20585627; 20634891; 20682777; 20711500; 21079000; 21411626; 21426561; 21518799; 21529905; 21645397; 21747944; 21890822; 22042972; 22103974; 22213144; 22227038; 22311119; 22350782; 22393452; 22414880; 22486326; 22685266; 22761708; 22892238; 22949513; 23143680; 23184150; 23312517; 23312518; 23352789; 23376074; 23381389; 23412770; 23427518; 23466526; 23479023; 23658743; 23813959; 23933737; 24005989; 24127332; 24130169; 24165969; 24306957; 24401652; 24576558; 24626466; 24715670; 24769353; 24798342; 24810210; 24812058; 24833103; 24885194; 24914372; 24968735; 25008569; 25052237; 25270520; 25296715; 25301070; 25412653; 25427583; 25609649; 25741725; 25762639; 25779673; 25797260; 25818166; 25833697; 25894377; 25913622; 25954928; 25961171; 25975736; 26022123; 26028330; 26069251; 26193487; 26214683; 26220160; 26318860; 26378039; 26461224; 26556542; 26646296; 26654950; 26823172; 26852091; 27289031; 27589832; 27683414; 27733346; 27756750; 27761656; 27832070; 27933466; 28040410; 28133913; 28135249; 28192397; 28247944; 28416756; 28422173; 28423728; 28437884; 28534959; 28551696; 28569782; 28675122; 28680141; 28739727; 28783176; 28833449; 28848321; 28884252; 29052277; 29059150; 29115924; 29318479; 29339211; 29476046; 29516288; 29523224; 29600337; 29666469; 29893466; 29902868; 30100616; 30119219; 30352837; 30353102; 30361097; 30415780; 30445998; 30464170; 30592286; 30611621; 30646224; 30679322; 30692230; 30790340; 30825262; 30956067; 30957184; 30971493; 30979827; 31244281; 31253481; 31257481; 31298368; 31300455; 31364113; 31383581; 31499118; 31595443; 31599407; 31652445; 31679088; 31746333; 31793654; 31799665; 31910865; 31933004; 32046742; 32104945; 32163392; 32316405; 32335881; 32424109; 32445972; 32499245; 32503808; 32628253; 32633340; 32726486; 32826250; 32862055; 32919281; 32945479; 32965165; 33318568; 33572092; 33803107; 33870748; 34070208; 34226299; 34231077
Q01954	21741828; 24662832; 26821013; 31065688; 31767620
Q96JB3	16169070; 16534844; 19838193; 20467437; 24748541; 25609649; 31127867
A8MT69	11239454; 15369671; 15572677; 16622420; 16916645; 16943440; 17199038; 17289582; 17339379; 17412408; 17460694; 17938197; 18082604; 18174376; 18931676; 19111657; 19398759; 19410544; 19410545; 19589784; 19596236; 19995904; 20080577; 20102227; 20385554; 20416077; 20566683; 20603015; 20603016; 20603073; 20670894; 20671156; 21464321; 21701511; 21764741; 21768289; 22258451; 22287633; 22396592; 22510687; 22692201; 23325218; 23698467; 23723247; 23886707; 24076221; 24256282; 24389026; 24390579; 24623813; 24699063; 24726325; 24905007; 25416956; 25430771; 25500724; 26496610; 8839844
P17041	17474147; 21988832; 25416956; 25786368; 26497555; 27763636; 30439540; 30478301
Q9H4S2	18951430; 19460469; 33326746
Q9UBC0	10476967; 10615124; 10825208; 11748146; 12509444; 12781686; 14570708; 14988562; 15304484; 15381696; 15520459; 16380477; 16386727; 17283222; 18097590; 18459945; 20967225; 21893194; 22271799; 23291635; 23472758; 24022481; 24638272; 25653429; 26825606; 30256389; 31049588
Q9Y2Y9	12036432; 12050170; 12093895; 15716005; 15937668; 16023392; 17053787; 17074812; 17513757; 18056793; 20410205; 20518834; 20539070; 22797700; 26496610; 27041562; 28194012; 28508896; 29408621; 29843216; 32293321; 32578009; 33215447
Q8WW38	11207191; 11278460; 12223418; 12606418; 15643620; 15705784; 16713569; 17309641; 17568391; 18445271; 18658259; 20005803; 20379614; 20705609; 21385577; 21919901; 21947317; 21988832; 23029311; 23102581; 24179092; 24469719; 24702427; 24743694; 24769157; 25025186; 26207917; 26959486; 28373160; 29018978; 31919993; 31962012; 32633364; 33340546; 9230307; 9815658; 9927674
Q96H86	10330177; 14519192; 16189514; 16606702; 20562864; 22577170; 33326746; 8183939; 8769649
Q9BV97	10330177; 14519192; 16606702; 20562864; 21812934; 25416956; 8183939; 8769649
Q9H5H4	17000644; 20562859; 21659604; 21900206; 22575643; 25609649; 25875936; 30476274
P13682	26496610
Q8IY51	
Q96MU6	10330177; 14519192; 16606702; 19920853; 25416956; 26496610; 33326746; 34404770; 8183939; 8769649
Q12950	17273782; 22876580; 25609649
P09016	10579975; 15776434; 1756725; 19232136; 19453261; 19938081; 20686522; 26545093; 7913516
P35452	16331564; 19453261; 19540081; 19938081; 20085705; 25416956; 33326746
Q9UDV6	10330177; 14519192; 16606702; 18255255; 23455924; 25416956; 33326746; 8183939; 8769649
Q9UDV7	10330177; 14519192; 16606702; 19596235; 20379614; 20711500; 21900206; 22986521; 25373738; 33326746; 8183939; 8769649
Q9NQV6	19773279; 20095854; 25416956; 25516889; 25609649; 31313299
