sample	time	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	cat
ASK469	240	0.08624015757394385	-0.07988958165325272	-0.5867259975976018	0.17623603203807467	-0.3353367033672597	-0.46595468118724753	0.6080832046948723	-0.18839678533230944	0.40089298532112255	0.520038706579137	-0.5658809346904812	-0.34042421878193696	-0.2589116916101168	0.1279586722167782	-0.17980915894927732	-0.16896072917708935	0.19846025753225793	0.07869373095818219	-0.19749813419172976	-0.007472635237419467	0.006045921239565624	0.015227826639343101	-0.0468374149386142	0.03340003618488188	0.024911730870376247	0.011772740891510994	-0.03524380079167012	-8.838625625628362e-16	ShuffleD
ASK470	180	0.8768610698881647	0.13596916692330296	0.3460638083155156	-0.049952758887356064	0.13658378056359854	1.0206240178592807	0.28108334473359314	-0.33831186628795074	0.01195300800356332	0.7449017614590946	0.10915982348029951	0.26842405445487066	0.1382491327594097	0.24507281525769928	0.02425213836179061	-0.17482460231555752	0.0299095379959955	-0.021939373053409615	0.11955164524878258	2.7532058931078427e-4	0.01743502922382001	0.05886130235939	0.0030031257816612532	0.021135363500953172	-0.024924470553057673	-0.031142618422030057	0.02046179998558003	-8.33392951433636e-16	Patchy
ASK470	240	0.6770547125948043	-0.11890727258988441	0.21766189388522725	1.1065583076285344	1.1484403489570967	-0.19023523555034846	-0.2167775679293853	-0.06950154761420592	-0.03623319231002561	0.01994446591028555	-0.06176935806232055	-0.1389013535260522	-0.18501586721805513	0.028666204567759583	-0.055481954379409275	0.0010764969660211861	-0.04871192693873557	0.011986659904596008	-0.05534645263862341	0.011439323804966319	-0.012337266165578824	0.029907724929045445	-0.016535730687136263	-0.004064661470983295	-0.014208836058675149	-0.0224240978322406	0.010111958527907104	-6.041926121702003e-16	Patchy
ASK471	180	0.9147873214870834	0.06900758105424312	0.5216979300015053	-0.22767930221059032	-0.018593890280905842	-0.42838251742902417	-0.1958925790745709	0.280695700323378	0.1284179547484795	0.10579126837004958	-0.45680259518478744	-0.12590213292619332	0.5922654223932744	0.5079788380148723	0.4560824926604455	0.27112238710654224	-0.09473668786529503	0.07373205127417594	0.1527668476387444	0.12231450224219355	-0.01679885874142798	0.04196860975695127	0.0038434839466709387	0.06181787758335021	0.029133381434768277	0.002177802358881732	-0.002626640382829872	-6.538761767243486e-16	Patchy
ASK471	240	0.6755947260519203	-0.07692664622054647	0.6512920770940716	-0.22808724775473174	0.034097661973031684	-0.41870344608109594	0.515628093644672	0.752752277417902	-0.2140097598452531	0.103214310434073	0.4529774748908107	0.26749512619152915	-0.34695296124260744	0.07905191971749598	-0.3299108401821308	0.02839042346405494	0.1367732571182952	0.10276380357942022	0.16444843983782487	-0.014390993611242062	0.08632269192595382	0.05599862609818758	-0.09847448268402091	0.09185753893596241	0.08684246109763374	-0.014817191353106943	0.019383599345418095	-6.745934435369958e-16	Patchy
ASKFG1	180	0.4424388475049531	0.15862354224298167	-0.010985942411237104	-0.02460772986430581	-0.09604000621740733	0.03146546101708287	-0.010413287669036644	-0.1372451532721428	0.0025639376770038858	-0.19454985807684322	0.10778426380318913	-0.022659571713647592	0.026178962952310786	-0.12125843263391885	0.019486755249710313	0.10105042514390059	0.04611167547699463	-0.10586251212673035	-0.12115422779890868	0.02384174245673603	0.1899403400889005	0.13200725380164668	0.11582120230740922	0.18651824090370656	0.04834909521298424	-0.41815328792702416	-0.5879529321183505	-8.0391989760185375e-16	Control2
ASKFG1	240	0.2907015787744323	0.14944293905746173	-0.07448201037468101	0.1748788407139895	-0.0625046687353265	0.09731975248369441	-0.09033491766223502	-0.13166187844288235	0.11597198852310454	-0.31415641962280455	-0.0447740270266156	-0.06254381587055652	0.48120209636650224	-0.24038887223852853	-0.25316522604204694	0.052609701153561735	0.6308181284853132	0.21281866822786347	0.31111926359264025	-0.44086825470275115	-0.09922480374191554	0.060886358383242634	-0.2041197312933543	-0.013641877972896505	0.09709155489806073	0.02148537226047295	0.0321318937266965	-6.438290226062958e-16	Control2
ASKFG2	180	0.4537408185344622	0.3371481219091237	-0.060539543593311616	-0.022633989186652208	-0.16620480998492404	0.010797740011968692	-0.013865349738045277	-0.21745998390161891	-0.023145974925577257	-0.19534767002486897	-0.023778715538562964	-0.030983482494788946	0.004252008177827606	-0.14096988725516363	-0.05164548500637352	0.10753640981401197	-0.1415302004070868	-0.055463430491329103	-0.17415080096456156	0.06609019424535349	0.27607990936406446	0.0815326775733912	0.03547440799235968	0.18659222770081402	0.26005463681798763	-0.3621782899653347	0.5277797236454763	-7.292699739550768e-16	Control2
ASKFG2	240	0.22309708062476996	0.13874801199413273	-0.051089998177754115	0.03215258243870525	-0.07764100302420741	0.07347476980047651	0.07600307727804934	0.04651329876558477	-0.010331811856890973	-0.17551143239756023	-0.02103581111000496	-0.002321720838709961	0.0382191041434032	-0.15225504511294857	-0.04346790386245412	0.16703557370404826	0.18118883671999217	-0.06919876228613524	-0.06909751161817569	0.12425182012447018	0.1142910071692589	0.0672437009580237	0.16833593768172173	0.37604583694800636	-0.6808220245900992	0.17628448803246088	0.10965795819380475	-8.06498662300564e-16	Control2
ASKGS1	180	0.7316147395613339	0.3714254607117114	0.36418432211322443	-0.1400237431462019	-0.09895363161154423	-0.18995430320003442	0.012485496922455168	-0.16858674269442062	0.47325157443559324	-0.1753501007083246	-0.07444067313494215	0.112643388395816	-0.4344484544089836	-0.4357703494900642	0.5031453758282254	-0.37450449663093716	-0.23278813000921852	0.04560329683115675	0.3743720533904666	-0.13388249934315113	0.011851156424135173	0.020290089115712673	-0.039282586583719976	-0.15306864533497497	-0.13012904033191694	-0.009907445209866928	0.008646823084179425	-8.235410577761019e-16	Control1
ASKGS1	240	0.5923320722174831	0.1872863218796781	0.19745296648767474	-0.004301693893124542	-0.06308799988651331	0.09022863274795379	-0.08389341901611597	-0.03800815197820423	0.12866249658332202	-0.0269085814415683	0.0850434280159881	0.02357039861029171	0.04086464220689996	-0.27129949225963496	0.059548524316905556	0.0017795197298767441	-0.10228801297961417	0.027085873690812286	-0.2924266150908704	-0.055858742754816906	0.12013488772989998	-0.23700609562937847	0.16337790948512645	0.2796577412608421	0.38527485783936066	0.5254038312352206	-0.10659343190811676	-8.299517669223664e-16	Control1
ASKGS2	180	0.7606780954471549	0.28490444423828676	0.2491291235297503	-0.12126676333464029	-0.16078923934893694	-0.01124799571319897	-0.07807412652117916	0.12068047175482803	0.1074721098508327	0.004458294402683028	0.13893642072099127	-0.03996656617049258	-0.032213416903077476	0.03690606183573834	-0.16532827936939795	0.11914329613834454	-0.12874026395482227	-0.08673943700881184	-0.3984334987197807	-0.32983144755072064	-0.6362049160090701	-0.11377713967133331	0.28202292205570595	-0.1676078571053008	-0.10355462805648603	-0.13624861930459886	0.05095335443341774	-5.224909912139346e-16	Control1
ASKGS2	240	0.5322606163416549	0.04023547003772676	0.2845796370465822	-0.006846455916218838	-0.09919857810765828	0.10534364242424418	0.020835651469745902	0.02451110346927483	0.12070683409585665	-0.13102279313718707	0.055378355048619855	0.05132118050505154	0.10290039691308306	-0.2425904852679824	0.01804277739030416	0.09432201943720352	0.3411899249772576	-0.08373682759959085	-0.3111696148491851	0.5947482227809099	0.04160980280628857	-0.1685957786326068	-0.24894090850221046	-0.4735714748034939	-0.029929017803845354	0.022034636128382076	-0.0057298257695964335	-7.960598184524107e-16	Control1
