cat	PC1	PC2	PC3	PC4	PC5	PC6	PC7
Control1	-0.64400003851483	0.23295985423220109	0.29378177037971587	0.09016355565894747	0.3313039262865442	-0.3242426748786615	4.646859707648449e-16
Control2	-0.3441904750072058	-0.07497994615101976	0.16967199756366833	0.13388972475171873	0.30397775065030636	0.4006479764139139	5.312805487825092e-16
Patchy	-0.791709253775012	0.4546587825562334	0.17339427693602508	-0.10103130216971869	-0.4710626247216711	0.0734468846940329	3.5923910733295816e-17
ShuffleD	0.054107691950990904	-0.7596884745365182	0.22149426815850706	-0.36903942396096984	-0.08868861677958284	-0.06197824913257172	6.045522573482706e-16
mutant	0.39255344011798393	-0.31167238743008585	-0.14339330606884504	0.5691169962425099	-0.22173418639539286	-0.07468221696201795	5.503142396497687e-16
negative	1.6725164329584483	0.3992772376596894	0.09275873000050087	-0.1436031470554609	0.042989629814376276	0.007669822132221881	5.930978746737084e-16
positive	-0.3392777977303757	0.0594449336695023	-0.8077077369695733	-0.17949640346702705	0.10321412114541992	-0.020861542266918217	3.152659212029522e-16
