energies,CoA_conc,valency,system,unbound,bound1AD,bound2_sameAD,bound2_sameAb,bound2_diffAb,other,rep,AM_int,AN_int,BM_int,BN_int
AM-110_AN-210_BM-110_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9598202614379087,0.032143790849673205,0.008032679738562093,0.0,3.2679738562091506e-06,0.0,2.0,-110.0,-210.0,-110.0,-1.0
AM-110_AN-210_BM-110_BN-110,20,Nb,doubleTAD_doubleCoA,0.8362745098039216,0.13202614379084968,0.03169934640522876,0.0,0.0,0.0,2.0,-110.0,-210.0,-110.0,-110.0
AM-110_AN-210_BM-110_BN-110,160,Nb,doubleTAD_doubleCoA,0.8622549019607844,0.10890522875816995,0.02883986928104575,0.0,0.0,0.0,2.0,-110.0,-210.0,-110.0,-110.0
AM-110_AN-210_BM-110_BN-110,500,Nb,doubleTAD_doubleCoA,0.9053856209150327,0.07431372549019609,0.020300653594771245,0.0,0.0,0.0,2.0,-110.0,-210.0,-110.0,-110.0
AM-110_AN-210_BM-110_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9354313725490196,0.05045098039215687,0.014117647058823528,0.0,0.0,0.0,2.0,-110.0,-210.0,-110.0,-110.0
AM-110_AN-210_BM-110_BN-110,2000,Nb,doubleTAD_doubleCoA,0.9600032679738564,0.03196078431372549,0.008035947712418301,0.0,0.0,0.0,2.0,-110.0,-210.0,-110.0,-110.0
AM-110_AN-210_BM-110_BN-160,20,Nb,doubleTAD_doubleCoA,0.8111111111111112,0.14705882352941177,0.04084967320261438,0.0,0.000980392156862745,0.0,2.0,-110.0,-210.0,-110.0,-160.0
AM-110_AN-210_BM-110_BN-160,160,Nb,doubleTAD_doubleCoA,0.8577205882352942,0.10964052287581698,0.03251633986928104,0.0,0.00012254901960784314,0.0,2.0,-110.0,-210.0,-110.0,-160.0
AM-110_AN-210_BM-110_BN-160,500,Nb,doubleTAD_doubleCoA,0.9005359477124184,0.07835294117647058,0.021032679738562095,0.0,7.843137254901961e-05,0.0,2.0,-110.0,-210.0,-110.0,-160.0
AM-110_AN-210_BM-110_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9341045751633986,0.05144444444444444,0.01437908496732026,0.0,7.189542483660131e-05,0.0,2.0,-110.0,-210.0,-110.0,-160.0
AM-110_AN-210_BM-110_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9589411764705883,0.03314705882352941,0.007892156862745098,0.0,1.6339869281045753e-05,3.2679738562091506e-06,2.0,-110.0,-210.0,-110.0,-160.0
AM-110_AN-210_BM-110_BN-210,20,Nb,doubleTAD_doubleCoA,0.734640522875817,0.20359477124183004,0.060784313725490195,0.0,0.000980392156862745,0.0,2.0,-110.0,-210.0,-110.0,-210.0
AM-110_AN-210_BM-110_BN-210,160,Nb,doubleTAD_doubleCoA,0.801797385620915,0.15224673202614378,0.044730392156862746,0.0,0.0012254901960784314,0.0,2.0,-110.0,-210.0,-110.0,-210.0
AM-110_AN-210_BM-110_BN-210,500,Nb,doubleTAD_doubleCoA,0.8748888888888889,0.09784313725490196,0.027019607843137255,0.0,0.00024836601307189543,0.0,2.0,-110.0,-210.0,-110.0,-210.0
AM-110_AN-210_BM-110_BN-210,1000,Nb,doubleTAD_doubleCoA,0.9220718954248367,0.061346405228758165,0.016516339869281044,0.0,6.5359477124183e-05,0.0,2.0,-110.0,-210.0,-110.0,-210.0
AM-110_AN-210_BM-110_BN-210,2000,Nb,doubleTAD_doubleCoA,0.9559150326797387,0.035101307189542484,0.008960784313725491,0.0,2.2875816993464052e-05,0.0,2.0,-110.0,-210.0,-110.0,-210.0
AM-110_AN-210_BM-1_BN-1,20,Nb,doubleTAD_doubleCoA,0.8794117647058823,0.12026143790849673,0.000326797385620915,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-1.0
AM-110_AN-210_BM-1_BN-1,160,Nb,doubleTAD_doubleCoA,0.8962009803921568,0.10277777777777779,0.0010212418300653595,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-1.0
AM-110_AN-210_BM-1_BN-1,500,Nb,doubleTAD_doubleCoA,0.9234640522875818,0.07568627450980392,0.0008496732026143792,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-1.0
AM-110_AN-210_BM-1_BN-1,1000,Nb,doubleTAD_doubleCoA,0.9451699346405228,0.05419607843137255,0.0006339869281045753,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-1.0
AM-110_AN-210_BM-1_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9637516339869281,0.035859477124183005,0.000388888888888889,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-1.0
AM-110_AN-210_BM-1_BN-110,20,Nb,doubleTAD_doubleCoA,0.8754901960784313,0.12222222222222222,0.0022875816993464053,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-110.0
AM-110_AN-210_BM-1_BN-110,160,Nb,doubleTAD_doubleCoA,0.8950571895424838,0.10330882352941177,0.0016339869281045754,0.0,0.0,0.0,2.0,-110.0,-210.0,-1.0,-110.0
AM-110_AN-210_BM-1_BN-110,500,Nb,doubleTAD_doubleCoA,0.9229411764705882,0.07563398692810458,0.001411764705882353,0.0,1.3071895424836602e-05,0.0,2.0,-110.0,-210.0,-1.0,-110.0
AM-110_AN-210_BM-1_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9437450980392156,0.055405228758169923,0.0008431372549019609,0.0,6.535947712418301e-06,0.0,2.0,-110.0,-210.0,-1.0,-110.0
AM-110_AN-210_BM-1_BN-110,2000,Nb,doubleTAD_doubleCoA,0.9635686274509805,0.035859477124183005,0.0005653594771241831,0.0,6.535947712418301e-06,0.0,2.0,-110.0,-210.0,-1.0,-110.0
AM-110_AN-210_BM-1_BN-160,20,Nb,doubleTAD_doubleCoA,0.8581699346405228,0.1349673202614379,0.006535947712418301,0.0,0.000326797385620915,0.0,2.0,-110.0,-210.0,-1.0,-160.0
AM-110_AN-210_BM-1_BN-160,160,Nb,doubleTAD_doubleCoA,0.8774509803921569,0.11723856209150325,0.005187908496732026,0.0,0.00012254901960784314,0.0,2.0,-110.0,-210.0,-1.0,-160.0
AM-110_AN-210_BM-1_BN-160,500,Nb,doubleTAD_doubleCoA,0.9135816993464051,0.0826797385620915,0.0036470588235294125,0.0,9.150326797385621e-05,0.0,2.0,-110.0,-210.0,-1.0,-160.0
AM-110_AN-210_BM-1_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9411503267973856,0.05633986928104575,0.00242483660130719,0.0,8.496732026143791e-05,0.0,2.0,-110.0,-210.0,-1.0,-160.0
AM-110_AN-210_BM-1_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9628267973856209,0.03569934640522876,0.0014640522875816995,0.0,9.803921568627451e-06,0.0,2.0,-110.0,-210.0,-1.0,-160.0
AM-110_AN-210_BM-1_BN-210,20,Nb,doubleTAD_doubleCoA,0.7676470588235293,0.20653594771241826,0.025163398692810462,0.0,0.00065359477124183,0.0,2.0,-110.0,-210.0,-1.0,-210.0
AM-110_AN-210_BM-1_BN-210,160,Nb,doubleTAD_doubleCoA,0.8163398692810456,0.1582516339869281,0.024877450980392155,0.0,0.0004901960784313725,4.0849673202614376e-05,2.0,-110.0,-210.0,-1.0,-210.0
AM-110_AN-210_BM-1_BN-210,500,Nb,doubleTAD_doubleCoA,0.8857385620915031,0.09999999999999999,0.014065359477124185,0.0,0.00018300653594771241,1.3071895424836602e-05,2.0,-110.0,-210.0,-1.0,-210.0
AM-110_AN-210_BM-1_BN-210,1000,Nb,doubleTAD_doubleCoA,0.9261437908496734,0.06433986928104575,0.009366013071895425,0.0,0.00015032679738562093,0.0,2.0,-110.0,-210.0,-1.0,-210.0
AM-110_AN-210_BM-1_BN-210,2000,Nb,doubleTAD_doubleCoA,0.957826797385621,0.036879084967320265,0.005248366013071895,0.0,4.5751633986928104e-05,0.0,2.0,-110.0,-210.0,-1.0,-210.0
AM-160_AN-110_BM-110_BN-1,20,Nb,doubleTAD_doubleCoA,0.9807189542483661,0.017647058823529415,0.0016339869281045752,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-1.0
AM-160_AN-110_BM-110_BN-1,160,Nb,doubleTAD_doubleCoA,0.9770016339869282,0.02218137254901961,0.0008169934640522876,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-1.0
AM-160_AN-110_BM-110_BN-1,500,Nb,doubleTAD_doubleCoA,0.9794640522875816,0.019555555555555555,0.000980392156862745,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-1.0
AM-160_AN-110_BM-110_BN-1,1000,Nb,doubleTAD_doubleCoA,0.981457516339869,0.017673202614379088,0.0008692810457516341,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-1.0
AM-160_AN-110_BM-110_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9841601307189541,0.015147058823529411,0.0006928104575163399,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-1.0
AM-160_AN-110_BM-110_BN-110,20,Nb,doubleTAD_doubleCoA,0.9705882352941179,0.02254901960784314,0.0068627450980392165,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-110.0
AM-160_AN-110_BM-110_BN-110,160,Nb,doubleTAD_doubleCoA,0.9709150326797387,0.023529411764705882,0.005555555555555556,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-110.0
AM-160_AN-110_BM-110_BN-110,500,Nb,doubleTAD_doubleCoA,0.972875816993464,0.021477124183006537,0.005647058823529412,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-110.0
AM-160_AN-110_BM-110_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9755359477124182,0.01984313725490196,0.004620915032679738,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-110.0
AM-160_AN-110_BM-110_BN-110,2000,Nb,doubleTAD_doubleCoA,0.979375816993464,0.0166797385620915,0.003944444444444445,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-110.0
AM-160_AN-110_BM-110_BN-160,20,Nb,doubleTAD_doubleCoA,0.9232026143790849,0.03562091503267974,0.0411764705882353,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-160.0
AM-160_AN-110_BM-110_BN-160,160,Nb,doubleTAD_doubleCoA,0.9267565359477125,0.03852124183006536,0.03468137254901961,0.0,4.0849673202614376e-05,0.0,2.0,-160.0,-110.0,-110.0,-160.0
AM-160_AN-110_BM-110_BN-160,500,Nb,doubleTAD_doubleCoA,0.9391895424836602,0.03345098039215686,0.027359477124183004,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-160.0
AM-160_AN-110_BM-110_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9507254901960783,0.027699346405228756,0.021568627450980395,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-110.0,-160.0
AM-160_AN-110_BM-110_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9656797385620917,0.020467320261437907,0.013849673202614378,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-110.0,-110.0,-160.0
AM-160_AN-110_BM-110_BN-210,20,Nb,doubleTAD_doubleCoA,0.6787581699346404,0.13954248366013072,0.18169934640522878,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-210.0
AM-160_AN-110_BM-110_BN-210,160,Nb,doubleTAD_doubleCoA,0.7544934640522875,0.10298202614379083,0.14240196078431375,0.0,0.00012254901960784314,0.0,2.0,-160.0,-110.0,-110.0,-210.0
AM-160_AN-110_BM-110_BN-210,500,Nb,doubleTAD_doubleCoA,0.8607843137254901,0.06047058823529411,0.07874509803921569,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-210.0
AM-160_AN-110_BM-110_BN-210,1000,Nb,doubleTAD_doubleCoA,0.915673202614379,0.03756862745098039,0.04675163398692809,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-110.0,-210.0
AM-160_AN-110_BM-110_BN-210,2000,Nb,doubleTAD_doubleCoA,0.9521993464052289,0.023558823529411767,0.024241830065359474,0.0,0.0,0.0,2.0,-160.0,-110.0,-110.0,-210.0
AM-160_AN-110_BM-160_BN-1,20,Nb,doubleTAD_doubleCoA,0.9620915032679739,0.034313725490196074,0.003594771241830066,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-1.0
AM-160_AN-110_BM-160_BN-1,160,Nb,doubleTAD_doubleCoA,0.9619281045751635,0.03308823529411764,0.004983660130718954,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-1.0
AM-160_AN-110_BM-160_BN-1,500,Nb,doubleTAD_doubleCoA,0.9650065359477124,0.030078431372549022,0.004915032679738563,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-1.0
AM-160_AN-110_BM-160_BN-1,1000,Nb,doubleTAD_doubleCoA,0.97059477124183,0.02518300653594771,0.004222222222222222,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-1.0
AM-160_AN-110_BM-160_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9773496732026143,0.019493464052287583,0.0031535947712418304,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-110.0,-160.0,-1.0
AM-160_AN-110_BM-160_BN-110,20,Nb,doubleTAD_doubleCoA,0.9408496732026145,0.047058823529411764,0.012091503267973857,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-110.0
AM-160_AN-110_BM-160_BN-110,160,Nb,doubleTAD_doubleCoA,0.9556781045751634,0.034109477124183,0.010212418300653593,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-110.0
AM-160_AN-110_BM-160_BN-110,500,Nb,doubleTAD_doubleCoA,0.9600915032679739,0.031032679738562094,0.008875816993464054,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-110.0
AM-160_AN-110_BM-160_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9654771241830065,0.02703267973856209,0.0074901960784313736,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-110.0
AM-160_AN-110_BM-160_BN-110,2000,Nb,doubleTAD_doubleCoA,0.9735163398692811,0.02096078431372549,0.005516339869281046,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-160.0,-110.0
AM-160_AN-110_BM-160_BN-160,20,Nb,doubleTAD_doubleCoA,0.903267973856209,0.05359477124183006,0.04313725490196078,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-160.0
AM-160_AN-110_BM-160_BN-160,160,Nb,doubleTAD_doubleCoA,0.9120915032679738,0.050449346405228766,0.037459150326797384,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-160.0
AM-160_AN-110_BM-160_BN-160,500,Nb,doubleTAD_doubleCoA,0.9304313725490196,0.04098039215686274,0.028588235294117647,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-160.0
AM-160_AN-110_BM-160_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9469346405228758,0.03222222222222222,0.020836601307189537,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-160.0,-160.0
AM-160_AN-110_BM-160_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9622124183006537,0.02453267973856209,0.013251633986928102,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-110.0,-160.0,-160.0
AM-160_AN-110_BM-160_BN-210,20,Nb,doubleTAD_doubleCoA,0.6630718954248366,0.14248366013071895,0.19444444444444442,0.0,0.0,0.0,2.0,-160.0,-110.0,-160.0,-210.0
AM-160_AN-110_BM-160_BN-210,160,Nb,doubleTAD_doubleCoA,0.748611111111111,0.11017156862745099,0.1411356209150327,0.0,8.169934640522875e-05,0.0,2.0,-160.0,-110.0,-160.0,-210.0
AM-160_AN-110_BM-160_BN-210,500,Nb,doubleTAD_doubleCoA,0.8570980392156861,0.06503267973856208,0.07784313725490195,0.0,2.6143790849673204e-05,0.0,2.0,-160.0,-110.0,-160.0,-210.0
AM-160_AN-110_BM-160_BN-210,1000,Nb,doubleTAD_doubleCoA,0.9135686274509806,0.04240522875816993,0.04401960784313725,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-160.0,-210.0
AM-160_AN-110_BM-160_BN-210,2000,Nb,doubleTAD_doubleCoA,0.9500522875816994,0.027601307189542484,0.022343137254901963,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-110.0,-160.0,-210.0
AM-160_AN-110_BM-1_BN-1,20,Nb,doubleTAD_doubleCoA,0.9803921568627452,0.019607843137254905,0.0,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-1.0
AM-160_AN-110_BM-1_BN-1,160,Nb,doubleTAD_doubleCoA,0.9808823529411764,0.01891339869281046,0.0002042483660130719,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-1.0
AM-160_AN-110_BM-1_BN-1,500,Nb,doubleTAD_doubleCoA,0.9826928104575163,0.017058823529411765,0.00024836601307189543,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-1.0
AM-160_AN-110_BM-1_BN-1,1000,Nb,doubleTAD_doubleCoA,0.9837843137254901,0.015986928104575165,0.00022875816993464052,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-1.0
AM-160_AN-110_BM-1_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9857254901960784,0.014094771241830064,0.00017973856209150329,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-1.0
AM-160_AN-110_BM-1_BN-110,20,Nb,doubleTAD_doubleCoA,0.9738562091503269,0.02058823529411765,0.005555555555555556,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-110.0
AM-160_AN-110_BM-1_BN-110,160,Nb,doubleTAD_doubleCoA,0.9734477124183005,0.02140522875816993,0.005147058823529411,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-110.0
AM-160_AN-110_BM-1_BN-110,500,Nb,doubleTAD_doubleCoA,0.9757908496732025,0.019189542483660133,0.005019607843137256,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-110.0
AM-160_AN-110_BM-1_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9777058823529412,0.01796732026143791,0.004326797385620915,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-110.0
AM-160_AN-110_BM-1_BN-110,2000,Nb,doubleTAD_doubleCoA,0.9802614379084966,0.015921568627450977,0.0038169934640522878,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-110.0
AM-160_AN-110_BM-1_BN-160,20,Nb,doubleTAD_doubleCoA,0.9238562091503267,0.04084967320261437,0.03529411764705883,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-160.0
AM-160_AN-110_BM-1_BN-160,160,Nb,doubleTAD_doubleCoA,0.9249183006535948,0.04035947712418301,0.0346813725490196,0.0,4.0849673202614376e-05,0.0,2.0,-160.0,-110.0,-1.0,-160.0
AM-160_AN-110_BM-1_BN-160,500,Nb,doubleTAD_doubleCoA,0.9438562091503268,0.03050980392156863,0.025633986928104577,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-160.0
AM-160_AN-110_BM-1_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9538496732026142,0.02564052287581699,0.020509803921568627,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-160.0
AM-160_AN-110_BM-1_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9661862745098039,0.01980065359477124,0.014009803921568626,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-110.0,-1.0,-160.0
AM-160_AN-110_BM-1_BN-210,20,Nb,doubleTAD_doubleCoA,0.6702614379084967,0.1388888888888889,0.19084967320261437,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-210.0
AM-160_AN-110_BM-1_BN-210,160,Nb,doubleTAD_doubleCoA,0.7600898692810457,0.09844771241830068,0.1414624183006536,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-210.0
AM-160_AN-110_BM-1_BN-210,500,Nb,doubleTAD_doubleCoA,0.8637908496732026,0.05871895424836601,0.07749019607843138,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-210.0
AM-160_AN-110_BM-1_BN-210,1000,Nb,doubleTAD_doubleCoA,0.9173856209150326,0.037379084967320265,0.04523529411764706,0.0,0.0,0.0,2.0,-160.0,-110.0,-1.0,-210.0
AM-160_AN-110_BM-1_BN-210,2000,Nb,doubleTAD_doubleCoA,0.9523856209150328,0.023457516339869283,0.02415032679738562,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-110.0,-1.0,-210.0
AM-160_AN-160_BM-110_BN-1,20,Nb,doubleTAD_doubleCoA,0.9558823529411765,0.03725490196078431,0.006862745098039216,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-1.0
AM-160_AN-160_BM-110_BN-1,160,Nb,doubleTAD_doubleCoA,0.960375816993464,0.03488562091503269,0.004738562091503268,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-1.0
AM-160_AN-160_BM-110_BN-1,500,Nb,doubleTAD_doubleCoA,0.9632810457516339,0.032300653594771245,0.0044052287581699354,0.0,1.3071895424836602e-05,0.0,2.0,-160.0,-160.0,-110.0,-1.0
AM-160_AN-160_BM-110_BN-1,1000,Nb,doubleTAD_doubleCoA,0.9679934640522875,0.027908496732026142,0.004098039215686275,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-1.0
AM-160_AN-160_BM-110_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9732516339869282,0.02365359477124183,0.0030947712418300656,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-1.0
AM-160_AN-160_BM-110_BN-110,20,Nb,doubleTAD_doubleCoA,0.94640522875817,0.03954248366013072,0.014052287581699347,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-110.0
AM-160_AN-160_BM-110_BN-110,160,Nb,doubleTAD_doubleCoA,0.9512254901960785,0.039011437908496725,0.009763071895424837,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-110.0
AM-160_AN-160_BM-110_BN-110,500,Nb,doubleTAD_doubleCoA,0.956640522875817,0.03456209150326798,0.008797385620915034,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-110.0
AM-160_AN-160_BM-110_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9623529411764706,0.030405228758169933,0.0072352941176470585,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-160.0,-110.0,-110.0
AM-160_AN-160_BM-110_BN-110,2000,Nb,doubleTAD_doubleCoA,0.9709738562091502,0.023993464052287583,0.005029411764705883,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-160.0,-110.0,-110.0
AM-160_AN-160_BM-110_BN-160,20,Nb,doubleTAD_doubleCoA,0.8967320261437909,0.06045751633986928,0.04281045751633988,0.0,0.0,0.0,2.0,-160.0,-160.0,-110.0,-160.0
AM-160_AN-160_BM-110_BN-160,160,Nb,doubleTAD_doubleCoA,0.9111111111111111,0.05126633986928104,0.03758169934640523,0.0,4.0849673202614376e-05,0.0,2.0,-160.0,-160.0,-110.0,-160.0
AM-160_AN-160_BM-110_BN-160,500,Nb,doubleTAD_doubleCoA,0.9292679738562092,0.04316339869281045,0.027516339869281047,0.0,5.228758169934641e-05,0.0,2.0,-160.0,-160.0,-110.0,-160.0
AM-160_AN-160_BM-110_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9456078431372549,0.03362745098039216,0.02075816993464052,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-160.0,-110.0,-160.0
AM-160_AN-160_BM-110_BN-160,2000,Nb,doubleTAD_doubleCoA,0.9625522875816994,0.024437908496732025,0.013006535947712417,0.0,3.2679738562091506e-06,0.0,2.0,-160.0,-160.0,-110.0,-160.0
AM-160_AN-160_BM-110_BN-210,20,Nb,doubleTAD_doubleCoA,0.6568627450980392,0.1503267973856209,0.19215686274509802,0.0,0.00065359477124183,0.0,2.0,-160.0,-160.0,-110.0,-210.0
AM-160_AN-160_BM-110_BN-210,160,Nb,doubleTAD_doubleCoA,0.7531454248366014,0.1082107843137255,0.13856209150326795,0.0,8.169934640522875e-05,0.0,2.0,-160.0,-160.0,-110.0,-210.0
AM-160_AN-160_BM-110_BN-210,500,Nb,doubleTAD_doubleCoA,0.8603267973856209,0.06330718954248366,0.07633986928104576,0.0,2.6143790849673204e-05,0.0,2.0,-160.0,-160.0,-110.0,-210.0
AM-160_AN-160_BM-110_BN-210,1000,Nb,doubleTAD_doubleCoA,0.9150261437908496,0.04018954248366013,0.04477777777777777,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-160.0,-110.0,-210.0
AM-160_AN-160_BM-110_BN-210,2000,Nb,doubleTAD_doubleCoA,0.9518006535947713,0.025052287581699348,0.023130718954248366,0.0,1.3071895424836602e-05,3.2679738562091506e-06,2.0,-160.0,-160.0,-110.0,-210.0
AM-160_AN-160_BM-160_BN-1,20,Nb,doubleTAD_doubleCoA,0.9032679738562092,0.052941176470588235,0.04379084967320262,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-1.0
AM-160_AN-160_BM-160_BN-1,160,Nb,doubleTAD_doubleCoA,0.9174019607843138,0.04750816993464053,0.03508986928104575,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-1.0
AM-160_AN-160_BM-160_BN-1,500,Nb,doubleTAD_doubleCoA,0.9338823529411764,0.04095424836601307,0.025163398692810462,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-1.0
AM-160_AN-160_BM-160_BN-1,1000,Nb,doubleTAD_doubleCoA,0.9482091503267974,0.03210457516339869,0.01968627450980392,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-1.0
AM-160_AN-160_BM-160_BN-1,2000,Nb,doubleTAD_doubleCoA,0.9635522875816994,0.0236797385620915,0.012767973856209149,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-1.0
AM-160_AN-160_BM-160_BN-110,20,Nb,doubleTAD_doubleCoA,0.9052287581699346,0.05326797385620915,0.04084967320261437,0.0,0.00065359477124183,0.0,2.0,-160.0,-160.0,-160.0,-110.0
AM-160_AN-160_BM-160_BN-110,160,Nb,doubleTAD_doubleCoA,0.911437908496732,0.05126633986928104,0.03729575163398693,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-110.0
AM-160_AN-160_BM-160_BN-110,500,Nb,doubleTAD_doubleCoA,0.9319607843137255,0.03985620915032679,0.028183006535947713,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-110.0
AM-160_AN-160_BM-160_BN-110,1000,Nb,doubleTAD_doubleCoA,0.9465228758169935,0.03240522875816993,0.02106535947712418,0.0,6.535947712418301e-06,0.0,2.0,-160.0,-160.0,-160.0,-110.0
AM-160_AN-160_BM-160_BN-110,2000,Nb,doubleTAD_doubleCoA,0.962591503267974,0.023872549019607846,0.013535947712418298,0.0,0.0,0.0,2.0,-160.0,-160.0,-160.0,-110.0
AM-160_AN-160_BM-160_BN-160,20,Nb,doubleTAD_doubleCoA,0.8526143790849673,0.07418300653594771,0.07287581699346406,0.0,0.000326797385620915,0.0,2.0,-160.0,-160.0,-160.0,-160.0
AM-160_AN-160_BM-160_BN-160,160,Nb,doubleTAD_doubleCoA,0.8756127450980394,0.06405228758169935,0.06017156862745098,0.0,0.0001633986928104575,0.0,2.0,-160.0,-160.0,-160.0,-160.0
AM-160_AN-160_BM-160_BN-160,500,Nb,doubleTAD_doubleCoA,0.9089411764705884,0.048732026143790845,0.04231372549019608,0.0,1.3071895424836602e-05,0.0,2.0,-160.0,-160.0,-160.0,-160.0
AM-160_AN-160_BM-160_BN-160,1000,Nb,doubleTAD_doubleCoA,0.9356797385620915,0.03563398692810457,0.028666666666666663,0.0,1.9607843137254903e-05,0.0,2.0,-160.0,-160.0,-160.0,-160.0
