#RNA length, KA-star, KA-star std
10, 0.01674749947514131, 0.0011869677817674697
12, 0.037327486725991205, 0.0027967251601833075
15, 0.09135145454153774, 0.006732912967660295
17, 0.16118426495755703, 0.014728620872764667
20, 0.3892910032302303, 0.06486124335707044
25, 1.0, 0.09307951334311293
30, 1.9114613546096881, 0.228963545866748
35, 3.5789913539598004, 0.890374921550401
40, 6.152934206120156, 0.7422642041952603
