#RNA length, KA-star, KA-star std
10, 0.0008540271157359723, 8.626465893275443e-05
12, 0.00227321835453628, 0.00021523854804174724
15, 0.005007590636331896, 0.0004774479131074136
17, 0.007162576953169681, 0.0006567534629518769
20, 0.010001324346443356, 0.0007687333171666165
25, 0.01755806412301674, 0.0013517333364447123
30, 0.02447510232666184, 0.0018244555854791372
35, 0.03672572206383827, 0.002932027593816613
40, 0.042466106897310334, 0.002996740506447428
