q                 	I(q) GON7        	sd
0.0670575170391   	6.829849e-03	7.904336e-05
0.067620973549    	6.681132e-03	7.891536e-05
0.0681844287527   	6.636772e-03	7.890047e-05
0.0687478826393   	6.536152e-03	7.876522e-05
0.0693113351979   	6.466928e-03	7.872561e-05
0.0698747864177   	6.362621e-03	7.864327e-05
0.0704382362877   	6.222338e-03	7.854713e-05
0.0710016847971   	6.146325e-03	7.851807e-05
0.071565131935    	6.125021e-03	7.840969e-05
0.0721285776906   	6.033098e-03	7.838949e-05
0.0726920220529   	5.912513e-03	7.828950e-05
0.0732554650111   	5.842504e-03	7.823001e-05
0.0738189065542   	5.810502e-03	7.819566e-05
0.0743823466715   	5.744970e-03	7.808886e-05
0.0749457853521   	5.697853e-03	7.807205e-05
0.075509222585    	5.634001e-03	7.797302e-05
0.0760726583594   	5.516164e-03	7.793414e-05
0.0766360926643   	5.420527e-03	7.787758e-05
0.0771995254891   	5.377292e-03	7.780680e-05
0.0777629568226   	5.332493e-03	7.777881e-05
0.0783263866542   	5.239426e-03	7.766862e-05
0.0788898149729   	5.185113e-03	7.766697e-05
0.0794532417677   	5.105517e-03	7.759651e-05
0.080016667028    	5.028098e-03	7.754061e-05
0.0805800907427   	4.982970e-03	7.751784e-05
0.081143512901    	4.956090e-03	7.744124e-05
0.081706933492    	4.859172e-03	7.742543e-05
0.0822703525049   	4.794658e-03	7.733638e-05
0.0828337699287   	4.780012e-03	7.731223e-05
0.0833971857526   	4.702516e-03	7.726958e-05
0.0839605999658   	4.635700e-03	7.718789e-05
0.0845240125573   	4.618219e-03	7.719055e-05
0.0850874235163   	4.566619e-03	7.710589e-05
0.0856508328318   	4.455315e-03	7.707910e-05
0.0862142404931   	4.426416e-03	7.703992e-05
0.0867776464893   	4.407505e-03	7.699229e-05
0.0873410508094   	4.307202e-03	7.701316e-05
0.0879044534426   	4.275120e-03	7.707826e-05
0.0884678543781   	4.256423e-03	7.717622e-05
0.0890312536049   	4.203157e-03	7.718181e-05
0.0895946511122   	4.135706e-03	7.718520e-05
0.0901580468891   	4.047300e-03	7.719179e-05
0.0907214409247   	4.032129e-03	7.716673e-05
0.0912848332082   	3.980497e-03	7.720897e-05
0.0918482237287   	3.914305e-03	7.714680e-05
0.0924116124753   	3.897007e-03	7.716958e-05
0.0929749994371   	3.818321e-03	7.716862e-05
0.0935383846033   	3.724917e-03	7.712559e-05
0.0941017679631   	3.680470e-03	7.714708e-05
0.0946651495054   	3.689885e-03	7.710214e-05
0.0952285292196   	3.680042e-03	7.713171e-05
0.0957919070946   	3.617771e-03	7.709826e-05
0.0963552831196   	3.584572e-03	7.708851e-05
0.0969186572838   	3.562045e-03	7.708818e-05
0.0974820295763   	3.470080e-03	7.702593e-05
0.0980453999862   	3.419698e-03	7.704352e-05
0.0986087685026   	3.372719e-03	7.698956e-05
0.0991721351147   	3.343267e-03	7.699899e-05
0.0997354998115   	3.312033e-03	7.700145e-05
0.100298862582    	3.299714e-03	7.696422e-05
0.100862223416    	3.220027e-03	7.696187e-05
0.101425582302    	3.204765e-03	7.691815e-05
0.10198893923     	3.172588e-03	7.693504e-05
0.102552294188    	3.106617e-03	7.689563e-05
0.103115647165    	3.061036e-03	7.687101e-05
0.103678998151    	3.031900e-03	7.688592e-05
0.104242347135    	3.029262e-03	7.684589e-05
0.104805694106    	2.963886e-03	7.686109e-05
0.105369039053    	2.900924e-03	7.680750e-05
0.105932381966    	2.875228e-03	7.679667e-05
0.106495722832    	2.875643e-03	7.679285e-05
0.107059061643    	2.830048e-03	7.675814e-05
0.107622398386    	2.863734e-03	7.677998e-05
0.10818573305     	2.839583e-03	7.672277e-05
0.108749065626    	2.762312e-03	7.672478e-05
0.109312396102    	2.705894e-03	7.670227e-05
0.109875724466    	2.683238e-03	7.667405e-05
0.11043905071     	2.672478e-03	7.668570e-05
0.11100237482     	2.657070e-03	7.663864e-05
0.111565696787    	2.650513e-03	7.665952e-05
0.1121290166      	2.612470e-03	7.662861e-05
0.112692334248    	2.571143e-03	7.661739e-05
0.11325564972     	2.546165e-03	7.661773e-05
0.113818963005    	2.510264e-03	7.656895e-05
0.114382274092    	2.492875e-03	7.659576e-05
0.114945582971    	2.462726e-03	7.655097e-05
0.11550888963     	2.416736e-03	7.654680e-05
0.116072194059    	2.382140e-03	7.653104e-05
0.116635496247    	2.391560e-03	7.649982e-05
0.117198796182    	2.322554e-03	7.650017e-05
0.117762093855    	2.286204e-03	7.644648e-05
0.118325389254    	2.254590e-03	7.645665e-05
0.118888682368    	2.224634e-03	7.642663e-05
0.119451973187    	2.211090e-03	7.641017e-05
0.1200152617      	2.213801e-03	7.642329e-05
0.120578547895    	2.225908e-03	7.638896e-05
0.121141831762    	2.216457e-03	7.640538e-05
0.12170511329     	2.176855e-03	7.635860e-05
0.122268392469    	2.133954e-03	7.635311e-05
0.122831669287    	2.069231e-03	7.633473e-05
0.123394943733    	2.089357e-03	7.630635e-05
0.123958215797    	2.082230e-03	7.631595e-05
0.124521485468    	2.057180e-03	7.627975e-05
0.125084752734    	2.056157e-03	7.629096e-05
0.125648017586    	2.026950e-03	7.639684e-05
0.126211280012    	1.963204e-03	7.645650e-05
0.126774540001    	1.983765e-03	7.653367e-05
0.127337797543    	1.961855e-03	7.656560e-05
0.127901052626    	1.919523e-03	7.662698e-05
0.12846430524     	1.921381e-03	7.665677e-05
0.129027555375    	1.907558e-03	7.668014e-05
0.129590803018    	1.867348e-03	7.670121e-05
0.130154048159    	1.854805e-03	7.670001e-05
0.130717290787    	1.860149e-03	7.674872e-05
0.131280530893    	1.887681e-03	7.661120e-05
0.131843768463    	1.863109e-03	7.652478e-05
0.132407003489    	1.841042e-03	7.646989e-05
0.132970235958    	1.786365e-03	7.642223e-05
0.133533465861    	1.786695e-03	7.640855e-05
0.134096693185    	1.810116e-03	7.636726e-05
0.134659917921    	1.778769e-03	7.635006e-05
0.135223140058    	1.746648e-03	7.631814e-05
0.135786359584    	1.695575e-03	7.628219e-05
0.136349576489    	1.652849e-03	7.626439e-05
0.136912790762    	1.681332e-03	7.623519e-05
0.137476002392    	1.677160e-03	7.622465e-05
0.138039211368    	1.677143e-03	7.620369e-05
0.13860241768     	1.677605e-03	7.618744e-05
0.139165621316    	1.645194e-03	7.616860e-05
0.139728822266    	1.646854e-03	7.614002e-05
0.140292020519    	1.581197e-03	7.613683e-05
0.140855216063    	1.570956e-03	7.610811e-05
0.141418408889    	1.592351e-03	7.608982e-05
0.141981598985    	1.572865e-03	7.607336e-05
0.142544786341    	1.555997e-03	7.605412e-05
0.143107970945    	1.543539e-03	7.605271e-05
0.143671152786    	1.579143e-03	7.603225e-05
0.144234331855    	1.537070e-03	7.602632e-05
0.14479750814     	1.524984e-03	7.599932e-05
0.14536068163     	1.520385e-03	7.598557e-05
0.145923852314    	1.513205e-03	7.598193e-05
0.146487020182    	1.459555e-03	7.594324e-05
0.147050185222    	1.454954e-03	7.594654e-05
0.147613347424    	1.447056e-03	7.593126e-05
0.148176506778    	1.440131e-03	7.592598e-05
0.148739663271    	1.428309e-03	7.591159e-05
0.149302816893    	1.421333e-03	7.588979e-05
0.149865967634    	1.389390e-03	7.589223e-05
0.150429115483    	1.388344e-03	7.586378e-05
0.150992260428    	1.384973e-03	7.586637e-05
0.151555402459    	1.373145e-03	7.584497e-05
0.152118541565    	1.355006e-03	7.582408e-05
0.152681677735    	1.340011e-03	7.582996e-05
0.153244810959    	1.331071e-03	7.579514e-05
0.153807941225    	1.341234e-03	7.578669e-05
0.154371068523    	1.322462e-03	7.575619e-05
0.154934192841    	1.300249e-03	7.581522e-05
0.15549731417     	1.293179e-03	7.586630e-05
0.156060432497    	1.257441e-03	7.590214e-05
0.156623547813    	1.223913e-03	7.594794e-05
0.157186660107    	1.216661e-03	7.596722e-05
0.157749769367    	1.246505e-03	7.601503e-05
0.158312875582    	1.278120e-03	7.604802e-05
0.158875978743    	1.254162e-03	7.604676e-05
0.159439078838    	1.224508e-03	7.606348e-05
0.160002175856    	1.184309e-03	7.604521e-05
0.160565269786    	1.199705e-03	7.607266e-05
0.161128360618    	1.221920e-03	7.607246e-05
0.161691448341    	1.188394e-03	7.607903e-05
0.162254532943    	1.171997e-03	7.608025e-05
0.162817614415    	1.163879e-03	7.606336e-05
0.163380692745    	1.159767e-03	7.608016e-05
0.163943767922    	1.145937e-03	7.606396e-05
0.164506839935    	1.123632e-03	7.608391e-05
0.165069908775    	1.123981e-03	7.609716e-05
0.165632974429    	1.112535e-03	7.609882e-05
0.166196036887    	1.109871e-03	7.612921e-05
0.166759096139    	1.114962e-03	7.613276e-05
0.167322152173    	1.118862e-03	7.615853e-05
0.167885204978    	1.111068e-03	7.614949e-05
0.168448254544    	1.079862e-03	7.614943e-05
0.16901130086     	1.076189e-03	7.617268e-05
0.169574343915    	1.025414e-03	7.616011e-05
0.170137383698    	1.057779e-03	7.619378e-05
0.170700420198    	1.109373e-03	7.619012e-05
0.171263453405    	1.077815e-03	7.620227e-05
0.171826483308    	1.048011e-03	7.620497e-05
0.172389509895    	1.036062e-03	7.620179e-05
0.172952533156    	1.019414e-03	7.621987e-05
0.173515553081    	1.040159e-03	7.620986e-05
0.174078569658    	1.046954e-03	7.623337e-05
0.174641582877    	1.042052e-03	7.623064e-05
0.175204592726    	1.015365e-03	7.622436e-05
0.175767599195    	1.025502e-03	7.624455e-05
0.176330602273    	1.039024e-03	7.624288e-05
0.176893601949    	1.029534e-03	7.625276e-05
0.177456598213    	1.006573e-03	7.625353e-05
0.178019591053    	9.257920e-04	7.624205e-05
0.178582580459    	9.060898e-04	7.625094e-05
0.17914556642     	9.329579e-04	7.623165e-05
0.179708548925    	9.392199e-04	7.624186e-05
0.180271527963    	9.431797e-04	7.622920e-05
0.180834503523    	9.229424e-04	7.622963e-05
0.181397475596    	9.211730e-04	7.622386e-05
0.181960444168    	9.349013e-04	7.620994e-05
0.182523409231    	9.459118e-04	7.622668e-05
0.183086370773    	9.032530e-04	7.620304e-05
0.183649328783    	8.718763e-04	7.621148e-05
0.184212283251    	8.567501e-04	7.619427e-05
0.184775234165    	8.634632e-04	7.618539e-05
0.185338181516    	9.043747e-04	7.619529e-05
0.185901125291    	9.250265e-04	7.617036e-05
0.18646406548     	8.989559e-04	7.618911e-05
0.187027002073    	8.283930e-04	7.615259e-05
0.187589935058    	8.313173e-04	7.616284e-05
0.188152864425    	8.562022e-04	7.616974e-05
0.188715790162    	8.549878e-04	7.614892e-05
0.18927871226     	8.366364e-04	7.616117e-05
0.189841630707    	8.425439e-04	7.617769e-05
0.190404545493    	8.732215e-04	7.634147e-05
0.190967456606    	8.565516e-04	7.640568e-05
0.191530364035    	8.085494e-04	7.646568e-05
0.192093267771    	8.293081e-04	7.654904e-05
0.192656167802    	8.921321e-04	7.659297e-05
0.193219064117    	8.315253e-04	7.666933e-05
0.193781956706    	7.838883e-04	7.669257e-05
0.194344845558    	8.324385e-04	7.674275e-05
0.194907730661    	8.383010e-04	7.680468e-05
0.195470612005    	8.391992e-04	7.684009e-05
0.19603348958     	8.065838e-04	7.689785e-05
0.196596363374    	7.961959e-04	7.691629e-05
0.197159233377    	8.013926e-04	7.696626e-05
0.197722099577    	7.818038e-04	7.699499e-05
0.198284961965    	8.277673e-04	7.701650e-05
0.198847820528    	8.593277e-04	7.702416e-05
0.199410675257    	8.257123e-04	7.675418e-05
0.199973526141    	7.835284e-04	7.667714e-05
0.200536373168    	7.446328e-04	7.660121e-05
0.201099216328    	7.089207e-04	7.655647e-05
0.20166205561     	7.317202e-04	7.653997e-05
0.202224891004    	7.735964e-04	7.649445e-05
0.202787722498    	7.302304e-04	7.647805e-05
0.203350550082    	7.158011e-04	7.642776e-05
0.203913373744    	7.496549e-04	7.642883e-05
0.204476193475    	7.336750e-04	7.640259e-05
0.205039009263    	6.978772e-04	7.636128e-05
0.205601821097    	7.149788e-04	7.636270e-05
0.206164628967    	7.395102e-04	7.632087e-05
0.206727432862    	7.506305e-04	7.633559e-05
0.207290232771    	7.496766e-04	7.632149e-05
0.207853028683    	7.511628e-04	7.631030e-05
0.208415820587    	7.428696e-04	7.630883e-05
0.208978608473    	7.237950e-04	7.626731e-05
0.20954139233     	7.382809e-04	7.628512e-05
0.210104172147    	7.080242e-04	7.625124e-05
0.210666947913    	6.951316e-04	7.623790e-05
0.211229719617    	6.866525e-04	7.623932e-05
0.211792487249    	6.867470e-04	7.621774e-05
0.212355250798    	6.533589e-04	7.621915e-05
0.212918010253    	6.461380e-04	7.617342e-05
0.213480765603    	6.649128e-04	7.618902e-05
0.214043516837    	6.647860e-04	7.617310e-05
0.214606263945    	6.579517e-04	7.616007e-05
0.215169006915    	6.609543e-04	7.617418e-05
0.215731745738    	6.312135e-04	7.613039e-05
0.216294480401    	6.182906e-04	7.614524e-05
0.216857210896    	6.413782e-04	7.612280e-05
0.217419937209    	6.515663e-04	7.612362e-05
0.217982659332    	6.455567e-04	7.611095e-05
0.218545377252    	6.371164e-04	7.608851e-05
0.219108090959    	6.523151e-04	7.610167e-05
0.219670800443    	6.343429e-04	7.607125e-05
0.220233505693    	6.275556e-04	7.607267e-05
0.220796206697    	6.244249e-04	7.606296e-05
0.221358903445    	6.269241e-04	7.604969e-05
0.221921595927    	6.230302e-04	7.605042e-05
0.22248428413     	6.249171e-04	7.603055e-05
0.223046968046    	6.360581e-04	7.603550e-05
0.223609647662    	5.964805e-04	7.601891e-05
0.224172322968    	6.170183e-04	7.601991e-05
0.224734993954    	6.107951e-04	7.601309e-05
0.225297660608    	6.173445e-04	7.600359e-05
0.225860322919    	5.893258e-04	7.600091e-05
0.226422980877    	5.940289e-04	7.598014e-05
0.226985634472    	5.896536e-04	7.596922e-05
0.227548283691    	5.933169e-04	7.596681e-05
0.228110928526    	5.826664e-04	7.595267e-05
0.228673568963    	5.441752e-04	7.593761e-05
0.229236204994    	5.394642e-04	7.590871e-05
0.229798836607    	5.191496e-04	7.590467e-05
0.230361463791    	5.162593e-04	7.588995e-05
0.230924086536    	5.394158e-04	7.588125e-05
0.23148670483     	5.811421e-04	7.587872e-05
0.232049318663    	6.174699e-04	7.587084e-05
0.232611928025    	6.382836e-04	7.587815e-05
0.233174532904    	6.068285e-04	7.585769e-05
0.233737133289    	5.888264e-04	7.585846e-05
0.23429972917     	5.752864e-04	7.584252e-05
0.234862320537    	5.656711e-04	7.583161e-05
0.235424907377    	5.459799e-04	7.584853e-05
0.235987489681    	5.574897e-04	7.584636e-05
0.236550067438    	5.097140e-04	7.584498e-05
0.237112640637    	4.745499e-04	7.583521e-05
0.237675209266    	5.471979e-04	7.585197e-05
0.238237773316    	5.627024e-04	7.586374e-05
0.238800332776    	5.416477e-04	7.584081e-05
0.239362887634    	5.570300e-04	7.584943e-05
0.239925437881    	5.421281e-04	7.583274e-05
0.240487983504    	5.372688e-04	7.583445e-05
0.241050524494    	5.611544e-04	7.583059e-05
0.24161306084     	6.032240e-04	7.582344e-05
0.242175592531    	6.042646e-04	7.583297e-05
0.242738119555    	5.604554e-04	7.580928e-05
0.243300641903    	5.139848e-04	7.580361e-05
0.243863159564    	5.559566e-04	7.579940e-05
0.244425672526    	5.335100e-04	7.579016e-05
0.244988180779    	4.939780e-04	7.579059e-05
0.245550684313    	4.807596e-04	7.575723e-05
0.246113183116    	4.913863e-04	7.575905e-05
0.246675677177    	5.023980e-04	7.574216e-05
0.247238166487    	4.900306e-04	7.573305e-05
0.247800651034    	5.257909e-04	7.572947e-05
0.248363130807    	5.308298e-04	7.571052e-05
0.248925605795    	5.061192e-04	7.570608e-05
0.249488075989    	5.357099e-04	7.569274e-05
0.250050541376    	5.563425e-04	7.569303e-05
0.250613001947    	5.298073e-04	7.567138e-05
0.25117545769     	4.792128e-04	7.564852e-05
0.251737908595    	4.724564e-04	7.564286e-05
0.252300354651    	4.816100e-04	7.563719e-05
0.252862795848    	4.538683e-04	7.563558e-05
0.253425232173    	4.362152e-04	7.562289e-05
0.253987663617    	4.636867e-04	7.562216e-05
0.25455009017     	4.651404e-04	7.562879e-05
0.255112511819    	4.874374e-04	7.561971e-05
0.255674928555    	4.733206e-04	7.561763e-05
0.256237340366    	4.677586e-04	7.560821e-05
0.256799747242    	4.912829e-04	7.561267e-05
0.257362149172    	5.083987e-04	7.561008e-05
0.257924546146    	4.676478e-04	7.559699e-05
0.258486938152    	4.677893e-04	7.559574e-05
0.25904932518     	4.577767e-04	7.558653e-05
0.259611707219    	4.552114e-04	7.558991e-05
0.260174084258    	4.879440e-04	7.558530e-05
0.260736456287    	5.055599e-04	7.558584e-05
0.261298823294    	4.921911e-04	7.557803e-05
0.26186118527     	4.730004e-04	7.556674e-05
0.262423542202    	4.701488e-04	7.557527e-05
0.262985894081    	5.059189e-04	7.555950e-05
0.263548240896    	4.723609e-04	7.555857e-05
0.264110582636    	4.363226e-04	7.555610e-05
0.26467291929     	4.115842e-04	7.553969e-05
0.265235250848    	4.101737e-04	7.554295e-05
0.265797577298    	4.465078e-04	7.553230e-05
0.26635989863     	4.259946e-04	7.553450e-05
0.266922214834    	4.248294e-04	7.552760e-05
0.267484525897    	4.178598e-04	7.551727e-05
0.268046831811    	4.703163e-04	7.553186e-05
0.268609132563    	5.253508e-04	7.552542e-05
0.269171428144    	4.674066e-04	7.552587e-05
0.269733718542    	3.970217e-04	7.550187e-05
0.270296003746    	4.134361e-04	7.550063e-05
0.270858283747    	4.283252e-04	7.550303e-05
0.271420558533    	4.068848e-04	7.549617e-05
0.271982828093    	4.328403e-04	7.549967e-05
0.272545092417    	3.950380e-04	7.548640e-05
0.273107351494    	4.006729e-04	7.548555e-05
0.273669605313    	3.764986e-04	7.548018e-05
0.274231853863    	3.818237e-04	7.547377e-05
0.274794097134    	3.896553e-04	7.547223e-05
0.275356335115    	4.232090e-04	7.547286e-05
0.275918567795    	4.227791e-04	7.547249e-05
0.276480795164    	3.856030e-04	7.546861e-05
0.277043017211    	3.978438e-04	7.545738e-05
0.277605233924    	4.017140e-04	7.546199e-05
0.278167445294    	3.672264e-04	7.545629e-05
0.278729651309    	3.998488e-04	7.545651e-05
0.279291851959    	4.261127e-04	7.545723e-05
0.279854047233    	3.955377e-04	7.544577e-05
0.28041623712     	3.794408e-04	7.544150e-05
0.28097842161     	4.118906e-04	7.544035e-05
0.281540600691    	4.491704e-04	7.544984e-05
0.282102774354    	4.195850e-04	7.544616e-05
0.282664942586    	3.738250e-04	7.543885e-05
0.283227105379    	3.424719e-04	7.542716e-05
0.28378926272     	3.701831e-04	7.543101e-05
0.284351414599    	3.992794e-04	7.543212e-05
0.284913561006    	4.087856e-04	7.542604e-05
0.285475701929    	3.877239e-04	7.542638e-05
0.286037837359    	3.782571e-04	7.541548e-05
0.286599967283    	3.618063e-04	7.541262e-05
0.287162091692    	4.004627e-04	7.541772e-05
0.287724210575    	3.959179e-04	7.540926e-05
0.28828632392     	4.006950e-04	7.541522e-05
0.288848431718    	3.912701e-04	7.540443e-05
0.289410533957    	4.229466e-04	7.541344e-05
0.289972630627    	4.211467e-04	7.540770e-05
0.290534721717    	3.984210e-04	7.539893e-05
0.291096807217    	4.059978e-04	7.540213e-05
0.291658887115    	3.907479e-04	7.538856e-05
0.2922209614      	3.699992e-04	7.539307e-05
0.292783030064    	3.659447e-04	7.538466e-05
0.293345093093    	3.725691e-04	7.538030e-05
0.293907150478    	3.706761e-04	7.538306e-05
0.294469202208    	3.910665e-04	7.537552e-05
0.295031248272    	3.910837e-04	7.538066e-05
0.29559328866     	3.953491e-04	7.536593e-05
0.296155323361    	3.821157e-04	7.536356e-05
0.296717352363    	3.891353e-04	7.536413e-05
0.297279375658    	3.710376e-04	7.536133e-05
0.297841393232    	3.360710e-04	7.535930e-05
0.298403405077    	3.381256e-04	7.534361e-05
0.29896541118     	3.441120e-04	7.534841e-05
0.299527411533    	3.432529e-04	7.534264e-05
0.300089406123    	3.598564e-04	7.534276e-05
0.30065139494     	3.690204e-04	7.534061e-05
0.301213377973    	3.570447e-04	7.532792e-05
0.301775355212    	3.407012e-04	7.533820e-05
0.302337326646    	3.590086e-04	7.533073e-05
0.302899292263    	3.326131e-04	7.532078e-05
0.303461252055    	3.669806e-04	7.532377e-05
0.304023206009    	3.692585e-04	7.531239e-05
0.304585154115    	3.511311e-04	7.532239e-05
0.305147096363    	3.148787e-04	7.530980e-05
0.305709032741    	3.427820e-04	7.531472e-05
0.306270963239    	3.583223e-04	7.531272e-05
0.306832887846    	3.326858e-04	7.530273e-05
0.307394806551    	3.580250e-04	7.530523e-05
0.307956719345    	3.826160e-04	7.529671e-05
0.308518626215    	3.474456e-04	7.530042e-05
0.309080527152    	3.165092e-04	7.529165e-05
0.309642422144    	3.068982e-04	7.528567e-05
0.310204311181    	3.258139e-04	7.529503e-05
0.310766194253    	3.750191e-04	7.528914e-05
0.311328071348    	3.720990e-04	7.529210e-05
0.311889942456    	3.577286e-04	7.528628e-05
0.312451807565    	3.444949e-04	7.528687e-05
0.313013666667    	3.366541e-04	7.527830e-05
0.313575519749    	3.230319e-04	7.526501e-05
0.314137366801    	3.037126e-04	7.526769e-05
0.314699207812    	3.068053e-04	7.525860e-05
0.315261042772    	3.156470e-04	7.526881e-05
0.31582287167     	3.219292e-04	7.526211e-05
0.316384694495    	3.362555e-04	7.526296e-05
0.316946511236    	3.267164e-04	7.526416e-05
0.317508321883    	3.036982e-04	7.524586e-05
0.318070126426    	3.144457e-04	7.525353e-05
0.318631924852    	3.385117e-04	7.524956e-05
0.319193717153    	3.287190e-04	7.524522e-05
0.319755503316    	3.240531e-04	7.524357e-05
0.320317283332    	3.021906e-04	7.523180e-05
0.320879057189    	2.971128e-04	7.523951e-05
0.321440824877    	2.978820e-04	7.523147e-05
0.322002586386    	3.040197e-04	7.523041e-05
0.322564341704    	2.987564e-04	7.522532e-05
0.323126090821    	3.303205e-04	7.522725e-05
0.323687833726    	3.204531e-04	7.523356e-05
0.324249570409    	3.027692e-04	7.522092e-05
0.324811300858    	2.911684e-04	7.522244e-05
0.325373025063    	3.050438e-04	7.521271e-05
0.325934743014    	3.002512e-04	7.521372e-05
0.326496454699    	2.958833e-04	7.521522e-05
0.327058160109    	2.952366e-04	7.520180e-05
0.327619859232    	2.938434e-04	7.520915e-05
0.328181552057    	2.874280e-04	7.519980e-05
0.328743238575    	3.230355e-04	7.520584e-05
0.329304918774    	3.062727e-04	7.520077e-05
0.329866592643    	2.990026e-04	7.519331e-05
0.330428260172    	2.861807e-04	7.519594e-05
0.330989921351    	2.860021e-04	7.519008e-05
0.331551576168    	2.914634e-04	7.519537e-05
0.332113224613    	2.797477e-04	7.518505e-05
0.332674866675    	2.632410e-04	7.517757e-05
