GS10_4_Ka
1.778292884436857e-05
1.185394515433409e-05
1.7690549594466818e-05
1.5933211860520102e-05
1.8720974019946e-05
1.707758917748325e-05
1.550035886421868e-05
1.7543419452197196e-05
1.6549842712697296e-05
1.5635472490209032e-05
1.574639829916323e-05
1.5520556949376592e-05
1.5386651544093767e-05
1.4843025757163082e-05
1.4624798124033784e-05
