GS10_1_Ka
2.594077651310655e-06
1.943810895442987e-06
2.1495711039537435e-06
1.9211953536933065e-06
2.059083488861018e-06
1.9951972580908184e-06
2.1125390943020137e-06
2.3196896713210123e-06
2.561801054282129e-06
2.4268457612767944e-06
2.441464333929963e-06
2.409917624638195e-06
2.4330708208853587e-06
2.4815231820392925e-06
2.3983963906545456e-06
