RBD_2_Ka
1.0921737286918078e-05
8.673500352650373e-06
8.574331319664834e-06
7.226737476317143e-06
6.956710170751605e-06
7.735103938324562e-06
7.1006967777770055e-06
6.5108024665919725e-06
6.904723187769873e-06
6.8464808620950945e-06
6.578125513947216e-06
6.294692840857994e-06
6.348125068620574e-06
6.224251278300326e-06
6.115919068956259e-06
