S13_2_Ka
3.0027402054091446e-06
5.8794099785868545e-06
5.597787346634793e-06
5.940092885178921e-06
5.567402111861315e-06
5.192120101150941e-06
4.713660453783008e-06
4.651255099776832e-06
4.872194237198655e-06
5.059648877732394e-06
4.944213536313342e-06
4.884073457992437e-06
4.8030266008556705e-06
4.6844481040318285e-06
4.8007029916777e-06
