S1_2_Ka
5.375429030654214e-06
5.879459413046932e-06
6.187796742020477e-06
5.995434670343397e-06
7.63480722073819e-06
7.852746226739511e-06
8.12793599603592e-06
8.339100666209678e-06
8.293803762140962e-06
8.714502242297284e-06
8.65999131561559e-06
8.998216980085005e-06
8.747817087227816e-06
8.98275686894574e-06
8.918953582764357e-06
