S16_2_Ka
1.7550675559466213e-05
1.4229440786142741e-05
1.069868786987871e-05
9.399206371144333e-06
1.1479380921216402e-05
1.1289041816495843e-05
1.1342321063451633e-05
1.0875067079172846e-05
1.0771488010346198e-05
1.0262660197525156e-05
1.0010265064648564e-05
1.0110752472205833e-05
1.0331486412990149e-05
1.0373002731037829e-05
9.923651101205232e-06
