S4_2_Ka
1.3044071078858613e-05
9.61379217517965e-06
1.0106868084660415e-05
1.109145769697653e-05
1.342823746937852e-05
1.2888623398334733e-05
1.3653228362729058e-05
1.4347876776013163e-05
1.4571289365707258e-05
1.4609671798240025e-05
1.4239446623560298e-05
1.4026051933275608e-05
1.3579737428972585e-05
1.4512612423481559e-05
1.5058957423787966e-05
