# Useful angular range estimated by SHANUM
# for file NiVPNT3_ChromX_Avg_crop.dat
  0.114023E-01  0.280401E-01  0.274609E-03
  0.118584E-01  0.279589E-01  0.255182E-03
  0.123145E-01  0.284439E-01  0.257852E-03
  0.127706E-01  0.277475E-01  0.240042E-03
  0.132267E-01  0.276080E-01  0.231595E-03
  0.136828E-01  0.270314E-01  0.227102E-03
  0.141389E-01  0.275388E-01  0.221319E-03
  0.145950E-01  0.270635E-01  0.214334E-03
  0.150511E-01  0.269793E-01  0.207986E-03
  0.155072E-01  0.270028E-01  0.203395E-03
  0.159632E-01  0.266602E-01  0.198741E-03
  0.164193E-01  0.266439E-01  0.193435E-03
  0.168754E-01  0.262995E-01  0.189573E-03
  0.173315E-01  0.258599E-01  0.185302E-03
  0.177876E-01  0.258529E-01  0.180417E-03
  0.182437E-01  0.253777E-01  0.178361E-03
  0.186998E-01  0.254820E-01  0.175221E-03
  0.191559E-01  0.252038E-01  0.170762E-03
  0.196120E-01  0.250829E-01  0.170765E-03
  0.200681E-01  0.249194E-01  0.166462E-03
  0.205241E-01  0.246916E-01  0.162220E-03
  0.209802E-01  0.243476E-01  0.160751E-03
  0.214363E-01  0.239741E-01  0.157510E-03
  0.218924E-01  0.240056E-01  0.157816E-03
  0.223485E-01  0.239521E-01  0.153622E-03
  0.228046E-01  0.234874E-01  0.149419E-03
  0.232607E-01  0.233389E-01  0.150830E-03
  0.237168E-01  0.228903E-01  0.146451E-03
  0.241728E-01  0.227035E-01  0.145178E-03
  0.246289E-01  0.225174E-01  0.143198E-03
  0.250850E-01  0.224787E-01  0.142288E-03
  0.255411E-01  0.220727E-01  0.140734E-03
  0.259972E-01  0.218867E-01  0.136038E-03
  0.264533E-01  0.216891E-01  0.136663E-03
  0.269093E-01  0.214691E-01  0.135076E-03
  0.273654E-01  0.210683E-01  0.134633E-03
  0.278215E-01  0.208721E-01  0.132288E-03
  0.282776E-01  0.207862E-01  0.128400E-03
  0.287337E-01  0.203934E-01  0.129087E-03
  0.291898E-01  0.201023E-01  0.127142E-03
  0.296458E-01  0.197686E-01  0.127290E-03
  0.301019E-01  0.195825E-01  0.124830E-03
  0.305580E-01  0.195186E-01  0.123284E-03
  0.310141E-01  0.191221E-01  0.123275E-03
  0.314702E-01  0.191585E-01  0.121270E-03
  0.319262E-01  0.187083E-01  0.118150E-03
  0.323823E-01  0.185175E-01  0.120145E-03
  0.328384E-01  0.181185E-01  0.117284E-03
  0.332945E-01  0.181284E-01  0.117424E-03
  0.337506E-01  0.177574E-01  0.115174E-03
  0.342066E-01  0.177422E-01  0.114598E-03
  0.346627E-01  0.175224E-01  0.113035E-03
  0.351188E-01  0.172840E-01  0.112311E-03
  0.355749E-01  0.169349E-01  0.112678E-03
  0.360309E-01  0.168275E-01  0.110146E-03
  0.364870E-01  0.165561E-01  0.109843E-03
  0.369431E-01  0.163561E-01  0.109123E-03
  0.373992E-01  0.160912E-01  0.108160E-03
  0.378552E-01  0.158330E-01  0.106604E-03
  0.383113E-01  0.157854E-01  0.106630E-03
  0.387674E-01  0.156928E-01  0.106006E-03
  0.392235E-01  0.155443E-01  0.104938E-03
  0.396795E-01  0.152291E-01  0.102870E-03
  0.401356E-01  0.149167E-01  0.102547E-03
  0.405917E-01  0.147305E-01  0.102715E-03
  0.410478E-01  0.146399E-01  0.102356E-03
  0.415038E-01  0.144546E-01  0.100018E-03
