S19_2_Ka
6.387982867307954e-06
1.0318610367972871e-05
9.20023155383709e-06
9.05544863331944e-06
1.0176864286567933e-05
1.1294476531780221e-05
1.0632190564128418e-05
1.0762518679454851e-05
1.0654849676825975e-05
1.1095949800959331e-05
1.1812020573457817e-05
1.1666395395068949e-05
1.2261082598847702e-05
1.1810127956215051e-05
1.1549568726658808e-05
