S11_2_Ka
1.092850823163189e-05
9.229241813079888e-06
8.199865875102613e-06
8.107952012466924e-06
7.870872853145247e-06
7.628184543442463e-06
7.822407546916708e-06
7.2782122718284314e-06
7.238694932276221e-06
8.339490785054916e-06
8.281743608588422e-06
7.994645326808158e-06
7.780829813866303e-06
7.783263372666356e-06
7.704895294254476e-06
