S7_2_Ka
9.441123229466038e-06
8.749610813384102e-06
8.801126767796975e-06
8.726002903212925e-06
9.224025113637498e-06
8.501161327983738e-06
8.767788781583706e-06
8.398977198825086e-06
8.299060655726576e-06
8.614517597183925e-06
8.174421757606888e-06
8.312442012214637e-06
8.320139166384224e-06
7.978197355033109e-06
8.429137733715433e-06
