S17_2_Ka
1.0376197550304428e-05
9.02340274563681e-06
9.047613835472962e-06
8.436113141370193e-06
9.505597047863839e-06
8.930091709538112e-06
9.112446738829947e-06
9.717118352810747e-06
9.40573179087013e-06
1.0004813096455248e-05
9.725328227757188e-06
1.0201895956146518e-05
1.0462553517436204e-05
1.060008298769977e-05
1.0681437979592086e-05
