S19_2_Ka
3.329028580859349e-05
3.19670374508465e-05
2.79375200361056e-05
4.062779518208792e-05
4.035696184600538e-05
4.017777081286395e-05
4.569966398903313e-05
5.7106646888008226e-05
5.836222884835726e-05
5.633827895598407e-05
5.3542779635395634e-05
5.704148450643657e-05
6.378507018469252e-05
6.207572644032495e-05
6.028952106707268e-05
