S6_2_Ka
4.672658057293775e-06
4.7214929548585645e-06
4.160002121054775e-06
4.540804061325023e-06
4.046899268633577e-06
4.613167080675811e-06
4.48327441672302e-06
4.350436581836315e-06
4.311212493763194e-06
4.5362494447317595e-06
4.591660643182762e-06
4.432408201641724e-06
4.308134917407436e-06
4.346776192036331e-06
4.396408778142832e-06
