S2_2_Ka
7.865179587083311e-06
8.066765787246343e-06
6.5717393879534135e-06
5.767738494636124e-06
5.710275427595098e-06
5.208282339181682e-06
4.950123909754371e-06
4.597345887444075e-06
4.657125538587206e-06
4.557277187410679e-06
4.433982990232341e-06
4.601197881411614e-06
4.4753920266365165e-06
4.274183771547332e-06
4.419010817959274e-06
