S9_2_Ka
4.528964849320487e-06
1.0181702844498e-05
8.691461019617908e-06
8.970064265707509e-06
8.852343866528697e-06
8.626348725588442e-06
9.067526798187305e-06
8.794859862649562e-06
8.284249864643254e-06
7.540983926474285e-06
7.583659977431885e-06
7.904592248242821e-06
7.5620146145188175e-06
8.025302257740303e-06
8.0968694933984e-06
