S8_2_Ka
5.240047411647799e-06
5.494325002237587e-06
6.685467853516197e-06
6.856107142014516e-06
7.053646418628491e-06
7.090653530292533e-06
6.950013394321426e-06
7.049654098169427e-06
6.904937665878681e-06
7.26379177144579e-06
7.328788267818003e-06
7.055140478799637e-06
7.510575013433367e-06
7.43694904029357e-06
7.317175287471279e-06
