S18_2_Ka
1.0556916580215376e-05
9.807490962723841e-06
8.166854184192048e-06
1.2007371089753199e-05
1.3705258982558213e-05
1.2326125540751092e-05
1.20986189696045e-05
1.201271732184279e-05
1.2216180752906003e-05
1.222575413195236e-05
1.2474327800088297e-05
1.1996510489952434e-05
1.1844496466658224e-05
1.1694909591383933e-05
1.1338622709806609e-05
