S16_2_Ka
1.739849241514915e-05
1.8492274099709135e-05
1.7099077258710575e-05
1.706006853667573e-05
2.0306764427493942e-05
1.954626990202584e-05
2.101013103526712e-05
2.0076073954163786e-05
2.21774331847447e-05
2.358434988196119e-05
2.335141352880168e-05
2.327846084284369e-05
2.2812720719117197e-05
2.1890840092468862e-05
2.1291227594913893e-05
